Inbreeding_Coefficient,MeanLRS_Column3
-0.000760319,1.252747253
-0.000359757,1.231638418
-7.52E-05,1.205555556
-0.000332123,1.067039106
0.00027761,1.406060606
0.00014732,1.331550802
0.000222417,1.299435028
0.000628362,1.244791667
0.000289285,1.218579235
0.000332616,1.284090909
0.00026766,1.348837209
-0.00127393,1.248554913
-0.001457059,1.222857143
-0.001255443,1.276470588
-0.001505563,1.2
-0.000798051,1.150837989
-0.000411624,1.39010989
-0.000200326,1.295698925
0.000437567,1.406091371
0.00119246,1.390862944
-0.000475904,1.206703911
-0.000232493,1.129032258
-0.000915883,1.305389222
-0.001473959,1.333333333
-0.001640753,1.217391304
-0.00127067,1.318918919
-0.001167965,1.207317073
-0.000950516,1.26984127
-0.000754206,1.237569061
-0.000341365,1.174157303
-0.000333711,1.257142857
-0.000158165,1.189944134
-0.000693947,1.201117318
-0.001536896,1.156424581
-0.001083028,1.16
-0.001266299,1.263157895
-0.00137136,1.324022346
-0.00150563,1.294117647
-0.000784772,1.135869565
6.01E-05,1.175141243
0.001087156,1.349726776
0.000872991,1.288888889
0.000773847,1.626865672
0.000413434,1.347619048
-0.001061204,1.18627451
-0.000624547,0.994252874
-0.000370249,1.006329114
-0.000208403,0.901785714
-0.000279442,1.3
-0.000563913,0.818965517
0.000299563,0.827868852
8.79E-05,0.927835052
-0.000489192,0.792207792
-0.001098143,0.80952381
-0.000830146,0.810344828
-0.001072167,0.875
-0.000794457,1.424242424
-0.000272598,1.21875
-0.000150502,1.214285714
-0.000119436,1.296296296
-0.000397033,0.807692308
-0.000441343,0.652173913
-0.000428868,1.192307692
-0.000896201,0.95
-0.000482254,1.041666667
0.000223508,1.35
-0.000683717,1.307692308
-0.00057844,1.52173913
-0.000599516,1.227272727
-0.000707811,1.388888889
-0.001052085,0.869565217
-0.00058142,1.25
-0.000611922,0.869565217
-0.000643117,1.315789474
-0.000158479,1.55
-5.52E-05,1.111111111
-0.000383461,1.125
-0.00082833,1
-0.000464318,1.117647059
-0.000709234,1.333333333
-0.000471733,1.8
-0.000461472,1.125
-0.000441344,0.823529412
-0.000279867,1.117647059
0.000267111,1.285714286
0.00022298,1.642857143
-0.000430922,1.35
5.25E-05,1.5625
-0.000400568,1.2
-0.000345035,1.526315789
-0.000838597,1.55
-0.000754304,1.6
-0.000617802,1.173913043
-0.000322075,1.391304348
-0.000384831,2.285714286
0.000669747,1.611111111
0.000153532,1.533333333
-0.000229972,1.53125
-0.000222976,1.638297872
-2.43E-05,1.325581395
0.000158092,1.414285714
0.000627232,1.230769231
-0.00015795,1.426966292
-0.000774093,1.716981132
0.000196416,1.338582677
0.000306426,1.32
0.000890668,1.417647059
0.001232255,1.581005587
0.000278882,1.193181818
0.000272974,1.12849162
0.00018649,1.222826087
-0.001781489,1.494565217
-0.000678407,1.190217391
-0.000557483,1.225806452
0.000701005,1.335135135
0.001330886,1.233333333
0.000903218,1.317919075
0.000148177,1.513089005
0.00057261,1.343589744
-0.0001869,1.374407583
0.000740984,1.120218579
0.000426883,1.130434783
0.00062549,1.038888889
0.000366209,1.117283951
-9.37E-05,1.18128655
-2.34E-05,1.171122995
-0.000560072,1.237837838
-0.001821565,1.195530726
-0.002025642,1.150289017
-0.001491578,1.221621622
-0.000934391,1.282208589
-0.00064275,1.17032967
-2.92E-05,1.169491525
0.0003402,1.274725275
-0.0005016,1.264864865
-0.00091454,1.173184358
-0.001392892,1.105555556
-0.001314251,1.227272727
-0.000127854,1.382513661
0.000692601,1.497206704
0.000492137,1.216494845
-0.0001626,1.402116402
-0.000582419,1.407608696
-0.000814557,1.50990099
-0.00026777,1.426229508
-0.000923622,1.161111111
-0.000130222,1.096256684
-0.001102293,1.177419355
-0.000405928,1.188888889
-0.001710716,1.255555556
-0.001162873,1.301204819
-0.000244045,1.238095238
-0.000598069,1.056818182
-0.000222091,1.15060241
0.000829359,1.192090395
0.000446102,1.136612022
-0.000275561,1.189655172
0.000139039,1.204301075
0.000204188,1.262032086
0.000129356,1.2
0.000511837,1.302702703
0.000311755,1.356321839
0.000597944,1.316091954
0.001173507,1.329411765
0.000870312,1.291891892
-3.57E-05,1.043956044
0.000290718,1.337078652
0.000445811,1.182795699
0.001318098,1.475935829
0.00181757,1.204301075
0.001226434,1.071428571
0.001433575,1.094674556
0.001268107,1.070175439
0.000395817,1.254545455
-0.001138889,1.197860963
-0.001710528,1.215469613
-0.001611215,1.345945946
-0.000666345,1.296875
-0.001220456,1.274725275
-5.36E-06,1.366666667
-0.000567508,1.234972678
-0.001132543,1.153409091
-0.001697025,1.197674419
-0.001628517,1.252747253
-0.000705473,1.278074866
0.000415095,1.290502793
2.61E-05,1.202247191
0.00042565,1.221621622
-0.000913285,1.18579235
-0.001365395,1.297142857
-0.001599259,1.284946237
-0.000653749,1.335195531
-0.000731607,1.413043478
0.00022545,1.428571429
0.000695123,1.273195876
0.001429181,1.039772727
0.001502919,1.174863388
0.000668725,1.161676647
0.001442279,1.134502924
0.000254873,1.163934426
-0.00047965,1.15
-0.001331009,1.245714286
-0.000823723,1.279329609
-0.000691953,1.180851064
-0.000435295,1.251428571
0.000400857,1.062146893
-0.000367586,1.319587629
-0.000528019,1.186440678
-0.000593015,1.164835165
-0.000154315,1.135294118
0.000344638,1.393617021
0.000581685,1.167539267
-0.000244746,1.438502674
-0.000367789,1.213903743
0.000609898,1.401162791
0.000353148,1.268156425
0.000120076,1.259459459
0.000784724,1.427083333
-0.000511147,1.474747475
-0.000609612,1.326633166
-0.000213609,0.994318182
0.000710296,1.316939891
0.000761124,1.082802548
0.001308703,1.168478261
0.000868813,1.136904762
0.000518356,1.370588235
0.000500913,1.278074866
-6.28E-05,1.213872832
-0.001043235,1.175141243
-0.000450046,1.202185792
-0.000822594,1.290816327
-0.000224955,1.263157895
-0.000186636,1.165680473
0.00041173,1.309392265
9.20E-05,1.247126437
-0.000126179,1.301075269
-7.30E-05,1.215053763
0.000633457,1.1
0.000562115,1.155172414
0.00012297,1.198795181
0.000287525,1.31547619
-0.000220395,1.236363636
-0.000588595,1.192513369
-0.000543579,1.492307692
-0.000644744,1.306122449
0.000534146,1.258241758
0.000558528,1.284946237
0.000126192,1.057803468
-0.000114762,1.24
-0.000601603,1.175438596
-0.000666139,1.104395604
-0.00113904,0.988304094
-0.001366018,1.1
-0.001469566,1.28021978
-0.00111568,1.228571429
-0.00074434,1.150837989
-0.000691523,1.187165775
0.000287837,1.161290323
0.000168595,1.218181818
-0.000347473,1.186440678
0.000226316,1.132653061
0.000194209,1.205882353
-0.000513094,1.195767196
8.26E-05,1.38150289
0.000592319,1.326203209
0.000485567,1.216216216
-0.000172853,1.294444444
0.00011227,1.46961326
-0.00012735,1.350515464
-0.0004681,1.140096618
-0.000233017,1.23255814
0.000489144,1.312169312
0.000928151,1.347305389
0.000631653,1.125714286
0.000865735,1.046242775
0.000847748,1.162011173
0.000208204,1.27173913
0.00017054,1.122340426
-0.00029739,1.215909091
0.000375047,1.238888889
-8.65E-05,1.261363636
-9.24E-05,1.048192771
-0.000441913,1.151351351
-0.000187145,1.268571429
-4.25E-06,1.191860465
-0.000670804,1.354166667
-0.000311184,1.046511628
-0.000431799,1.182795699
-0.001184681,1.385869565
-0.000685731,1.380681818
-0.00123294,1.371584699
-0.000554454,1.466321244
-0.000529635,1.42
-0.001007197,1.180094787
-0.000452592,0.817427386
-0.000174525,0
0.000220052,0
0,0.690949227
-4.35E-05,0.80952381
7.43E-06,1.157894737
-0.000376582,1.085271318
-0.000263256,1.288343558
3.07E-07,1.357142857
2.08E-05,1.191709845
-0.00015986,1.344086022
-0.000698637,1.188172043
-0.00070344,1.274285714
-0.000926455,1.382513661
-0.00032216,1.234375
0.000610927,1.211111111
0.000240268,1.342857143
0.000441191,1.278074866
0.000276996,1.288135593
0.000278748,1.342857143
-0.000432801,1.227777778
-0.000396869,1.303370787
0.000378641,1.390243902
0.000432711,1.416216216
-0.000459583,1.54822335
-0.000400626,1.343283582
-0.000706912,1.361702128
-0.000822637,1.203208556
-0.001743262,1.168421053
-0.001731229,1.4125
-0.002166927,1.266304348
-0.001666143,1.142076503
-0.000903352,1.342391304
-0.000292274,1.337142857
0.000504858,1.288888889
0.000506884,1.221590909
0.001198358,1.037433155
0.001356714,1.385057471
0.000850701,1.259493671
0.000379013,1.423728814
3.05E-05,1.239583333
-0.000227195,1.229050279
-0.000515911,1.209302326
-0.000870621,1.192090395
-0.000904408,1.223529412
-0.000616733,1.231578947
0.000239898,1.307692308
0.000817843,1.322751323
0.000526066,1.359550562
0.000519423,1.343915344
0.000767785,1.484210526
0.001007292,1.247252747
0.00080042,1.205555556
-0.000433978,1.151351351
-0.000693482,1.247126437
0.000144105,1.344827586
-0.000455418,1.232044199
0.000836118,1.114285714
0.000546917,1.215469613
-0.000147251,1.169491525
-0.00035382,1.25443787
-0.00100141,1.372340426
-0.000591465,1.428571429
-0.000323021,1.265306122
-0.000583412,1.269662921
-4.41E-05,1.134831461
-0.001167293,1.426829268
-0.000630726,1.219653179
-0.001411343,1.283333333
-0.000893015,1.262569832
-0.001208066,1.422459893
-0.001679331,1.217391304
-0.001241907,1.338797814
-0.001071541,1.502857143
-0.0012212,1.421052632
-0.000396838,1.323076923
-0.000703789,1.296875
-0.001382815,1.324175824
-8.57E-05,1.265895954
-0.000197825,1.211764706
-0.000977781,1.302857143
-0.000547476,1.296703297
-0.000413013,1.192307692
-0.000179105,1.166666667
0.000382527,1.350282486
3.47E-05,1.207100592
-0.000430074,1.264864865
-3.09E-05,1
-0.000595483,1.280701754
-4.05E-05,1.151162791
-2.93E-06,1.161458333
0.000471283,1.348837209
4.35E-05,1.090909091
-0.000194122,1.270440252
-0.000235291,1.298245614
-0.000686471,1.288135593
-0.000139188,1.324175824
-0.00034128,1.447368421
-0.000331881,1.513227513
0.000180164,1.457894737
-0.000215259,1.315270936
-0.000921252,1.173184358
-0.001723516,0.967032967
-0.000399139,1.049382716
-0.000414671,1.218045113
-0.000716692,1.006993007
-0.000260002,1.088709677
-0.000675718,1.076923077
-0.00061794,0.962264151
-0.000109472,1.051948052
-5.01E-05,0.721518987
-9.65E-05,0.648148148
6.26E-05,0.973684211
-0.000487552,1.086956522
-0.001264488,1.571428571
-0.001034428,1.03030303
-0.000775989,1.137931034
-0.000936785,0.965517241
0.000305582,1.321428571
0.000639982,1.041666667
-9.88E-05,1
-0.000412827,0.466666667
-0.000909188,1
-0.000917619,1.625
-0.000978645,1.411764706
-0.000653574,2
-0.000770023,1.333333333
0.000425765,1.736842105
0.001279634,0.944444444
0.001035209,1.25
-0.000361857,1.222222222
-0.000470074,1.454545455
-0.001567946,1.4375
-0.001258008,1.3
-0.001157933,1.380952381
-0.001168405,1.368421053
-0.001182995,1.636363636
-0.000891869,1.076923077
-0.000987411,1.173913043
-0.000581717,1.318181818
-0.000549347,0.95
-0.000361823,1
-0.000484118,1.210526316
-0.000252976,1.105263158
-0.000155615,0.9
0.000190151,1.714285714
0.000531053,0.8
0.000366216,1.428571429
0.001429639,1.833333333
0.002046399,1.133333333
0.001789575,1.782608696
0.000210924,1.529411765
-0.000525042,1.533333333
-0.000336485,1.375
-0.000666853,1.71875
-0.001038019,2.136363636
-2.59E-05,2.108108108
-0.000686855,2.040816327
-0.000884915,1.508196721
-0.000634024,1.534883721
-0.001036979,1.774774775
-0.001399644,1.525925926
-0.001013757,1.453947368
-0.000786292,1.216374269
-0.000816169,1.227777778
-0.001282996,1.087179487
-0.000701669,1.140350877
-0.001111309,1.211111111
-0.000954383,1.223463687
-0.000524817,1.331460674
0.000346916,1.446327684
0.000783478,1.230366492
0.000709584,1.454545455
0.000876153,1.48241206
0.001356307,1.549295775
0.001597992,1.510204082
0.000845129,1.306122449
0.000712171,1.071038251
-0.000364135,1.172413793
-0.001447771,1.226415094
-0.001094466,1.107344633
-0.000576975,1.338797814
2.62E-07,1.239766082
0.000127208,1.121546961
0.000202214,1.47027027
0.000188725,1.242774566
-0.000413779,1.231578947
-0.000859083,1.255681818
-0.001532155,1.355191257
-0.00174703,1.445714286
-0.000582359,1.256684492
-0.000561267,1.251396648
-0.000644278,1.300518135
-0.000821427,1.307291667
-0.001242693,1.331428571
8.49E-05,1.283236994
-0.000783542,1.258064516
-0.000285405,1.270114943
-0.000793385,1.365591398
-0.000769112,1.238636364
-0.000896919,1.642857143
-0.000915738,1.338624339
-0.000659767,1.086956522
0.000389902,1.226315789
0.000964705,1.356725146
0.000460732,1.278409091
-0.000714189,1.192708333
-0.001385027,1.426966292
-0.000820103,1.202247191
-0.000252041,1.213872832
-0.000378761,1.286486486
6.89E-05,1.097142857
-0.000190851,1.279761905
-0.001102039,1.192307692
-0.001102752,1.176136364
2.89E-05,1.147727273
-3.31E-06,1.064705882
-0.0002741,1.053571429
-0.000368684,1.178378378
-0.000511137,1.380681818
-0.000118498,1.13559322
-0.001088908,1.247191011
-0.001258833,1.413978495
-0.001429554,1.370165746
-0.001225782,1.355670103
-0.001182846,1.396825397
-0.000990007,1.286458333
-8.55E-05,1.163841808
0.000239214,1.132275132
0.000517283,1.283236994
0.000668171,1.279329609
0.000211856,1.197740113
-0.000720572,1.203389831
-0.000463418,1.151685393
0.00016197,1.255555556
0.000113968,1.367231638
0.000415399,1.307291667
-3.79E-05,1.274193548
-0.000168874,1.221590909
-0.000241083,1.103825137
0.000158019,1.171270718
-0.000741036,1.263473054
-0.000185329,1.077777778
-0.000132325,1.284883721
-0.00149419,1.301075269
-0.001475616,1.279792746
-0.001437369,1.350877193
-0.001570004,1.278409091
-0.001012897,1.247368421
-0.000448619,1.5
0.000626941,1.306532663
-0.001263626,1.257894737
-0.000995105,1.116022099
-0.001578604,1.418478261
-0.002024689,1.122093023
-0.001934432,1.165803109
-0.000773698,1.348066298
-0.001143209,1.173184358
-0.000765206,1.237288136
-0.000212956,1.245714286
-0.000682641,1.198895028
-0.000653181,1.211428571
-0.000300154,1.078651685
-0.0005057,1.415204678
-0.0003808,1.239130435
-0.000695448,1.418994413
0.000167373,1.104395604
0.000370082,1.258064516
0.000620996,1.132183908
0.000383382,1.186813187
0.001439496,1.164021164
0.001198468,1.364705882
7.06E-05,1.307692308
0.00032564,1.343915344
0.000408543,1.38172043
0.000885759,1.630208333
0.001251089,1.323529412
0.000921303,1.222797927
0.000314543,1.106382979
0.000202829,1.257668712
0.001527806,1.365714286
0.001790368,1.284090909
0.002133985,1.177419355
0.001772092,1.155172414
-0.000663329,1.274853801
-0.000188531,1.201086957
-0.001304331,1.357894737
-0.001255215,1.097826087
-0.000780865,1.197802198
8.51E-05,1.293785311
7.93E-05,1.218390805
-0.000394425,1.272189349
-0.00076924,1.179775281
-0.001640355,1.074074074
-0.001497271,1.277108434
-0.001922052,1.248677249
-0.000808811,1.510989011
-0.001531037,1.352631579
-0.000682305,1.380952381
-0.000987722,1.5
-0.00162242,1.589108911
-0.00122991,1.3125
-0.000593283,1.098958333
0.000904496,1.169398907
0.000533492,1.243902439
0.000191521,1.101694915
0.000268356,1.078313253
0.000506118,1.446327684
0.000513562,1.233695652
-9.38E-05,1.209580838
0.000397483,1.288770053
0.000891763,1.15
0.000380433,1.179190751
0.000263064,1.288770053
4.96E-05,1.196629213
-0.000296999,1.186440678
6.31E-05,1.204545455
-0.00068011,1.348837209
-0.000476381,1.252747253
-0.000225821,1.20441989
-0.000451685,1.302857143
8.97E-05,1.497409326
0.000301868,1.326315789
-0.000363614,1.145945946
-0.000985764,1.284974093
-0.001201455,1.5
0.000204173,1.338095238
0.000176879,1.313186813
0.000883112,1.227513228
0.000907959,1.213872832
-0.000107829,1.113513514
-0.001121727,1.510869565
-0.000381334,1.248587571
-0.000322588,1.302702703
0.000245512,1.218085106
-5.21E-05,1.109289617
-0.001018709,1.161676647
-0.00053572,1.336956522
-0.000772665,1.255434783
-0.000878296,1.269230769
-0.000507843,1.028571429
-0.00025778,1.106145251
-0.000718612,1.255952381
-0.001455897,1.120418848
-0.001904056,1.16091954
-0.000612323,1.24
-0.001067187,1.359116022
-0.000224996,1.426035503
0.000451163,1.420512821
0.001122199,1.336633663
0.000626959,1.135135135
4.78E-05,0.771186441
3.90E-05,0
0.000534771,0
0,0.677814939
-0.000156808,1.5
-0.000261673,1.028846154
9.21E-06,1.170212766
-8.86E-05,1.258741259
0.0001454,1.375722543
-0.000917902,1.352941176
-0.000697898,1.252688172
-0.000726843,1.188235294
1.47E-05,1.136612022
-0.000153468,1.187134503
0.000355638,1.338888889
-0.000442355,1.198895028
-0.000792743,1.313186813
0.000380803,1.483333333
0.00048322,1.213483146
-0.000312588,1.225274725
0.000164306,1.277173913
-0.000301496,1.350877193
-0.000442732,1.394594595
0.000141807,1.37628866
-0.000359126,1.457894737
-0.000173312,1.288659794
-0.000846846,1.242937853
-0.001768008,1.258241758
-0.0013049,1.141242938
-0.001010264,1.180645161
-0.00068577,1.391304348
-0.0004354,1.333333333
-0.000538975,1.294444444
-0.000459962,1.281609195
-0.000466647,1.120218579
-0.00076258,1.115606936
-0.000423934,1.198895028
-0.000156915,1.214285714
0.000311692,1.299435028
-0.000647869,1.358695652
-0.000395109,1.061452514
-0.000739051,1.297142857
-0.000857956,1.186813187
-0.000998318,1.287356322
-0.000921333,1.254054054
-0.00092822,1.138888889
-0.000981086,1.282352941
-0.000312675,1.215568862
-0.000531902,1.306358382
-0.001740964,1.469273743
-0.001110471,1.417525773
-0.000388866,1.401960784
-0.000194589,1.14507772
-0.000377964,1.076502732
-0.000619432,1.087837838
-0.001453054,1.057803468
-0.001511105,1.191616766
-0.00100012,1.209944751
-0.000788787,1.2
-0.0014505,1.30726257
-0.001195522,1.327868852
-0.000639716,1.14673913
-0.000863301,1.220994475
6.66E-05,1.331360947
0.000857929,1.269662921
0.000585287,1.205405405
0.000522989,1.333333333
0.000684876,1.237569061
-0.00050368,1.346590909
-0.000602285,1.285714286
-0.000766399,1.302197802
-0.000255847,1.291428571
-0.0008766,1.362637363
-0.000769148,1.425287356
-0.000452495,1.425641026
-0.001667865,1.5
-0.000913509,1.343283582
-0.000937489,1.182320442
-0.001014343,1.108108108
-2.88E-05,1.319526627
-0.000961097,1.310734463
-0.000865603,1.14673913
-0.000324247,1.228571429
0.000240802,1.324175824
0.000518485,1.311764706
-0.000272493,1.3
-0.000687525,1.172222222
-0.001289919,1.194736842
-0.000969363,1.268817204
-0.000277138,1.289940828
0.000248158,1.180232558
0.000340436,1.164705882
3.29E-05,1.421621622
-0.000661804,1.313513514
-0.00081197,1.333333333
-0.000655313,1.25433526
-0.001519505,1.265625
-0.00168239,1.363157895
-0.000491879,1.463687151
0.000614832,1.291005291
-4.11E-05,1.469072165
-0.000303292,1.300518135
-0.000796022,1.021390374
-0.000892504,0.946745562
-0.000106972,1
-7.48E-05,1.087301587
-0.000414761,0.861788618
-0.000982923,0.925925926
-1.96E-05,0.943181818
-0.000157886,0.858974359
6.17E-07,0.818181818
-0.000668443,0.773584906
-0.000785518,0.87037037
-0.000661606,0.964285714
-0.000834424,1.275862069
-0.000947752,1.464285714
-0.001268395,1
-0.000470858,1.074074074
-0.000475472,0.923076923
-0.000491977,1.48
-0.000639069,1.125
-0.000729481,1.24
-0.000518,1.263157895
-0.00021952,1.043478261
0.000230305,1.517241379
0.000254714,0.88
7.96E-05,0.95
-0.000336243,1.347826087
-0.000469363,0.956521739
-0.000244231,1.105263158
-0.001068699,1.578947368
-0.000881664,1.125
-0.001353802,1.263157895
-0.000762355,1
-0.001020849,1.157894737
-0.001401082,1.19047619
-0.001103488,1.533333333
-0.000521754,1.058823529
-0.000514716,0.8
-0.000707237,0.666666667
-0.001018822,0.818181818
-0.001312936,0.647058824
-0.00128027,1.357142857
-0.001270825,1.461538462
-0.000596655,1.214285714
-0.000496554,1
-0.000600126,1.461538462
-0.000225213,0.857142857
-0.000984457,1.3
-0.000510956,1.692307692
-0.001107326,1.052631579
-0.000617014,1.842105263
-0.001048512,1.571428571
-0.000407772,2.166666667
-0.000175665,1.857142857
-8.73E-05,1.617647059
-0.001043457,1.607843137
-0.000623071,1.838235294
-0.00140252,1.787878788
0.00018121,1.613861386
0.000342751,1.548387097
0.000153315,1.528169014
0.000149277,1.422360248
4.12E-05,1.194285714
-4.08E-05,1.315789474
-0.000165549,1.302857143
-0.001458243,1.290816327
-0.00095053,1.3
-0.000949028,1.234636872
-0.00062438,1.125748503
0.001384928,1.273255814
-0.00026562,1.316384181
0.000293015,1.312849162
0.000201093,1.39010989
-0.00093333,1.502538071
-0.000798773,1.436170213
0.000173388,1.358974359
-0.000129896,1.369318182
-0.001190972,1.193370166
-0.000482328,1.238636364
-0.00042031,1.242774566
-0.000696298,1.465517241
-0.000628368,1.185393258
-0.000514741,1.234636872
1.21E-06,1.344086022
-0.000735191,1.132275132
0.000386378,1.110497238
0.00064832,1.149700599
0.000928819,1.059139785
-0.000172533,1.220430108
-0.001231438,1.128654971
-0.001559291,1.286549708
-0.001429279,1.170454545
-0.00127774,1.276243094
-0.001098694,1.243386243
-0.000871526,1.340782123
-0.000876315,1.335164835
-0.000701201,1.357142857
-0.000925449,1.303867403
-0.001107317,1.365979381
-0.001777908,1.316939891
-0.000831026,1.435643564
-0.001025552,1.116022099
-0.000138592,1.101123596
-0.000463501,1.073033708
-0.000526917,1.261363636
-0.000237714,1.302857143
0.000603034,1.314136126
-0.000727006,1.312169312
-0.000409379,1.096385542
-0.000841758,1.335164835
6.93E-06,1.192090395
-0.000402705,1.241935484
-0.000961259,1.14673913
-0.001654021,1.242937853
-0.001539651,1.124293785
-0.001757764,1.162011173
-0.000847092,1.209039548
-0.001285422,1.319526627
-0.000174962,1.216931217
-0.000118279,1.36416185
-0.000605073,1.101796407
-0.000387032,1.4375
-0.000177456,1.196721311
-0.000551447,1.596858639
-0.000282366,1.339901478
-0.000307255,1.259067358
-0.001074702,1.213114754
-0.001244769,1.244680851
-0.000921079,1.088607595
-0.000497282,1.210810811
-0.000727309,1.295454545
0.000423903,1.309782609
-0.000153602,1.284263959
-0.000534226,1.070588235
-0.000412196,1.201149425
-0.000692524,1.118644068
0.00015179,1.220930233
-0.001415256,1.130952381
-0.001202687,1.375
-0.000355826,1.159090909
-0.000378024,1.28342246
-0.000312219,1.1
-0.001103898,1.183431953
-0.001489457,1.096774194
0.00024176,1.414201183
0.000777042,1.022099448
0.000515462,1.198863636
0.000149459,1.408839779
-3.31E-05,1.338797814
-0.000420937,1.535135135
-0.00090617,1.298969072
-0.000578605,1.055865922
-0.000680798,1.115789474
-0.000327949,1.254545455
-0.000589719,1.245901639
-0.001067046,1.285714286
-0.000742765,1.150537634
0.000588773,1.333333333
0.000257377,1.211111111
-0.0005594,1.205555556
0.000676119,1.159090909
0.000812598,1.241758242
-0.000679953,1.390804598
-0.000171088,1.170454545
0.000108295,1.102702703
-1.99E-05,1.283333333
0.000346884,1.352272727
0.001420641,1.321243523
0.000595458,1.358695652
-5.56E-05,1.212643678
0.000469554,1.32972973
-0.001004592,1.220338983
-0.000819659,1.328125
-0.000765801,1.535519126
-0.000620289,1.415
-9.08E-06,1.338541667
-0.000722136,1.156424581
-0.001030253,1.033333333
-0.000806269,1.186335404
-0.000941942,1.19760479
-0.000373478,1.189944134
-0.00087265,1.298429319
-0.000313361,1.32972973
1.84E-05,1.308108108
-0.000181116,1.209677419
0.000536789,1.189349112
-0.000564144,1.284090909
-0.000549603,1.2
-0.000376705,1.337078652
-0.000238906,1.187165775
-0.000355466,1.198830409
-0.000660338,1.255952381
-0.001314361,1.179347826
-0.001181635,1.220338983
-0.000612781,1.207650273
-0.000679563,1.242774566
-0.000496423,1.385869565
-0.000503844,1.35483871
-0.001330375,1.407608696
-0.001000602,1.465240642
-0.000829991,1.255813953
-0.00043113,1.219653179
-0.000779079,1.215909091
0.000378008,1.027624309
0.000470202,1.352272727
-0.000813497,1.198795181
-0.000980242,1.224719101
-0.001047843,1.324022346
-0.000982539,1.227027027
7.63E-05,1.108571429
0.000230402,1.259668508
-4.84E-05,1.292134831
0.000155674,1.179775281
0.000630218,1.216216216
0.000185291,1.174863388
-2.77E-05,1.155172414
-0.000504982,1.423076923
-0.00010753,1.258241758
9.51E-05,1.365168539
-0.000873557,1.264044944
7.50E-05,1.193548387
0.001569804,1.361445783
0.00116453,1.260416667
0.001395479,1.589189189
0.001400285,1.362745098
0.001065369,1.31122449
0.000276974,1.108571429
-0.000455599,1.222222222
-0.000545679,1.197530864
0.000871066,1.322222222
0.000621575,1.234636872
-0.000118422,1.305699482
-0.000496013,1.307692308
-0.001003951,1.147727273
-0.000638125,1.348314607
-0.002237311,1.264864865
-0.002805194,1.203296703
-0.001393677,1.265536723
-0.001713824,1.16091954
-0.001639931,1.138728324
-0.001065763,1.121546961
-0.000408947,1.368421053
-0.00053176,1.392045455
0.000185941,1.297752809
-7.82E-05,1.232804233
-0.000119273,1.274611399
-0.000531794,1.494186047
-0.000618969,1.475138122
-0.001542658,1.310160428
-0.001821424,1.178082192
-0.001361146,0.75308642
-0.000682384,0
0.00039148,0
0,0.711431743
0.000249742,0.913043478
0.000330666,1.125
-0.000159052,1.14084507
-0.000793164,1.296969697
-0.000866253,1.345945946
-0.00053385,1.461111111
-0.000963967,1.220238095
-0.000175449,1.219653179
0.000492507,1.313253012
0.000419543,1.267015707
0.001326256,1.134078212
0.000386153,1.312138728
0.000912586,1.191011236
0.000590205,1.266666667
-0.00060731,1.122905028
-0.00073851,1.382513661
-0.000681147,1.308900524
-0.000596709,1.189944134
0.000453696,1.233918129
0.000202496,1.430851064
0.000352158,1.505376344
0.000178308,1.365482234
0.001259724,1.309782609
0.001007176,1.22826087
0.000351334,1.27173913
0.000355325,1.382352941
-0.000458106,1.284210526
0.000390708,1.193181818
0.000267727,1.329787234
-0.000236132,1.325443787
-0.000145254,1.163636364
-0.000146853,1.229166667
-0.000598821,1.369565217
-0.000196409,1.279329609
-0.000790874,1.329479769
-0.000778615,1.101694915
-0.001474112,1.1875
-0.001809091,1.220238095
-0.00192782,1.241758242
-0.002377831,1.321637427
-0.001568051,1.243093923
-0.001431193,1.247311828
8.39E-05,1.371584699
0.000715572,1.170212766
0.000177082,1.511363636
0.00017576,1.591397849
7.78E-05,1.598930481
-0.000691369,1.146464646
-0.000920716,1.238341969
-0.001527199,1.285714286
-0.001367687,1.132183908
-0.001115217,1.259259259
-0.000503783,1.259668508
0.000414104,1.380368098
-3.68E-05,1.114130435
-0.000165492,1.222222222
-0.000170397,0.912790698
0.000464712,1.166666667
-0.000153825,1.323863636
-0.000281093,1.105882353
-0.001081192,1.283236994
-0.001011467,1.248618785
-0.001489694,1.319587629
-0.001358169,1.139534884
-0.000108505,1.286486486
-0.000585199,1.208092486
-0.000496753,1.131147541
-0.000406242,1.505555556
0.000186101,1.170454545
7.65E-05,1.361581921
-7.17E-05,1.442708333
-0.000249819,1.417989418
-0.00011278,1.242424242
0.00064709,1.106951872
0.000292352,1.223404255
0.00083895,1.211180124
-0.000273798,1.429378531
-0.001033034,1.390804598
-0.000845269,1.248648649
-0.000498852,1.32183908
-0.000550988,1.205555556
-0.000726574,1.220238095
-0.000249748,1.225274725
-0.000617448,1.327586207
-0.000776613,1.13559322
-0.000400949,1.288043478
0.000655049,1.235294118
0.000438002,1.294797688
-0.000109727,1.126436782
-0.000912143,1.335164835
-0.001292962,1.178571429
-0.001681161,1.335164835
-0.000577028,1.491891892
-0.001174859,1.3125
-0.000876589,1.410526316
-0.001359669,1.461928934
-0.000518086,1.32642487
-0.000559855,1.163157895
-0.000794944,1.061452514
-0.001123668,0.937106918
-0.00063841,1.305970149
-0.000287377,1.136690647
-0.000498787,0.983606557
-0.001232417,0.796296296
-0.00069143,0.88172043
-0.000280834,0.964705882
-0.000147993,0.875
-0.000427665,0.8125
-0.000603115,1.105263158
