Inbreeding_Coefficient,MeanLRS_Column3
-0.000162896,1.331395349
-0.000674866,1.234636872
-0.000672548,1.204301075
-2.32E-05,1.115606936
-0.000336576,1.193181818
-0.001171042,1.169491525
-0.000530817,1.275862069
-0.000731698,1.238636364
-0.000250247,1.153409091
-0.000496578,1.290697674
-0.000503788,1.169398907
-2.25E-05,1.229885057
0.000145726,1.127272727
-0.000301988,1.25
-0.000489069,1.299435028
-0.000262043,1.294736842
-0.000593254,1.207100592
-0.001489502,1.352331606
-0.000762704,1.508287293
-0.000866098,1.414141414
3.13E-05,1.257575758
0.00067509,1.346368715
0.000161695,1.191256831
2.21E-05,1.333333333
-0.000801441,1.387978142
-0.000572632,1.244680851
0.000408518,1.338888889
0.001177713,1.096045198
0.000656584,1.168674699
-0.000354983,1.216216216
-0.000569417,1.073033708
-0.000294996,1.291428571
-1.80E-05,1.178947368
0.000705783,1.112359551
0.000380756,1.222857143
0.000118494,1.251428571
-0.00011984,1.181318681
-0.00038197,1.225806452
-0.00182403,1.408045977
-0.001553999,1.182320442
-0.002048231,1.299435028
-0.002236723,1.300518135
-0.00186174,1.352941176
-0.001722941,1.489361702
-0.001592469,1.6
-0.001454388,1.273631841
-0.000988243,1.394285714
-0.000628396,1.201058201
-0.000195424,1.095505618
-0.000392967,1.288135593
-0.001343333,1.233333333
-0.000843519,1.422459893
-0.001371156,1.418079096
-0.000280145,1.202312139
-0.000139734,1.217391304
0.000528283,1.130208333
-9.76E-08,1.194594595
0.00063335,1.078313253
0.000739622,1.343915344
0.000449627,1.247126437
0.000719598,1.22826087
0.000694554,1.074712644
0.000446556,1.260115607
0.00075731,1.150837989
0.000109224,1.24137931
-8.72E-05,1.355191257
-0.000258405,1.317708333
0.000229108,1.589595376
-0.000874256,1.348258706
-0.001673025,1.306532663
-0.000859681,1.341836735
-0.000219698,0.935135135
-0.000427301,1.089385475
-0.000824316,1.408805031
-0.000812649,1.136904762
-0.001188031,1.142045455
-0.000105602,1.17877095
0.000763706,1.349726776
-0.000427769,1.338709677
-0.001173424,1.229885057
-0.000661905,1.223958333
-0.000675751,1.219251337
0.000622618,1.245810056
0.001108277,1.167664671
0.000612221,1.176136364
-0.000130076,1.233333333
-0.000518172,1.4
-0.00031382,1.265536723
-0.000104396,1.083769634
-0.001031765,1.287292818
-0.001197795,1.251396648
-0.001106594,1.320224719
0.000649812,1.52972973
0.000946157,1.364640884
0.000582676,1.479381443
-0.000341948,1.297029703
0.000191985,1.006024096
-0.000399478,1.09947644
-0.000105019,1.193181818
-0.00021609,1.265957447
-2.27E-05,1.273743017
-0.000269895,1.197674419
-0.000281521,1.238095238
-0.000497028,1.153439153
-0.001021564,1.138728324
-0.0020039,1.111731844
-0.001067378,1.297752809
-0.00107434,1.186170213
-0.00077091,1.206703911
-0.000836917,1.295698925
-0.0005241,1.288888889
0.000157956,1.151685393
0.000547377,1.14516129
0.00066125,1.534090909
0.000275415,1.22459893
-0.000175132,1.235632184
-0.001403145,1.439153439
-0.001414688,1.428571429
-0.001670077,1.436842105
-0.001763268,1.272727273
-0.000686776,0.714876033
-0.000690443,0
0.000341033,0
0,0.689113356
0.000342789,0.666666667
-0.000202738,1.051546392
0.000432382,1.328767123
0.000619062,1.333333333
0.000816062,1.32967033
0.000179069,1.312849162
-0.000331365,1.166666667
-0.00044624,1.235955056
-0.00094928,1.25136612
-0.000318065,1.391812865
-0.000368459,1.284916201
5.60E-05,1.258064516
-0.000566163,1.108571429
-0.000909747,1.101123596
-0.000259367,1.196531792
-0.000658161,1.298245614
-0.000955501,1.262295082
-0.000837416,1.46961326
-0.0009137,1.528089888
-0.000835984,1.254237288
-0.00104481,1.5
-0.001268972,1.38
-0.001625105,1.209424084
-0.000457975,1.17679558
-3.07E-05,1.168539326
1.64E-05,1.238372093
0.000340124,1.393939394
-0.000177736,1.131428571
0.000790195,1.193370166
0.000277248,1.280898876
-0.000299792,1.269662921
-0.001408738,1.240437158
-0.000576749,1.260869565
-0.000711879,1.353658537
-0.000773292,1.314917127
0.000229286,1.393617021
-0.000282863,1.179487179
-0.000328659,1.423728814
0.000411401,1.070588235
0.00070591,1.121387283
-6.02E-06,1.259459459
-0.000136261,1.272189349
-0.000994185,1.394285714
-0.000853417,1.252688172
-0.000851375,1.451086957
0.000138503,1.502512563
0.000533649,1.489690722
9.30E-05,1.336683417
-0.000389451,1.271676301
-0.001038408,1.212765957
-0.001317343,1.251396648
-0.000756058,1.311764706
-0.0002255,1.284916201
-0.000220922,1.260416667
0.000351374,1.290697674
-0.000107408,1.197802198
-0.000490044,1.203296703
-0.000707754,1.409638554
-0.000716643,1.121546961
-0.000891302,1.341176471
-0.00127778,1.061452514
-0.000341284,1.35359116
0.000762463,1.201117318
0.000478216,1.298342541
-0.000892599,1.410404624
-0.000929576,1.152173913
-0.00072429,1.321212121
-0.000109186,1.226519337
-0.000490171,1.381909548
0.000237189,1.654255319
7.22E-05,1.263736264
-0.001461201,1.315508021
-0.000759588,1.294117647
-0.001578538,1.269662921
-0.00190808,1.236263736
-0.001205021,1.281609195
-0.00066978,1.357142857
-0.00109449,1.342696629
-0.001171952,1.29
0.000237945,1.353932584
-0.001098903,1.10989011
-0.000253248,1.319767442
-0.000880103,1.277777778
9.06E-05,1.309392265
-0.000300345,1.210526316
0.000141309,1.267015707
-0.000699165,1.344827586
-0.000678632,1.355670103
-0.00056643,1.244680851
-0.000195718,1.340782123
0.000587786,1.247252747
0.000799241,1.109195402
0.000565861,1.313829787
0.000904866,1.273809524
0.000285533,1.447058824
-0.000628268,1.427027027
-0.000980639,1.346733668
-0.000522703,1.177884615
-0.000419301,1.140625
-0.000596094,1.032467532
0.000321726,1.073529412
-0.000159916,0.96
-0.000326182,0.865079365
4.46E-05,1.069565217
0.000391808,1.06122449
-0.000329675,0.782608696
-0.000127734,0.74025974
-3.28E-05,0.770833333
-0.000191221,0.803921569
-0.000419544,1.6
-0.000299102,0.730769231
-0.000946186,1.178571429
-0.001009744,0.913043478
-0.000632525,1.285714286
-0.000743422,1
-0.000786717,0.884615385
-0.000164493,0.842105263
0.000139698,1.5
-0.000454938,1.428571429
-0.000973548,1.230769231
-0.001341944,1.107142857
-0.000841669,1.291666667
-0.000417434,1.304347826
-0.000371272,1.1875
-0.000204303,0.888888889
-0.00084354,0.944444444
-0.000354856,1.833333333
-2.16E-05,1.125
-0.000709194,1
-0.000174037,1.210526316
0.0001055,0.941176471
8.28E-05,0.823529412
0.000493249,1.533333333
0.000262434,0.882352941
0.000301052,0.928571429
3.39E-05,1.157894737
0.000132106,1.230769231
-0.000634173,0.666666667
-0.001079213,1.6875
-0.000889672,1.473684211
-0.000216188,1.666666667
-0.000124522,1.052631579
-0.000485652,1.529411765
-0.000115622,1.35
-0.00053339,1.217391304
-0.000511726,1.681818182
-0.000447142,1.523809524
-0.000109905,1.48
-0.000550354,2
-0.000502461,2.380952381
-0.000217126,2.114285714
-0.000960324,1.659574468
-0.002286989,1.529411765
-0.00278806,1.77027027
-0.002258202,1.469135802
-0.001154715,1.432
-0.000347181,1.622222222
0.000443561,1.348993289
1.76E-05,1.512658228
0.000660982,1.382513661
-0.000702469,1.224043716
-0.000814698,1.054054054
-0.000630979,1.25
-0.000444569,1.202247191
-0.000509732,1.156976744
0.000624155,1.254054054
0.000546725,1.245508982
0.000252119,1.31147541
0.000636425,1.510869565
8.15E-05,1.438888889
-0.000691807,1.397905759
-0.001427295,1.378787879
-0.00138825,1.358585859
-0.00065362,1.127071823
-0.000456638,1.111702128
0.000554944,1.211764706
0.000592103,1.262195122
-0.000131391,1.204301075
0.000155248,1.248618785
-0.000243601,1.321428571
-0.000123143,1.212643678
0.000344825,1.351648352
0.000125334,1.378947368
0.000347678,1.197802198
-0.001398636,1.26519337
-0.001453775,1.205405405
-0.00156239,1.241935484
-0.001514301,1.304597701
-0.001177376,1.129213483
-0.000297626,1.275862069
-0.001228535,1.241935484
-0.001344931,1.361581921
-0.001890425,1.15819209
7.50E-05,1.413612565
0.000619601,1.392473118
-0.000720342,1.497175141
6.90E-05,1.268817204
0.000777634,1.106598985
-0.000336826,1.15060241
-0.001247,1.211640212
-0.001778201,1.166666667
-0.001449511,1.26519337
-0.000861944,1.244444444
-0.001356225,1.161111111
-0.001092485,1.184971098
-0.001514103,1.342696629
-0.001486098,1.290502793
-0.001042516,1.23699422
-0.000896196,1.194444444
-0.00108566,1.391304348
-0.000580895,1.327777778
-8.72E-05,1.243243243
-0.00023032,1.241935484
0.00031521,1.176470588
-0.000217367,1.34502924
-0.00057129,1.240223464
0.000421097,1.245714286
0.000183666,1.258823529
-0.000403521,1.208791209
-0.000344926,1.365591398
0.001199524,1.370558376
0.002257922,1.345549738
0.002128471,1.319587629
0.001154867,1.225
-7.80E-05,1
-0.000500145,1.289940828
-0.000744916,1.241176471
-0.000586613,1.26344086
0.00086962,1.154761905
0.001632024,1.177419355
0.00021433,1.269662921
-0.0012114,1.179190751
-0.001262732,1.359550562
-0.001875263,1.380116959
-0.001855733,1.221621622
-0.000689049,1.206521739
-0.000430002,1.423280423
0.000340933,1.219251337
-0.000313994,1.318918919
-0.000518404,1.361581921
-0.000445724,1.242424242
-0.001099418,1.293478261
-0.000165305,1.321052632
-0.000120403,1.497142857
-0.00073628,1.460674157
-0.000571102,1.336734694
-0.000403709,1.371727749
-0.000302694,1.418367347
-0.001358709,1.214689266
-0.00096024,1.262032086
-0.000166636,1.222891566
-6.73E-05,1.188172043
0.000929212,1.287292818
-0.000659711,1.279569892
-0.000514365,1.188172043
-0.000250724,1.178571429
0.00048707,1.420454545
0.000799705,1.112903226
0.000356677,1.174418605
-0.00079739,1.297142857
-0.001175851,1.247126437
-0.000586506,1.183783784
0.000540587,1.346820809
-0.000387408,1.274285714
-0.001520276,1.308108108
-0.000127683,1.347593583
0.000436973,1.267379679
0.000162827,1.213017751
-0.001207338,1.241758242
-0.000964003,1.533333333
-0.000451986,1.636363636
2.84E-05,1.413793103
0.000246729,1.295
-0.000420352,1.129213483
-0.001085514,1.244565217
-0.000788927,1.229411765
-0.001198557,1.193370166
-0.00096878,1.150837989
-0.001555696,1.213903743
-0.001012542,1.220338983
-0.001021355,1.105263158
-8.12E-05,1.275675676
-0.000984496,1.282352941
3.35E-05,1.241758242
-0.000202181,1.195530726
0.00025974,1.220338983
-0.000635283,1.248618785
-0.001430961,1.321052632
-0.001501002,1.256684492
-0.001106603,1.453038674
-0.001295003,1.329545455
-0.000292418,1.254143646
-4.47E-05,1.317919075
-0.000211958,1.133333333
0.000626751,1.410526316
0.00064084,1.395833333
0.002386375,1.52020202
0.000985801,1.161458333
0.001533578,1.231182796
0.000689768,1.090361446
-0.000165011,1.170068027
-0.000542474,1.201117318
-0.000291116,1.306878307
-0.000788603,1.165745856
-0.000425687,1.2
-0.000831283,1.240437158
0.000700504,1.234636872
-0.000287098,1.308108108
0.000210561,1.179190751
-0.00091072,1.121387283
-0.000462002,1.215909091
0.0004486,1.235294118
0.000268578,1.318181818
0.001113127,1.322916667
0.000848223,1.269230769
0.00070029,1.239361702
-0.000859204,1.180327869
-0.001040943,1.281437126
-0.000826221,1.327868852
-0.001014567,1.403409091
-0.001834456,1.6
-0.000356956,1.420289855
-0.000856673,1.34
-0.001323021,1.121693122
-0.001100495,1.094736842
-0.001072648,1.296296296
-0.000853412,1.072727273
-0.000493114,1.057142857
-0.000975293,1.286516854
-0.001198657,1.153005464
-0.000205528,1.331460674
-0.000946241,1.256830601
-0.001195466,1.059139785
-0.000591628,1.355932203
-0.000383398,1.117318436
-3.81E-05,1.252808989
0.000566479,1.103448276
0.000133228,1.209944751
-0.000243341,1.298342541
-0.000353037,1.183908046
-0.001296859,1.2
-0.000927396,1.361111111
-0.000637962,1.404371585
-7.15E-05,1.445026178
-0.000454252,1.584615385
-0.000245477,1.510309278
0.000385389,1.261682243
0.00111428,0.696202532
-9.33E-05,0
1.23E-06,0
0,0.773584906
0.000412725,1.041666667
0.000720721,1.330275229
0.00022456,1.287769784
0.000137339,1.265432099
-0.000307578,1.059139785
0.000557136,1.343195266
0.000515081,1.336956522
0.00016178,1.217142857
3.05E-05,1.210810811
0.000597717,1.260115607
0.000198456,1.33908046
-4.57E-05,1.382022472
0.000698351,1.319371728
0.001235396,1.151685393
0.000688209,1.032608696
0.00039273,1.403409091
-0.000178487,1.302197802
-0.000178817,1.269662921
0.000609131,1.350282486
0.000680842,1.49726776
0.000175185,1.375661376
0.000108356,1.459183673
-0.000326444,1.413265306
-0.000717241,1.189944134
-0.000812475,1.231958763
-0.000992302,1.219512195
-0.000704528,1.306748466
-0.00103028,1.151685393
-0.001160028,1.337142857
-0.000832558,1.256830601
-0.000459253,1.238636364
0.000220492,1.204545455
0.000274208,1.081395349
-0.00045083,1.25698324
-0.000588935,1.229050279
-7.14E-05,1.188235294
0.000251422,1.193181818
-7.16E-06,1.154285714
-0.0004851,1.304347826
-0.00042461,1.247368421
0.000539087,1.443181818
0.001368778,1.218579235
0.00047644,1.327868852
-0.000103201,1.288043478
-0.000714626,1.497175141
0.000339607,1.381188119
0.000497541,1.396907216
0.000687916,1.117318436
8.95E-05,1.140350877
0.000631696,1.096590909
0.001009326,1.314102564
0.000483228,1.298342541
0.001030827,1.314285714
0.000751458,1.346590909
0.000439317,1.265625
0.000876391,1.177777778
0.000394761,1.33908046
0.000661003,1.408839779
-9.32E-05,1.314136126
0.000365922,1.165775401
-5.34E-05,1.036363636
-0.00082257,1.25698324
-0.000402255,1.094674556
-0.000366526,1.329608939
-0.000401195,1.208791209
-0.000333434,1.340659341
-0.000363007,1.354166667
-0.000282207,1.177514793
-0.000118918,1.304812834
-5.62E-05,1.220238095
0.000395969,1.353932584
-0.000454378,1.497461929
-0.000348368,1.415458937
-0.00065426,1.193181818
-7.21E-06,1.27027027
0.000157694,1.339181287
-0.000513927,1.230337079
3.28E-05,1.169398907
-0.000190865,1.136904762
-0.000310825,1.147540984
-0.000226903,1.26875
-0.000329256,1.193181818
0.000421917,1.35359116
-0.000449144,1.151685393
-0.00061373,1.275132275
-0.000560149,1.229946524
-0.001086394,1.162011173
-0.000398953,1.084337349
-0.000588818,1.289617486
-0.000328786,1.134969325
8.01E-05,1.248587571
0.000621032,1.307228916
0.000248375,1.29015544
-0.000419861,1.355191257
-0.000753999,1.436781609
-0.001102717,1.475675676
-0.000682535,1.285
-6.26E-05,1.183673469
-0.001166259,1.135678392
-0.001031175,0.982352941
-0.001102009,0.872881356
-0.000534638,1.073529412
-0.000456356,0.858333333
0.000407595,0.773195876
0.001049719,1
0.00088349,0.885057471
0.000482388,0.647058824
3.00E-06,0.82
0.000114861,0.972972973
0.000603063,1.107142857
0.000132502,1.173913043
0.000299552,0.733333333
0.000261467,1.52
-0.000284761,1.269230769
-0.000415432,0.814814815
-0.000963171,1.227272727
-0.0011543,0.782608696
-5.50E-05,1.611111111
-0.000596482,1
-0.000495143,1.041666667
-0.000341254,1.789473684
-0.000466258,1.315789474
-0.000158297,0.736842105
-0.000395449,1.041666667
0.000145309,1.1
0.000625521,1.315789474
0.000848495,1.117647059
0.000506819,1.619047619
-0.000342611,1.117647059
-0.00069538,1.4
-0.0005018,1.272727273
-0.000250347,1.4
-0.000550856,1.470588235
-0.001066426,1.2
-0.001377192,2.222222222
-0.001764708,1.347826087
-0.000562864,1.36
-0.000609524,1.666666667
-0.000761034,1.8
-0.001118982,0.857142857
-0.00017758,1.333333333
-0.000265646,1.333333333
0.000144901,0.909090909
0.000232419,1.333333333
-3.18E-05,1.238095238
-0.000228046,1.368421053
-0.000695282,1.545454545
-0.000916745,1.333333333
0.00031678,1.823529412
0.001010223,1.333333333
0.000554839,1.625
0.001110753,1.37254902
0.000612785,1.75
-0.000690311,1.593220339
-0.000860676,1.518518519
-0.000150369,1.634615385
-0.000134581,1.46875
-0.001187241,1.687022901
-0.001223381,1.49068323
-0.000287412,1.346153846
-0.000489645,1.308900524
-9.03E-05,1.404371585
8.74E-05,1.347826087
0.00097042,1.305555556
-9.31E-05,1.320652174
0.000550449,1.215469613
2.52E-05,1.357512953
-0.000661537,1.177419355
-0.001504148,1.380952381
-0.001487644,1.328042328
-0.001211686,1.588541667
-0.001873071,1.548717949
-0.00092442,1.408866995
-0.000538851,1.214285714
-0.00068466,1.116022099
-0.000776377,1.225433526
-0.000220337,1.280701754
-0.000114856,1.15
-7.00E-05,1.211956522
-0.001123993,1.302325581
-0.001348247,1.252747253
0.00020155,1.329545455
0.000385082,1.098265896
0.0007951,1.178947368
0.000232249,1.373493976
-0.000603867,1.32967033
-0.000366246,1.211340206
4.29E-05,1.305263158
0.000879226,1.098265896
0.00123902,1.226519337
0.001480046,1.170454545
0.001260065,1.303370787
-3.21E-05,1.368983957
9.15E-05,1.251461988
-0.000440265,1.25
-0.000717669,1.308510638
0.000290137,1.512820513
0.000341589,1.228855721
-0.000494842,1.191860465
0.000634412,1.218390805
0.000837143,1.280701754
0.000289473,1.196891192
0.000172622,1.276836158
0.000883806,1.259459459
0.000885947,1.388571429
0.001237744,1.308108108
0.000400497,1.215053763
-0.00056153,1.204545455
-0.00118622,1.122994652
-0.000764376,1.327683616
-0.001173793,1.286458333
-0.000437257,1.245614035
-0.000528652,1.131147541
-0.000508014,1.168539326
-0.001081999,1.204678363
-0.000885602,1.308108108
-0.0001619,1.365168539
0.000605051,1.517045455
0.000793701,1.342541436
0.000328709,1.319587629
0.000431522,1.631578947
-0.000304216,1.368686869
-0.000567502,1.26
-0.001495764,1.051428571
-0.001610779,1.088757396
-0.000891057,1.127272727
0.000427527,1.232142857
0.000471966,1.177142857
-0.00071799,1.164835165
-0.000197187,1.156424581
0.000154736,1.259887006
0.000897942,1.291891892
0.00028078,1.391534392
0.000288101,1.12
2.83E-05,1.355932203
0.000849605,1.327777778
0.000513064,1.293478261
8.32E-05,1.440217391
3.41E-05,1.29281768
5.95E-05,1.205555556
-0.000262867,1.286516854
0.000325862,1.297752809
0.000263289,1.216666667
0.000228492,1.270833333
0.000261667,1.273743017
6.96E-05,1.386740331
-0.00078496,1.583333333
-0.000592588,1.287878788
-0.001318926,1.028089888
-0.001158402,1.37037037
0.000356768,1.225988701
0.00041491,1.076923077
0.000498454,1.18128655
0.000362067,1.220994475
0.001458863,1.145348837
0.001289454,1.201183432
0.002311814,1.181318681
0.000912839,1.291891892
0.00056206,1.245810056
0.000367954,1.178378378
0.000204511,1.122093023
0.00041658,1.2
0.000273279,1.433862434
0.000950874,1.152542373
0.000423608,1.308988764
-0.000915381,1.123595506
-0.000920712,1.325842697
-0.00137543,1.354285714
-0.001414499,1.315217391
-0.001424344,1.368715084
-0.001001724,1.181818182
-0.000638492,1.541062802
0.000418129,1.340101523
0.001074748,1.217391304
0.000483262,1.236263736
3.34E-05,1.305084746
-0.000141207,1.365269461
-0.000873645,1.145251397
-0.00100597,1.35106383
-0.000640963,1.355191257
-0.000511096,1.244565217
-0.000162568,1.296511628
0.000318579,1.230769231
0.000536491,1.214285714
0.000387472,1.358381503
0.000657297,1.211764706
2.25E-05,1.214285714
0.00079198,1.230769231
0.001758269,1.151685393
0.001652374,1.28342246
0.000329798,1.303191489
-0.001122228,1.24260355
-0.00138365,1.360824742
-0.000962168,1.119318182
-0.000793198,1.474285714
-0.000437448,1.523809524
-0.000388309,1.459016393
-0.001227531,1.278846154
-0.000701888,1.234375
-6.75E-05,1.275675676
0.00040737,1.251461988
0.000279737,1.244680851
-0.000140637,1.033519553
-0.000478757,1.372972973
-0.000412874,1.083333333
-0.000957027,1.28021978
-0.00073008,1.152046784
-0.001237469,1.136363636
-0.000374268,1.265536723
-0.000634324,1.222222222
-0.000123042,1.272727273
0.000419548,1.295454545
-0.000419017,1.270718232
-0.000423627,1.202312139
0.000409452,1.316939891
0.000385981,1.401098901
0.001147256,1.287958115
0.000899465,1.133333333
0.000935421,1.120879121
0.000568359,1.288770053
-0.000823367,1.697297297
-1.81E-05,1.541463415
-0.000355538,1.375609756
-0.000581287,1.304347826
-0.000620247,1.417112299
-0.000730037,1.050561798
-2.99E-05,1.267045455
0.000567264,1.507936508
0.00168009,1.255434783
0.000842254,1.156424581
0.000220662,1.267045455
0.000265329,1.331521739
0.001280627,1.22459893
0.000574625,1.375
-5.19E-05,1.379310345
-0.000218075,1.427027027
-0.000273405,1.298342541
0.000153102,1.229508197
0.000666779,1.135869565
0.000686278,1.222222222
0.001915974,1.308988764
0.001905926,1.270718232
0.000880961,1.462365591
-3.64E-05,1.468421053
-0.000294147,1.452513966
-0.000356991,1.520618557
0.000813181,1.269406393
0.000425725,0.669456067
0.000714093,0
0.000480554,0
0,0.678531702
0.000259227,0.928571429
-0.00021937,0.98
-0.000605712,1.217741935
-0.000253143,1.248447205
2.29E-06,1.423076923
-0.000485134,1.186813187
-0.000569827,1.239130435
-0.0005165,1.315151515
-0.000404679,1.311111111
-0.000701773,1.372340426
-0.000228354,1.231638418
-0.000149167,1.197740113
0.000260698,1.106145251
-0.000283133,1.41011236
-0.001103111,1.116022099
-0.00119156,1.281609195
-0.000903924,1.221621622
-0.000906696,1.331395349
0.000146953,1.461538462
0.000472807,1.272222222
0.000225621,1.458762887
-0.000445609,1.425
-0.001126073,1.245
-0.001319255,1.153409091
-0.001090102,1.175141243
-0.000917453,1.180645161
-0.000302292,1.255555556
-6.71E-05,1.411764706
-0.000170689,1.290502793
-0.00094966,1.212643678
-0.001149725,1.306818182
-0.000774191,1.20855615
-0.000113855,1.373684211
0.000128913,1.241573034
-0.000516162,1.178010471
-6.24E-05,1.272189349
-0.000790687,1.077348066
-0.000664965,1.25136612
4.53E-05,1.38150289
-0.000525681,1.342105263
-0.000950751,1.388888889
-0.000288545,1.342245989
-0.000153331,1.295454545
0.000415294,1.337078652
0.000925061,1.338624339
0.000419797,1.419889503
0.000627553,1.391959799
0.000776628,1.375634518
-0.000417659,1.151351351
-0.000644121,1.129533679
-0.000637866,1.297619048
-0.001204767,1.353932584
-0.000294557,1.316384181
