year,popsize,propmig,He,Ho,meanRRS,k,allele,nSNP,nMicro,sex,maxage,broodsize,sexratio,maturity,years,r0,ratemort
1,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
2,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
3,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
4,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
5,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
6,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
7,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
8,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
9,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
10,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
11,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
12,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
13,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
14,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
15,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
16,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
17,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
18,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
19,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
20,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
21,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
22,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
23,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
24,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
25,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
26,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
27,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
28,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
29,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
30,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
31,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
32,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
33,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
34,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
35,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
36,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
37,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
38,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
39,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
40,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
41,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
42,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
43,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
44,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
45,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
46,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
47,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
48,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
49,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
50,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
51,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
52,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
53,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
54,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
55,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
56,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
57,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
58,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
59,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
60,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
61,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
62,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
63,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
64,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
65,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
66,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
67,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
68,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
69,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
70,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
71,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
72,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
73,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
74,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
75,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
76,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
77,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
78,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
79,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
80,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
81,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
82,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
83,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
84,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
85,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
86,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
87,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
88,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
89,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
90,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
91,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
92,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
93,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
94,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
95,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
96,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
97,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
98,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
99,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
100,73,0.808219178082192,0.487202101707637,0.493150684931507,NA,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556
