year,popsize,propmig,He,Ho,meanRRS,nadults,k,allele,nSNP,nMicro,sex,maxage,broodsize,sexratio,maturity,years,r0,ratemort,plotit,V21
61,63,0.142857142857143,0.488145628621819,0.515873015873016,NA,57,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
62,59,0.11864406779661,0.480939385234128,0.510169491525424,NA,54,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
63,58,0.120689655172414,0.477422711058264,0.501724137931034,NA,53,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
64,62,0.145161290322581,0.470291363163372,0.5,NA,53,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
65,66,0.181818181818182,0.469134527089073,0.474242424242424,NA,59,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
66,69,0.188405797101449,0.471749632430162,0.460869565217391,NA,61,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
67,70,0.2,0.472102040816327,0.44,NA,63,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
68,71,0.225352112676056,0.468597500495933,0.430985915492958,NA,66,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
69,67,0.223880597014925,0.462653152149699,0.416417910447761,NA,64,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
70,68,0.25,0.455449826989619,0.408823529411765,NA,62,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
71,68,0.235294117647059,0.454368512110727,0.391176470588235,NA,61,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
72,69,0.231884057971014,0.442680109220752,0.394202898550725,NA,63,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
73,67,0.238805970149254,0.437324571173981,0.371641791044776,NA,61,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
74,66,0.227272727272727,0.430348943985308,0.366666666666667,NA,60,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
75,63,0.222222222222222,0.432854623330814,0.374603174603175,NA,56,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
76,60,0.2,0.426138888888889,0.386666666666667,NA,55,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
77,62,0.209677419354839,0.423608220603538,0.37258064516129,NA,56,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
78,66,0.196969696969697,0.423415977961433,0.36969696969697,NA,58,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
79,67,0.194029850746269,0.411995990198262,0.356716417910448,NA,59,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
80,68,0.205882352941176,0.427022058823529,0.369117647058824,NA,61,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
81,74,0.256756756756757,0.427492695398101,0.347297297297297,NA,65,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
82,75,0.253333333333333,0.431644444444444,0.370666666666667,NA,68,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
83,77,0.246753246753247,0.417903525046382,0.354545454545455,NA,69,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
84,78,0.256410256410256,0.417504930966469,0.343589743589744,NA,72,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
85,76,0.223684210526316,0.425199099722992,0.356578947368421,NA,70,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
86,73,0.191780821917808,0.417048226684181,0.373972602739726,NA,67,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
87,75,0.2,0.423964444444444,0.392,NA,67,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
88,78,0.217948717948718,0.427539447731755,0.391025641025641,NA,71,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
89,73,0.178082191780822,0.424244698817789,0.402739726027397,NA,68,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
90,71,0.183098591549296,0.430559412814918,0.412676056338028,NA,66,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
91,73,0.191780821917808,0.423606680427848,0.402739726027397,NA,65,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
92,72,0.180555555555556,0.428838734567901,0.425,NA,64,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
93,76,0.223684210526316,0.432098337950139,0.413157894736842,NA,70,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
94,75,0.2,0.420533333333333,0.389333333333333,NA,68,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
95,75,0.186666666666667,0.431066666666667,0.409333333333333,NA,68,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
96,75,0.2,0.430933333333333,0.384,NA,68,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
97,77,0.220779220779221,0.421639399561478,0.371428571428571,NA,70,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
98,79,0.215189873417722,0.421086364364685,0.364556962025316,NA,72,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
99,80,0.225,0.4168203125,0.37125,NA,73,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
100,80,0.225,0.4256796875,0.37625,NA,72,1000,0,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,3
1,953,0.00524658971668416,0.43888642371965,0.440503672612802,NA,606,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
2,913,0.00985761226725082,0.439798444999754,0.437568455640745,NA,904,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
3,877,0.0102622576966933,0.440941116509714,0.43557582668187,NA,865,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
4,844,0.00829383886255924,0.442975014599852,0.435900473933649,NA,829,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
5,818,0.0134474327628362,0.445265451545603,0.436430317848411,NA,802,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
6,794,0.0151133501259446,0.446544296328255,0.438790931989924,NA,776,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
7,764,0.0157068062827225,0.448483285820016,0.438219895287958,NA,742,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
8,645,0.0201550387596899,0.454352863409651,0.43984496124031,NA,622,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
9,408,0.0343137254901961,0.460376117358708,0.437009803921569,NA,383,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
10,162,0.111111111111111,0.454389574759945,0.42962962962963,NA,149,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
11,168,0.101190476190476,0.452827380952381,0.438095238095238,NA,154,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
12,169,0.0946745562130177,0.443457862119674,0.427218934911243,NA,155,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
13,166,0.0843373493975904,0.431125707649877,0.442168674698795,NA,153,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
14,160,0.075,0.423095703125,0.451875,NA,149,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
15,153,0.0718954248366013,0.403947199794951,0.435294117647059,NA,141,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
16,145,0.0896551724137931,0.403065398335315,0.437931034482759,NA,133,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
17,132,0.0833333333333333,0.391310835629017,0.422727272727273,NA,121,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
18,119,0.100840336134454,0.386325118282607,0.397478991596639,NA,109,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
19,120,0.116666666666667,0.397506944444444,0.383333333333333,NA,106,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
20,116,0.137931034482759,0.392033293697979,0.363793103448276,NA,108,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
21,114,0.157894736842105,0.392786241920591,0.358771929824561,NA,105,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
22,110,0.172727272727273,0.381086776859504,0.328181818181818,NA,102,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
23,104,0.163461538461538,0.366715976331361,0.309615384615385,NA,97,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
24,101,0.168316831683168,0.346765023036957,0.294059405940594,NA,92,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
25,94,0.148936170212766,0.348641919420552,0.302127659574468,NA,87,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
26,94,0.180851063829787,0.340142598460842,0.274468085106383,NA,86,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
27,88,0.170454545454545,0.340993026859504,0.276136363636364,NA,82,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
28,86,0.174418604651163,0.299242833964305,0.241860465116279,NA,77,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
29,85,0.188235294117647,0.305321799307958,0.245882352941176,NA,79,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
30,85,0.2,0.317882352941176,0.249411764705882,NA,77,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
31,82,0.170731707317073,0.323126115407496,0.270731707317073,NA,74,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
32,80,0.15,0.3209609375,0.27875,NA,73,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
33,78,0.166666666666667,0.338938198553583,0.284615384615385,NA,72,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
34,76,0.171052631578947,0.329103185595568,0.271052631578947,NA,71,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
35,73,0.150684931506849,0.312732219928692,0.280821917808219,NA,66,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
36,72,0.125,0.296045524691358,0.263888888888889,NA,64,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
37,71,0.154929577464789,0.338147193017258,0.304225352112676,NA,65,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
38,71,0.154929577464789,0.344862130529657,0.308450704225352,NA,65,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
39,71,0.169014084507042,0.351626661376711,0.322535211267606,NA,64,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
40,69,0.159420289855072,0.35658475110271,0.315942028985507,NA,62,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
41,69,0.173913043478261,0.370226843100189,0.317391304347826,NA,63,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
42,66,0.136363636363636,0.369157483930211,0.337878787878788,NA,59,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
43,72,0.194444444444444,0.387943672839506,0.347222222222222,NA,66,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
44,74,0.22972972972973,0.418471512052593,0.358108108108108,NA,68,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
45,73,0.219178082191781,0.429405141677613,0.391780821917808,NA,66,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
46,71,0.211267605633803,0.433931759571514,0.392957746478873,NA,65,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
47,70,0.214285714285714,0.440561224489796,0.398571428571429,NA,65,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
48,68,0.235294117647059,0.458207179930796,0.413235294117647,NA,64,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
49,71,0.267605633802817,0.463876215036699,0.433802816901408,NA,64,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
50,63,0.174603174603175,0.455681531872008,0.453968253968254,NA,57,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
51,65,0.2,0.460840236686391,0.441538461538462,NA,59,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
52,65,0.2,0.46291124260355,0.449230769230769,NA,59,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
53,69,0.188405797101449,0.465984036967024,0.488405797101449,NA,59,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
54,70,0.2,0.474183673469388,0.494285714285714,NA,63,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
55,67,0.149253731343284,0.472109601247494,0.519402985074627,NA,61,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
56,71,0.154929577464789,0.467278317794088,0.525352112676056,NA,63,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
57,68,0.0882352941176471,0.463148788927336,0.520588235294118,NA,62,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
58,67,0.119402985074627,0.473646691913567,0.504477611940298,NA,63,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
59,69,0.159420289855072,0.478019323671498,0.468115942028986,NA,64,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
60,73,0.178082191780822,0.480277725652092,0.484931506849315,NA,64,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
61,70,0.142857142857143,0.483214285714286,0.501428571428571,NA,64,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
62,66,0.136363636363636,0.482862718089991,0.507575757575758,NA,59,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
63,66,0.151515151515152,0.48254132231405,0.507575757575758,NA,60,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
64,65,0.153846153846154,0.479171597633136,0.495384615384615,NA,60,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
65,67,0.208955223880597,0.475350857652038,0.470149253731343,NA,60,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
66,65,0.2,0.471692307692308,0.48,NA,60,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
67,66,0.166666666666667,0.47379476584022,0.495454545454545,NA,59,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
68,63,0.142857142857143,0.479566641471403,0.507936507936508,NA,59,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
69,64,0.171875,0.48134765625,0.496875,NA,56,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
70,63,0.174603174603175,0.46657848324515,0.461904761904762,NA,58,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
71,65,0.230769230769231,0.470402366863905,0.426153846153846,NA,60,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
72,64,0.234375,0.4677978515625,0.40625,NA,59,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
73,67,0.26865671641791,0.470082423702384,0.414925373134328,NA,62,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
74,66,0.272727272727273,0.467768595041322,0.406060606060606,NA,61,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
75,65,0.261538461538462,0.46007100591716,0.424615384615385,NA,58,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
76,65,0.276923076923077,0.453976331360947,0.423076923076923,NA,59,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
77,64,0.234375,0.43203125,0.3875,NA,58,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
78,63,0.238095238095238,0.415192743764172,0.361904761904762,NA,56,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
79,65,0.246153846153846,0.396958579881657,0.352307692307692,NA,59,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
80,60,0.183333333333333,0.382125,0.338333333333333,NA,55,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
81,61,0.180327868852459,0.382934694974469,0.324590163934426,NA,54,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
82,64,0.25,0.3980712890625,0.3125,NA,61,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
83,59,0.186440677966102,0.379632289571962,0.294915254237288,NA,54,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
84,60,0.183333333333333,0.371,0.25,NA,54,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
85,58,0.172413793103448,0.333442330558858,0.217241379310345,NA,53,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
86,59,0.203389830508475,0.340017236426314,0.203389830508475,NA,54,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
87,55,0.181818181818182,0.310297520661157,0.198181818181818,NA,51,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
88,57,0.228070175438596,0.325253924284395,0.205263157894737,NA,52,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
89,54,0.185185185185185,0.277160493827161,0.192592592592593,NA,49,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
90,56,0.232142857142857,0.297959183673469,0.2,NA,51,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
91,56,0.178571428571429,0.256760204081633,0.167857142857143,NA,50,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
92,60,0.216666666666667,0.264875,0.175,NA,54,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
93,63,0.253968253968254,0.285248173343411,0.176190476190476,NA,57,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
94,63,0.222222222222222,0.261589821113631,0.163492063492063,NA,56,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
95,67,0.238805970149254,0.281421251949209,0.185074626865672,NA,58,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
96,68,0.235294117647059,0.291890138408305,0.2,NA,63,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
97,66,0.212121212121212,0.299253902662994,0.210606060606061,NA,61,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
98,66,0.196969696969697,0.295110192837466,0.212121212121212,NA,60,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
99,68,0.220588235294118,0.314738321799308,0.230882352941176,NA,63,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
100,71,0.253521126760563,0.344386034516961,0.266197183098592,NA,65,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,1
1,951,0.00210304942166141,0.400854101222798,0.155730809674027,NA,636,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
2,912,0.00767543859649123,0.403149045860265,0.157236842105263,NA,902,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
3,878,0.00911161731207289,0.404955933707276,0.160933940774487,NA,867,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
4,845,0.00710059171597633,0.402642764609082,0.158343195266272,NA,830,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
5,818,0.0110024449877751,0.403799295795697,0.163814180929095,NA,802,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
6,793,0.0113493064312736,0.402134932233334,0.165573770491803,NA,774,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
7,752,0.00930851063829787,0.40543532848574,0.168882978723404,NA,733,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
8,625,0.0112,0.410650496,0.17872,NA,598,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
9,375,0.0213333333333333,0.405944533333333,0.1992,NA,352,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
10,152,0.0657894736842105,0.323573840027701,0.291447368421053,NA,141,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
11,156,0.0512820512820513,0.31865959894806,0.284615384615385,NA,144,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
12,164,0.0670731707317073,0.313146936347412,0.274390243902439,NA,150,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
13,162,0.0679012345679012,0.310451912818168,0.280246913580247,NA,150,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
14,158,0.0569620253164557,0.30253765422208,0.281645569620253,NA,144,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
15,151,0.0596026490066225,0.307745274330073,0.291390728476821,NA,139,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
16,145,0.0827586206896552,0.287961950059453,0.278620689655172,NA,135,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
17,123,0.0569105691056911,0.238657545112036,0.241463414634146,NA,113,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
18,112,0.0803571428571429,0.259893176020408,0.246428571428571,NA,103,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
19,113,0.0973451327433628,0.250865377085128,0.223008849557522,NA,103,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
20,108,0.0833333333333333,0.235858196159122,0.223148148148148,NA,98,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
21,108,0.12037037037037,0.251697530864197,0.225925925925926,NA,98,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
22,103,0.116504854368932,0.246460552361203,0.225242718446602,NA,95,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
23,96,0.114583333333333,0.228819444444444,0.195833333333333,NA,88,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
24,93,0.129032258064516,0.231148109608047,0.182795698924731,NA,84,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
25,85,0.0823529411764706,0.210560553633218,0.185882352941176,NA,78,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
26,83,0.0963855421686747,0.227340688053419,0.213253012048193,NA,77,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
27,83,0.120481927710843,0.226288285672812,0.204819277108434,NA,76,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
28,78,0.102564102564103,0.213576594345825,0.192307692307692,NA,70,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
29,75,0.106666666666667,0.219333333333333,0.190666666666667,NA,68,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
30,72,0.125,0.22091049382716,0.177777777777778,NA,66,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
31,75,0.173333333333333,0.261955555555556,0.205333333333333,NA,68,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
32,74,0.189189189189189,0.274716946676406,0.209459459459459,NA,68,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
33,76,0.197368421052632,0.295706371191136,0.215789473684211,NA,67,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
34,74,0.189189189189189,0.295124178232286,0.227027027027027,NA,67,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
35,79,0.215189873417722,0.310342893767025,0.231645569620253,NA,70,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
36,77,0.207792207792208,0.302496205093608,0.241558441558442,NA,71,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
37,76,0.197368421052632,0.313711911357341,0.265789473684211,NA,69,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
38,76,0.171052631578947,0.316101108033241,0.276315789473684,NA,67,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
39,82,0.195121951219512,0.323966389054134,0.281707317073171,NA,73,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
40,84,0.226190476190476,0.331802721088435,0.283333333333333,NA,78,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
41,80,0.175,0.3103828125,0.27125,NA,73,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
42,78,0.179487179487179,0.304618671926364,0.274358974358974,NA,71,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
43,73,0.150684931506849,0.287305310564834,0.258904109589041,NA,69,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
44,74,0.175675675675676,0.295836376917458,0.267567567567568,NA,67,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
45,75,0.173333333333333,0.276977777777778,0.245333333333333,NA,67,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
46,75,0.173333333333333,0.276168888888889,0.252,NA,68,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
47,71,0.140845070422535,0.24872049196588,0.222535211267606,NA,64,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
48,71,0.183098591549296,0.275967070025789,0.232394366197183,NA,65,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
49,72,0.180555555555556,0.28798225308642,0.247222222222222,NA,64,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
50,68,0.161764705882353,0.268317474048443,0.226470588235294,NA,62,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
51,63,0.142857142857143,0.25856638951877,0.220634920634921,NA,59,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
52,68,0.161764705882353,0.280752595155709,0.241176470588235,NA,61,1000,1,10,100,1,9,1,0.5,1,100,0.1,0.0555555555555556,1,2
