year,popsize,propmig,He,Ho,meanRRS,nadults,k,allele,nSNP,nMicro,sex,maxage,broodsize,sexratio,maturity,years,r0,ratemort,plotit,V21
23,98,0.173469387755102,0.480346730528946,0.445918367346939,NA,88,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
24,91,0.142857142857143,0.482254558628185,0.458241758241758,NA,83,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
25,89,0.168539325842697,0.488473677565964,0.462921348314607,NA,82,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
26,89,0.191011235955056,0.483341749779068,0.439325842696629,NA,83,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
27,87,0.195402298850575,0.479237680010569,0.431034482758621,NA,80,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
28,86,0.209302325581395,0.476034342888048,0.412790697674419,NA,77,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
29,80,0.1875,0.474375,0.415,NA,72,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
30,77,0.168831168831169,0.484921571934559,0.436363636363636,NA,70,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
31,79,0.189873417721519,0.483728569139561,0.413924050632911,NA,71,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
32,78,0.217948717948718,0.481278763971072,0.417948717948718,NA,71,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
33,76,0.210526315789474,0.47917243767313,0.428947368421053,NA,70,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
34,74,0.216216216216216,0.482551132213294,0.428378378378378,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
35,71,0.169014084507042,0.480103154136084,0.445070422535211,NA,64,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
36,70,0.185714285714286,0.487438775510204,0.458571428571429,NA,65,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
37,68,0.191176470588235,0.48074178200692,0.463235294117647,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
38,65,0.169230769230769,0.470023668639053,0.466153846153846,NA,58,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
39,69,0.217391304347826,0.481201428271372,0.457971014492754,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
40,68,0.205882352941176,0.485272491349481,0.488235294117647,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
41,66,0.181818181818182,0.486443985307622,0.486363636363636,NA,60,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
42,65,0.2,0.483207100591716,0.456923076923077,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
43,68,0.235294117647059,0.483023356401384,0.447058823529412,NA,63,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
44,66,0.242424242424242,0.482460973370064,0.454545454545455,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
45,64,0.203125,0.47393798828125,0.4390625,NA,58,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
46,65,0.230769230769231,0.481147928994083,0.429230769230769,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
47,67,0.253731343283582,0.47072844731566,0.426865671641791,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
48,69,0.260869565217391,0.466372610796051,0.408695652173913,NA,60,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
49,67,0.26865671641791,0.470973490755179,0.397014925373134,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
50,64,0.21875,0.472314453125,0.40625,NA,57,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
51,66,0.227272727272727,0.474632690541781,0.421212121212121,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
52,65,0.2,0.47291124260355,0.435384615384615,NA,59,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
53,66,0.166666666666667,0.453856749311295,0.409090909090909,NA,58,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
54,63,0.142857142857143,0.448639455782313,0.411111111111111,NA,58,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
55,67,0.164179104477612,0.445422143016262,0.397014925373134,NA,60,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
56,68,0.176470588235294,0.434515570934256,0.385294117647059,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
57,67,0.208955223880597,0.440075740699488,0.397014925373134,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
58,72,0.236111111111111,0.442062114197531,0.409722222222222,NA,65,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
59,73,0.246575342465753,0.449164946519047,0.405479452054795,NA,65,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
60,75,0.226666666666667,0.439306666666667,0.392,NA,66,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
61,76,0.223684210526316,0.440902008310249,0.388157894736842,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
62,74,0.216216216216216,0.45059349890431,0.406756756756757,NA,67,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
63,77,0.207792207792208,0.45258053634677,0.414285714285714,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
64,77,0.194805194805195,0.46178107606679,0.425974025974026,NA,70,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
65,78,0.205128205128205,0.469847140039448,0.437179487179487,NA,72,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
66,80,0.2125,0.471890625,0.44,NA,74,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
67,76,0.197368421052632,0.473736149584488,0.434210526315789,NA,70,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
68,77,0.194805194805195,0.463695395513577,0.406493506493506,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
69,74,0.175675675675676,0.461121256391527,0.432432432432432,NA,67,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
70,75,0.2,0.465653333333333,0.437333333333333,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
71,77,0.220779220779221,0.470492494518469,0.424675324675325,NA,70,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
72,74,0.189189189189189,0.4745434623813,0.410810810810811,NA,66,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
73,71,0.183098591549296,0.470908549890895,0.42112676056338,NA,66,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
74,72,0.194444444444444,0.469405864197531,0.405555555555556,NA,66,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
75,69,0.159420289855072,0.460512497374501,0.385507246376812,NA,63,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
76,67,0.134328358208955,0.464190242815772,0.38955223880597,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
77,66,0.151515151515152,0.473393021120294,0.427272727272727,NA,60,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
78,56,0.0714285714285714,0.461479591836735,0.439285714285714,NA,53,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
79,55,0.109090909090909,0.457768595041322,0.42,NA,52,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
80,57,0.157894736842105,0.454693751923669,0.407017543859649,NA,51,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
81,52,0.173076923076923,0.465735946745562,0.425,NA,47,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
82,52,0.192307692307692,0.452181952662722,0.4,NA,47,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
83,51,0.235294117647059,0.449038831218762,0.386274509803922,NA,47,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
84,50,0.24,0.46784,0.408,NA,45,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
85,54,0.296296296296296,0.463940329218107,0.394444444444444,NA,49,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
86,52,0.269230769230769,0.46875,0.373076923076923,NA,46,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
87,55,0.272727272727273,0.464231404958678,0.352727272727273,NA,50,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
88,60,0.333333333333333,0.458305555555556,0.353333333333333,NA,56,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
89,55,0.290909090909091,0.472677685950413,0.394545454545455,NA,50,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
90,53,0.245283018867925,0.477216091135635,0.411320754716981,NA,49,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
91,51,0.215686274509804,0.475067281814687,0.433333333333333,NA,47,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
92,53,0.207547169811321,0.471110715557138,0.428301886792453,NA,47,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
93,56,0.232142857142857,0.461208545918367,0.405357142857143,NA,50,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
94,58,0.241379310344828,0.455648038049941,0.413793103448276,NA,51,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
95,57,0.245614035087719,0.45129270544783,0.408771929824561,NA,52,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
96,57,0.245614035087719,0.455386272699292,0.426315789473684,NA,52,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
97,59,0.254237288135593,0.464263142775065,0.454237288135593,NA,55,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
98,60,0.266666666666667,0.468541666666667,0.418333333333333,NA,55,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
99,61,0.262295081967213,0.466178446654125,0.421311475409836,NA,55,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
100,65,0.276923076923077,0.467609467455621,0.423076923076923,NA,59,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,1
1,952,0.00315126050420168,0.455580964003248,0.253466386554622,NA,608,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
2,911,0.00439077936333699,0.455789828188466,0.258946212952799,NA,902,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
3,874,0.0068649885583524,0.457150375191785,0.263157894736842,NA,863,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
4,842,0.00712589073634204,0.457274346793349,0.263776722090261,NA,827,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
5,819,0.0134310134310134,0.459840241158922,0.269108669108669,NA,800,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
6,796,0.0163316582914573,0.46082153859751,0.277638190954774,NA,778,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
7,772,0.016839378238342,0.465078760503638,0.279274611398964,NA,751,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
8,643,0.0217729393468118,0.470528045780737,0.289424572317263,NA,620,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
9,399,0.0401002506265664,0.478390839253522,0.325814536340852,NA,376,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
10,157,0.0764331210191083,0.4938821047507,0.439490445859873,NA,144,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
11,164,0.0731707317073171,0.493523200475907,0.436585365853659,NA,151,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
12,168,0.0595238095238095,0.48843537414966,0.430952380952381,NA,154,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
13,169,0.0710059171597633,0.490497531599034,0.443786982248521,NA,155,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
14,166,0.0843373493975904,0.486478443896066,0.427710843373494,NA,152,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
15,160,0.09375,0.483427734375,0.406875,NA,149,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
16,149,0.087248322147651,0.474861492725553,0.432214765100671,NA,138,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
17,138,0.0942028985507246,0.472500525099769,0.420289855072464,NA,126,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
18,126,0.103174603174603,0.476029856386999,0.44047619047619,NA,115,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
19,124,0.120967741935484,0.47030762226847,0.44758064516129,NA,115,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
20,120,0.116666666666667,0.470986111111111,0.456666666666667,NA,110,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
21,114,0.0964912280701754,0.469644506001847,0.466666666666667,NA,103,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
22,108,0.101851851851852,0.466015089163237,0.457407407407407,NA,100,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
23,106,0.132075471698113,0.467777678889284,0.45377358490566,NA,97,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
24,102,0.127450980392157,0.47711937716263,0.45,NA,93,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
25,95,0.126315789473684,0.481152354570637,0.448421052631579,NA,90,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
26,88,0.113636363636364,0.478738378099174,0.457954545454545,NA,80,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
27,85,0.129411764705882,0.476269896193772,0.429411764705882,NA,78,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
28,86,0.162790697674419,0.465569226608978,0.424418604651163,NA,78,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
29,81,0.160493827160494,0.474721841182747,0.411111111111111,NA,75,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
30,81,0.197530864197531,0.483158055174516,0.4,NA,73,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
31,81,0.234567901234568,0.488370675201951,0.409876543209877,NA,76,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
32,76,0.210526315789474,0.494658933518005,0.417105263157895,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
33,76,0.236842105263158,0.488556094182825,0.405263157894737,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
34,75,0.213333333333333,0.485786666666667,0.401333333333333,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
35,76,0.210526315789474,0.482366689750693,0.435526315789474,NA,67,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
36,76,0.223684210526316,0.489317867036011,0.444736842105263,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
37,73,0.191780821917808,0.494042034152749,0.442465753424658,NA,66,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
38,72,0.208333333333333,0.494849537037037,0.436111111111111,NA,67,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
39,72,0.222222222222222,0.495167824074074,0.445833333333333,NA,65,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
40,77,0.246753246753247,0.491398212177433,0.446753246753247,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
41,78,0.256410256410256,0.492192636423406,0.443589743589744,NA,71,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
42,81,0.259259259259259,0.483462886755068,0.439506172839506,NA,72,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
43,79,0.240506329113924,0.478184585803557,0.431645569620253,NA,73,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
44,74,0.22972972972973,0.472836011687363,0.414864864864865,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
45,74,0.22972972972973,0.477602264426589,0.425675675675676,NA,68,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
46,76,0.236842105263158,0.473251385041551,0.436842105263158,NA,68,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
47,75,0.2,0.471866666666667,0.422666666666667,NA,68,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
48,72,0.180555555555556,0.465075231481481,0.420833333333333,NA,66,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
49,72,0.194444444444444,0.467930169753086,0.404166666666667,NA,65,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
50,73,0.232876712328767,0.471504972790392,0.404109589041096,NA,68,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
51,68,0.205882352941176,0.468641868512111,0.4,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
52,67,0.194029850746269,0.46449097794609,0.423880597014925,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
53,72,0.222222222222222,0.469376929012346,0.420833333333333,NA,65,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
54,70,0.171428571428571,0.461908163265306,0.424285714285714,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
55,72,0.222222222222222,0.470090663580247,0.431944444444444,NA,65,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
56,68,0.191176470588235,0.475464965397924,0.457352941176471,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
57,67,0.17910447761194,0.474036533749165,0.470149253731343,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
58,64,0.140625,0.46053466796875,0.4609375,NA,58,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
59,66,0.151515151515152,0.466769972451791,0.471212121212121,NA,59,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
60,66,0.151515151515152,0.460227272727273,0.492424242424242,NA,60,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
61,67,0.17910447761194,0.465047894854088,0.480597014925373,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
62,62,0.145161290322581,0.476170655567118,0.493548387096774,NA,57,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
63,61,0.163934426229508,0.476981994087611,0.483606557377049,NA,55,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
64,65,0.215384615384615,0.469384615384615,0.453846153846154,NA,59,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
65,70,0.242857142857143,0.470765306122449,0.424285714285714,NA,63,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
66,65,0.2,0.453289940828402,0.395384615384615,NA,60,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
67,68,0.235294117647059,0.460726643598616,0.408823529411765,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
68,67,0.223880597014925,0.447092893740254,0.388059701492537,NA,61,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
69,68,0.235294117647059,0.439154411764706,0.357352941176471,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
70,64,0.1875,0.41405029296875,0.3390625,NA,59,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
71,57,0.105263157894737,0.384318251769775,0.307017543859649,NA,53,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
72,57,0.140350877192982,0.382671591258849,0.291228070175439,NA,52,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
73,54,0.111111111111111,0.372822359396433,0.287037037037037,NA,49,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
74,49,0.122448979591837,0.34618908788005,0.289795918367347,NA,47,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
75,52,0.192307692307692,0.380621301775148,0.311538461538462,NA,48,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
76,49,0.204081632653061,0.376155768429821,0.291836734693878,NA,45,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
77,52,0.230769230769231,0.375425295857988,0.290384615384615,NA,45,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
78,51,0.254901960784314,0.394848135332564,0.329411764705882,NA,47,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
79,49,0.244897959183673,0.417471886713869,0.328571428571429,NA,45,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
80,55,0.309090909090909,0.434247933884297,0.330909090909091,NA,48,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
81,55,0.309090909090909,0.431818181818182,0.347272727272727,NA,51,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
82,56,0.303571428571429,0.432254464285714,0.355357142857143,NA,50,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
83,62,0.290322580645161,0.45724505723205,0.391935483870968,NA,54,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
84,63,0.285714285714286,0.454661123708743,0.385714285714286,NA,58,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
85,62,0.274193548387097,0.455957336108221,0.406451612903226,NA,57,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
86,61,0.278688524590164,0.466111260413867,0.419672131147541,NA,55,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
87,57,0.210526315789474,0.451969836872884,0.436842105263158,NA,52,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
88,58,0.224137931034483,0.459586801426873,0.439655172413793,NA,54,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
89,59,0.23728813559322,0.464406779661017,0.430508474576271,NA,53,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
90,59,0.203389830508475,0.456262568227521,0.415254237288136,NA,53,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
91,62,0.241935483870968,0.469133714880333,0.42741935483871,NA,56,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
92,63,0.26984126984127,0.456928697404888,0.407936507936508,NA,57,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
93,66,0.272727272727273,0.458230027548209,0.413636363636364,NA,58,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
94,68,0.264705882352941,0.458553200692042,0.398529411764706,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
95,68,0.264705882352941,0.457634083044983,0.394117647058824,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
96,70,0.257142857142857,0.453010204081633,0.392857142857143,NA,62,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
97,72,0.263888888888889,0.448234953703704,0.379166666666667,NA,67,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
98,73,0.246575342465753,0.439331957215237,0.397260273972603,NA,65,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
99,76,0.263157894736842,0.437465373961219,0.4,NA,69,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
100,79,0.265822784810127,0.430868450568819,0.391139240506329,NA,71,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,2
1,952,0.00525210084033613,0.37752415304357,0.276155462184874,NA,602,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
2,911,0.00658616904500549,0.379517387799562,0.27211855104281,NA,900,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
3,879,0.0113765642775882,0.380988518600488,0.268373151308305,NA,864,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
4,847,0.0153482880755608,0.383021540014134,0.26517119244392,NA,834,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
5,821,0.0170523751522534,0.383512278926653,0.259439707673569,NA,805,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
6,797,0.0163111668757842,0.383612559016009,0.258343789209536,NA,778,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
7,768,0.01953125,0.382868025037977,0.251692708333333,NA,748,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
8,644,0.0170807453416149,0.380634668801358,0.236335403726708,NA,620,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
9,413,0.026634382566586,0.363466397762782,0.203389830508475,NA,389,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
10,155,0.0967741935483871,0.143404786680541,0.0838709677419355,NA,142,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
11,162,0.0987654320987654,0.143693796677336,0.0864197530864197,NA,149,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
12,166,0.0963855421686747,0.144727101175787,0.0903614457831325,NA,153,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
13,166,0.0963855421686747,0.164846131514008,0.114457831325301,NA,154,1000,0,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556,1,3
