year,popsize,propmig,He,Ho,meanRRS,k,allele,nSNP,nMicro,sex,maxage,broodsize,sexratio,maturity,years,r0,ratemort
1,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
2,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
3,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
4,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
5,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
6,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
7,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
8,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
9,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
10,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
11,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
12,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
13,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
14,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
15,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
16,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
17,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
18,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
19,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
20,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
21,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
22,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
23,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
24,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
25,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
26,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
27,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
28,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
29,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
30,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
31,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
32,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
33,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
34,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
35,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
36,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
37,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
38,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
39,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
40,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
41,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
42,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
43,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
44,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
45,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
46,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
47,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
48,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
49,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
50,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
51,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
52,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
53,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
54,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
