year,popsize,propmig,He,Ho,meanRRS,k,allele,nSNP,nMicro,sex,maxage,broodsize,sexratio,maturity,years,r0,ratemort
55,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
56,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
57,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
58,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
59,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
60,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
61,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
62,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
63,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
64,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
65,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
66,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
67,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
68,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
69,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
70,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
71,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
72,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
73,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
74,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
75,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
76,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
77,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
78,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
79,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
80,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
81,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
82,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
83,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
84,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
85,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
86,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
87,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
88,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
89,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
90,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
91,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
92,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
93,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
94,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
95,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
96,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
97,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
98,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
99,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
100,66,0.803030303030303,0.487741046831956,0.490909090909091,NA,1000,0,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
