year,popsize,propmig,He,Ho,meanRRS,k,allele,nSNP,nMicro,sex,maxage,broodsize,sexratio,maturity,years,r0,ratemort
30,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
31,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
32,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
33,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
34,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
35,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
36,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
37,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
38,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
39,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
40,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
41,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
42,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
43,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
44,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
45,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
46,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
47,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
48,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
49,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
50,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
51,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
52,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
53,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
54,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
55,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
56,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
57,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
58,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
59,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
60,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
61,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
62,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
63,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
64,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
65,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
66,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
67,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
68,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
69,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
70,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
71,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
72,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
73,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
74,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
75,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
76,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
77,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
78,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
79,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
80,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
81,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
82,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
83,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
84,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
85,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
86,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
87,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
88,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
89,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
90,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
91,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
92,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
93,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
94,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
95,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
96,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
97,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
98,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
99,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
100,61,0.80327868852459,0.467992475141091,0.413114754098361,NA,1000,0,10,100,1,9,2,0.5,1,100,0.1,0.0555555555555556
