year,popsize,propmig,He,Ho,meanRRS,k,allele,nSNP,nMicro,sex,maxage,broodsize,sexratio,maturity,years,r0,ratemort
1,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
2,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
3,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
4,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
5,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
6,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
7,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
8,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
9,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
10,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
11,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
12,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
13,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
14,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
15,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
16,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
17,58,0.793103448275862,0.412618906064209,0.412068965517241,NA,1000,1,10,100,1,9,0,0.5,1,100,0.1,0.0555555555555556
