year,popsize,propmig,He,Ho,meanRRS,k,allele,nSNP,nMicro,sex,maxage,broodsize,sexratio,maturity,years,r0,ratemort
75,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
76,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
77,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
78,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
79,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
80,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
81,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
82,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
83,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
84,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
85,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
86,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
87,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
88,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
89,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
90,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
91,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
92,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
93,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
94,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
95,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
96,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
97,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
98,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
99,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
100,71,0.816901408450704,0.490071414401904,0.426760563380282,NA,1000,0,10,100,0,9,2,0.5,1,100,0.1,0.0555555555555556
