year,popsize,propmig,He,Ho,meanRRS,k,allele,nSNP,nMicro,sex,maxage,broodsize,sexratio,maturity,years,r0,ratemort
1,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
2,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
3,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
4,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
5,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
6,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
7,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
8,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
9,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
10,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
11,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
12,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
13,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
14,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
15,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
16,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
17,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
18,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
19,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
20,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
21,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
22,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
23,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
24,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
25,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
26,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
27,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
28,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
29,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
30,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
31,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
32,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
33,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
34,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
35,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
36,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
37,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
38,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
39,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
40,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
41,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
42,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
43,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
44,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
45,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
46,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
47,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
48,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
49,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
50,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
51,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
52,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
53,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
54,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
55,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
56,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
57,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
58,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
59,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
60,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
61,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
62,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
63,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
64,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
65,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
66,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
67,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
68,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
69,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
70,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
71,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
72,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
73,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
74,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
75,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
76,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
77,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
78,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
79,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
80,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
81,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
82,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
83,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
84,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
85,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
86,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
87,44,0.772727272727273,0.481172520661157,0.434090909090909,NA,1000,1,10,100,0,9,1,0.5,1,100,0.1,0.0555555555555556
