year,popsize,propmig,He,Ho,meanRRS,k,allele,nSNP,nMicro,sex,maxage,broodsize,sexratio,maturity,years,r0,ratemort
1,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
2,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
3,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
4,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
5,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
6,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
7,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
8,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
9,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
10,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
11,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
12,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
13,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
14,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
15,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
16,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
17,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
18,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
19,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
20,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
21,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
22,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
23,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
24,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
25,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
26,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
27,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
28,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
29,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
30,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
31,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
32,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
33,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
34,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
35,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
36,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
37,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
38,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
39,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
40,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
41,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
42,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
43,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
44,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
45,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
46,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
47,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
48,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
49,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
50,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
51,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
52,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
53,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
54,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
55,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
56,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
57,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
58,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
59,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
60,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
61,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
62,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
63,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
64,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
65,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
66,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
67,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
68,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
69,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
70,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
71,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
72,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
73,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
74,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
75,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
76,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
77,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
78,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
79,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
80,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
81,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
82,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
83,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
84,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
85,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
86,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
87,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
88,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
89,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
90,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
91,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
92,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
93,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
94,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
95,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
96,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
97,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
98,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
99,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
100,43,0.767441860465116,0.389886425094646,0.33953488372093,NA,1000,1,10,100,0,9,0,0.5,1,100,0.1,0.0555555555555556
