year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.469573904,0.252936,0.466661453,127,0.476,0,0.003523432,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,497,0,0.469552482,0.265839034,0.448442126,301,0.472837022,0,-0.001365407,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
2,495,0,0.469551446,0.278525253,0.435042102,464,0.452525253,0,-0.001279358,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
3,497,0,0.469474558,0.292969819,0.4196167,461,0.440643863,0,-0.001171413,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
4,496,0,0.469558614,0.306129032,0.405767996,458,0.439516129,0,-0.001067069,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
5,496,0,0.469325995,0.320217742,0.390687946,454,0.419354839,0,-0.000946276,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
6,496,0,0.469446451,0.332717742,0.377517786,458,0.41733871,0,-0.000796046,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
7,494,0,0.469513223,0.345251012,0.364479448,463,0.435222672,0,-0.000719263,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
8,494,0,0.469347424,0.367222672,0.341124657,443,0.453441296,0,-0.000524827,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
9,473,0,0.469063143,0.414012685,0.295161941,382,0.465116279,0,-4.98E-05,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
10,446,0,0.468005389,0.467955157,0.2452724,334,0.468609865,0,0.000566744,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
11,487,0,0.468071535,0.468829569,0.234243787,421,0.492813142,0,0.000840876,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
12,497,0,0.468196908,0.467959759,0.232909699,456,0.486921529,0,0.000939073,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
13,497,0,0.467847078,0.467762575,0.232833692,465,0.486921529,0,0.001116017,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
14,495,0,0.467788981,0.468036364,0.232962463,458,0.517171717,0,0.001286102,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
15,497,0,0.467740726,0.469018109,0.231412,460,0.52917505,0,0.001403903,1,3c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
