year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.4693067,0.253332,0.462753207,132,0.508,0,0.003179891,1,3,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,498,0.004016064,0.469232593,0.26486747,0.448692141,307,0.532128514,0,-0.001366376,1,3,27,0.003006448,0.460561555,500,500,9,2,1,250,1,0.055555556,0,0
2,497,0.006036217,0.468864928,0.277283702,0.435306846,465,0.533199195,0,-0.001249155,1,3,32,0.003056827,0.45834063,500,500,9,2,1,250,1,0.055555556,0,0
3,497,0.004024145,0.468802303,0.289030181,0.422796235,467,0.52917505,0,-0.001181194,1,3,30,0.003088031,0.45626266,500,500,9,2,1,250,1,0.055555556,0,0
4,495,0.008080808,0.468866042,0.299943434,0.411349935,467,0.535353535,0,-0.001061314,1,3,28,0.003108243,0.454375102,500,500,9,2,1,250,1,0.055555556,0,0
5,497,0.010060362,0.468847722,0.313082495,0.397284406,459,0.515090543,0,-0.000991318,1,3,38,0.003172657,0.452024411,500,500,9,2,1,250,1,0.055555556,0,0
6,498,0.010040161,0.468665219,0.324799197,0.384645467,461,0.530120482,0,-0.000915404,1,3,37,0.00318801,0.449916197,500,500,9,2,1,250,1,0.055555556,0,0
7,498,0.014056225,0.468335075,0.335437751,0.373114378,474,0.534136546,0,-0.000795833,1,3,24,0.003213247,0.448003908,500,500,9,2,1,250,1,0.055555556,0,0
8,495,0.012121212,0.46828855,0.358044444,0.349379691,445,0.523232323,0,-0.000640063,1,3,50,0.003296326,0.444108032,500,500,9,2,1,250,1,0.055555556,0,0
9,461,0.010845987,0.468166111,0.413093275,0.297026558,362,0.522776573,0,-1.23E-05,1,3,99,0.003578829,0.43622122,500,500,9,2,1,250,1,0.055555556,0,0
10,439,0.01594533,0.467695664,0.468109339,0.246030623,325,0.507972665,0,0.00080973,1,3,113,0.003897872,0.428698597,500,500,9,2,1,250,1,0.055555556,0,0
11,484,0.012396694,0.467785517,0.468090909,0.234855439,410,0.510330579,0,0.001109618,1,3,74,0.004082128,0.425494218,500,500,9,2,1,250,1,0.055555556,0,0
12,496,0.012096774,0.46774024,0.467931452,0.232156328,458,0.528225806,0,0.001171695,1,3,38,0.004118346,0.424668396,500,500,9,2,1,250,1,0.055555556,0,0
13,497,0.016096579,0.467608747,0.466812877,0.233005741,468,0.52917505,0,0.001220312,1,3,29,0.004133568,0.424781814,500,500,9,2,1,250,1,0.055555556,0,0
14,496,0.016129032,0.467441683,0.466907258,0.233000842,462,0.544354839,0,0.001299839,1,3,34,0.004139211,0.424818507,500,500,9,2,1,250,1,0.055555556,0,0
15,497,0.010060362,0.467142213,0.467891348,0.231476835,456,0.533199195,0,0.001651678,1,3,41,0.004384047,0.424544154,500,500,9,2,1,250,1,0.055555556,0,0
16,499,0.012024048,0.46726216,0.4670501,0.232006863,472,0.537074148,0,0.00170962,1,3,27,0.004390928,0.424564061,500,500,9,2,1,250,1,0.055555556,0,0
17,497,0.016096579,0.467074783,0.465283702,0.234196733,452,0.53722334,0,0.001836358,1,3,44,0.004400396,0.42499742,500,500,9,2,1,250,1,0.055555556,0,0
18,484,0.020661157,0.466733309,0.463057851,0.23929546,403,0.51446281,0,0.002144133,1,3,80,0.004547501,0.426256842,500,500,9,2,1,250,1,0.055555556,0,0
19,468,0.019230769,0.466671698,0.462666667,0.243463575,373,0.512820513,0,0.002408406,1,3,95,0.004712629,0.427430925,500,500,9,2,1,250,1,0.055555556,0,0
20,478,0.016736402,0.466171412,0.463979079,0.239302364,393,0.483263598,0,0.002729655,1,3,84,0.004863194,0.426462421,500,500,9,2,1,250,1,0.055555556,0,0
21,494,0.018218623,0.466020784,0.463255061,0.236187138,443,0.479757085,0,0.003003405,1,3,51,0.005015131,0.425456712,500,500,9,2,1,250,1,0.055555556,0,0
22,498,0.022088353,0.465970505,0.462477912,0.236055754,467,0.481927711,0,0.003063242,1,3,31,0.005015426,0.42531136,500,500,9,2,1,250,1,0.055555556,0,0
23,499,0.022044088,0.465771648,0.461811623,0.236376908,463,0.480961924,0,0.003146891,1,3,35,0.005085737,0.425340023,500,500,9,2,1,250,1,0.055555556,0,0
24,497,0.026156942,0.465913044,0.460792757,0.238032847,459,0.486921529,0,0.003076324,1,3,37,0.004993349,0.425672069,500,500,9,2,1,250,1,0.055555556,0,0
25,499,0.028056112,0.465825366,0.460352705,0.237978577,471,0.478957916,0,0.003042602,1,3,28,0.004979979,0.425603924,500,500,9,2,1,250,1,0.055555556,0,0
26,497,0.024144869,0.465754369,0.460792757,0.237903837,453,0.488933602,0,0.003215204,1,3,44,0.005059702,0.42565598,500,500,9,2,1,250,1,0.055555556,0,0
27,487,0.020533881,0.46553749,0.462804928,0.237899359,415,0.480492813,0,0.003374446,1,3,72,0.005112876,0.425973378,500,500,9,2,1,250,1,0.055555556,0,0
28,475,0.021052632,0.464917828,0.461562105,0.241546369,392,0.477894737,0,0.003687044,1,3,83,0.005200302,0.42696013,500,500,9,2,1,250,1,0.055555556,0,0
29,475,0.021052632,0.464771714,0.460370526,0.242672886,391,0.494736842,0,0.003884476,1,3,84,0.005269871,0.427147708,500,500,9,2,1,250,1,0.055555556,0,0
30,487,0.024640657,0.464616754,0.459782341,0.240349448,426,0.501026694,0,0.004109749,1,3,61,0.005421888,0.426405464,500,500,9,2,1,250,1,0.055555556,0,0
31,496,0.026209677,0.464747244,0.459330645,0.238870522,457,0.489919355,0,0.004128714,1,3,39,0.00544869,0.425880305,500,500,9,2,1,250,1,0.055555556,0,0
32,499,0.024048096,0.464940864,0.459559118,0.238105487,460,0.482965932,0,0.004255921,1,3,39,0.005489874,0.425654479,500,500,9,2,1,250,1,0.055555556,0,0
33,496,0.02016129,0.464754479,0.460491935,0.237638737,459,0.471774194,0,0.004401745,1,3,36,0.005599273,0.425676424,500,500,9,2,1,250,1,0.055555556,0,0
34,497,0.020120724,0.464526442,0.460209256,0.237526657,468,0.476861167,0,0.004587235,1,3,29,0.005668904,0.425634443,500,500,9,2,1,250,1,0.055555556,0,0
35,497,0.018108652,0.464666822,0.461018109,0.236777995,452,0.474849095,0,0.004626024,1,3,45,0.005715248,0.425505899,500,500,9,2,1,250,1,0.055555556,0,0
36,486,0.016460905,0.464503548,0.460600823,0.239626973,424,0.481481481,0,0.00495089,1,3,62,0.005836787,0.426321463,500,500,9,2,1,250,1,0.055555556,0,0
37,481,0.012474012,0.464386236,0.461305613,0.239965382,401,0.494802495,0,0.005332681,1,3,80,0.005948281,0.426534875,500,500,9,2,1,250,1,0.055555556,0,0
38,479,0.014613779,0.464442205,0.461661795,0.240110805,398,0.509394572,0,0.005538877,1,3,81,0.006037478,0.426618509,500,500,9,2,1,250,1,0.055555556,0,0
39,489,0.014314928,0.4642686,0.46190593,0.237358339,418,0.507157464,0,0.005682297,1,3,71,0.006079467,0.425863887,500,500,9,2,1,250,1,0.055555556,0,0
40,494,0.018218623,0.464101801,0.461048583,0.236973582,452,0.51417004,0,0.00581769,1,3,42,0.006144276,0.425650453,500,500,9,2,1,250,1,0.055555556,0,0
41,497,0.018108652,0.463883652,0.461211268,0.235932654,455,0.515090543,0,0.006006328,1,3,42,0.006247152,0.425392335,500,500,9,2,1,250,1,0.055555556,0,0
42,497,0.016096579,0.463820646,0.462036217,0.235000201,460,0.513078471,0,0.006234719,1,3,37,0.006308279,0.425240297,500,500,9,2,1,250,1,0.055555556,0,0
43,499,0.014028056,0.464017008,0.462248497,0.234474256,467,0.513026052,0,0.006339179,1,3,32,0.006384815,0.425083876,500,500,9,2,1,250,1,0.055555556,0,0
44,497,0.016096579,0.463897801,0.462132797,0.234960176,455,0.507042254,0,0.006519827,1,3,42,0.006431216,0.425231078,500,500,9,2,1,250,1,0.055555556,0,0
45,493,0.016227181,0.463866344,0.462486815,0.235483372,435,0.519269777,0,0.00680076,1,3,58,0.00654904,0.42544384,500,500,9,2,1,250,1,0.055555556,0,0
46,485,0.020618557,0.463775207,0.461241237,0.238600173,415,0.519587629,0,0.006952301,1,3,70,0.006635639,0.426207849,500,500,9,2,1,250,1,0.055555556,0,0
47,480,0.022916667,0.463706905,0.4610625,0.239914903,405,0.514583333,0,0.007125552,1,3,75,0.006682778,0.426579272,500,500,9,2,1,250,1,0.055555556,0,0
48,485,0.022680412,0.463654811,0.460301031,0.239495194,409,0.525773196,0,0.007396637,1,3,76,0.006844472,0.426358229,500,500,9,2,1,250,1,0.055555556,0,0
49,493,0.020283976,0.463614156,0.461156187,0.236693531,442,0.517241379,0,0.007576766,1,3,51,0.006979033,0.425651632,500,500,9,2,1,250,1,0.055555556,0,0
50,495,0.018181818,0.463590556,0.461931313,0.235385952,450,0.511111111,0,0.007736879,1,3,45,0.007079242,0.425374391,500,500,9,2,1,250,1,0.055555556,0,0
51,496,0.018145161,0.463522852,0.461887097,0.235146605,458,0.52016129,0,0.00782454,1,3,38,0.007182407,0.425305848,500,500,9,2,1,250,1,0.055555556,0,0
52,498,0.018072289,0.463749242,0.462124498,0.234617184,464,0.522088353,0,0.007758405,1,3,34,0.007137729,0.425148,500,500,9,2,1,250,1,0.055555556,0,0
53,497,0.018108652,0.463829682,0.462036217,0.235007593,456,0.523138833,0,0.007713918,1,3,41,0.007123362,0.425241214,500,500,9,2,1,250,1,0.055555556,0,0
54,492,0.014227642,0.463661214,0.461837398,0.236239569,436,0.506097561,0,0.00781611,1,3,55,0.007161826,0.425606489,500,500,9,2,1,250,1,0.055555556,0,0
55,489,0.018404908,0.464054056,0.461758691,0.237340776,424,0.494887526,0,0.007681461,1,3,65,0.007028085,0.425868064,500,500,9,2,1,250,1,0.055555556,0,0
56,486,0.018518519,0.463835607,0.459255144,0.240510867,414,0.485596708,0,0.008098677,1,3,72,0.007229912,0.426487908,500,500,9,2,1,250,1,0.055555556,0,0
57,484,0.016528926,0.46412275,0.460268595,0.240139028,408,0.47107438,0,0.008265285,1,3,75,0.007281305,0.426479259,500,500,9,2,1,250,1,0.055555556,0,0
58,490,0.016326531,0.463952132,0.4602,0.238677339,432,0.467346939,0,0.008611873,1,3,57,0.007528533,0.426060015,500,500,9,2,1,250,1,0.055555556,0,0
59,494,0.020242915,0.464020899,0.459165992,0.238911665,446,0.469635628,0,0.008545447,1,3,47,0.007525209,0.425972809,500,500,9,2,1,250,1,0.055555556,0,0
60,495,0.018181818,0.464003632,0.459684848,0.238116596,455,0.462626263,0,0.008519051,1,3,40,0.007471821,0.425811291,500,500,9,2,1,250,1,0.055555556,0,0
61,496,0.022177419,0.463788189,0.458528226,0.238946851,463,0.459677419,0,0.008570868,1,3,33,0.00752019,0.425924645,500,500,9,2,1,250,1,0.055555556,0,0
62,496,0.02016129,0.463682996,0.458846774,0.23852144,454,0.469758065,0,0.008742205,1,3,42,0.007612385,0.425857862,500,500,9,2,1,250,1,0.055555556,0,0
63,493,0.022312373,0.464156302,0.459736308,0.238643631,442,0.476673428,0,0.00864161,1,3,51,0.007553598,0.425955027,500,500,9,2,1,250,1,0.055555556,0,0
64,489,0.024539877,0.463996148,0.459349693,0.239845003,429,0.492842536,0,0.00881268,1,3,60,0.007596634,0.426281281,500,500,9,2,1,250,1,0.055555556,0,0
65,487,0.026694045,0.463789184,0.459905544,0.239553896,418,0.496919918,0,0.00881348,1,3,69,0.007634912,0.42630183,500,500,9,2,1,250,1,0.055555556,0,0
66,485,0.022680412,0.463484204,0.460338144,0.239318964,410,0.513402062,0,0.008784997,1,3,75,0.007655479,0.42633492,500,500,9,2,1,250,1,0.055555556,0,0
67,490,0.020408163,0.463596306,0.460355102,0.238225197,426,0.534693878,0,0.008640825,1,3,63,0.007551823,0.425997382,500,500,9,2,1,250,1,0.055555556,0,0
