year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.469191264,0.254224,0.453045398,136,0.488,0.5,0.003191233,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,498,0.002008032,0.469332144,0.266863454,0.445610505,308,0.479919679,0.5,-0.001366486,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
2,496,0.002016129,0.469098859,0.279947581,0.431625259,463,0.487903226,0.5,-0.001261649,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
3,498,0.004016064,0.469074342,0.295,0.415556486,457,0.481927711,0.5,-0.001168257,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
4,497,0.002012072,0.468934889,0.307420523,0.40232533,464,0.480885312,0.5,-0.001076243,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
5,496,0.004032258,0.469019096,0.319290323,0.389846157,464,0.477822581,0.5,-0.000957138,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
6,496,0.004032258,0.468897417,0.330237903,0.378153032,456,0.483870968,0.5,-0.000882906,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
7,496,0.006048387,0.46879972,0.341483871,0.366156152,465,0.489919355,0.5,-0.000783746,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
8,491,0.00610998,0.468512185,0.368773931,0.337622108,431,0.488798371,0.5,-0.000510343,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
9,468,0.004273504,0.468384921,0.418149573,0.289607526,372,0.510683761,0.5,2.45E-05,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
10,446,0.004484305,0.467643387,0.467910314,0.243263803,337,0.513452915,0.5,0.000775632,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
11,486,0.004115226,0.467452082,0.468057613,0.233083737,421,0.508230453,0.5,0.001004396,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
12,496,0,0.467452263,0.468241935,0.230540223,450,0.516129032,0.5,0.001256775,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
13,497,0.002012072,0.467149525,0.467995976,0.230321302,470,0.521126761,0.5,0.00144717,1,4c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
