year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.470242736,0.249928,0.454437226,117,0.508,0,0.003099801,1,7,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,498,0.002008032,0.470319104,0.263449799,0.455004085,291,0.489959839,1,-0.001372138,1,7,28,0.002939208,0.453289243,500,500,9,2,1,250,1,0.055555556,0,0
2,499,0.006012024,0.470421372,0.27650501,0.44119576,471,0.496993988,0,-0.001279631,1,7,28,0.002967959,0.450982404,500,500,9,2,1,250,1,0.055555556,0,0
3,498,0.008032129,0.470381437,0.290779116,0.426069507,461,0.497991968,1,-0.001187303,1,7,36,0.00303854,0.448459029,500,500,9,2,1,250,1,0.055555556,0,0
4,497,0.010060362,0.470576736,0.304140845,0.412085093,463,0.492957746,1,-0.001104112,1,7,34,0.003009607,0.446129115,500,500,9,2,1,250,1,0.055555556,0,0
5,497,0.00804829,0.470529552,0.319541247,0.39574818,455,0.494969819,1,-0.000953657,1,7,42,0.003086519,0.443404294,500,500,9,2,1,250,1,0.055555556,0,0
6,498,0.006024096,0.470187348,0.333297189,0.38086699,456,0.506024096,1,-0.000869856,1,7,42,0.003147897,0.440915719,500,500,9,2,1,250,1,0.055555556,0,0
7,501,0.003992016,0.46997392,0.345165669,0.367831156,466,0.50499002,1,-0.000767115,1,7,35,0.003256012,0.438707409,500,500,9,2,1,250,1,0.055555556,0,0
8,496,0.006048387,0.470210669,0.366129032,0.346317249,451,0.497983871,1,-0.00063426,1,7,45,0.00324879,0.435179288,500,500,9,2,1,250,1,0.055555556,0,0
9,469,0.006396588,0.470173585,0.415573561,0.298910784,380,0.52238806,1,-0.000175952,1,7,89,0.003437007,0.427864397,500,500,9,2,1,250,1,0.055555556,0,0
10,445,0.011235955,0.468785466,0.470498876,0.247529008,332,0.519101124,0,0.000598505,1,7,113,0.003705474,0.420233873,500,500,9,2,1,250,1,0.055555556,0,0
11,488,0.010245902,0.468591235,0.470405738,0.236561122,422,0.489754098,0,0.000819788,1,7,66,0.00388367,0.417188101,500,500,9,2,1,250,1,0.055555556,0,0
12,497,0.014084507,0.468409394,0.469488934,0.235220874,462,0.486921529,0,0.001031069,1,7,35,0.003961135,0.416700028,500,500,9,2,1,250,1,0.055555556,0,0
13,496,0.010080645,0.467888641,0.470322581,0.234151135,466,0.483870968,0,0.001146302,1,7,30,0.004085827,0.416569179,500,500,9,2,1,250,1,0.055555556,0,0
14,496,0.010080645,0.467680773,0.46953629,0.234816519,458,0.489919355,1,0.001281013,1,7,38,0.004156689,0.416686478,500,500,9,2,1,250,1,0.055555556,0,0
15,497,0.012072435,0.467555393,0.468394366,0.235689096,457,0.482897384,0,0.001492111,1,7,40,0.004239891,0.416805402,500,500,9,2,1,250,1,0.055555556,0,0
16,496,0.012096774,0.467440736,0.468653226,0.235558794,462,0.481854839,0,0.001677142,1,7,34,0.004301668,0.416817547,500,500,9,2,1,250,1,0.055555556,0,0
17,494,0.01417004,0.467151002,0.467481781,0.23704296,451,0.481781377,0,0.001903497,1,7,42,0.004383397,0.417133238,500,500,9,2,1,250,1,0.055555556,0,0
18,483,0.01863354,0.466612459,0.465217391,0.24163738,407,0.459627329,0,0.002387938,1,7,76,0.004601339,0.418234456,500,500,9,2,1,250,1,0.055555556,0,0
19,464,0.017241379,0.46675281,0.465228448,0.246417236,369,0.469827586,0,0.002645619,1,7,95,0.004739592,0.419562638,500,500,9,2,1,250,1,0.055555556,0,0
20,479,0.018789144,0.466295143,0.462964509,0.244709403,399,0.501043841,0,0.003037014,1,7,80,0.00493115,0.41886434,500,500,9,2,1,250,1,0.055555556,0,0
21,494,0.018218623,0.465762642,0.462850202,0.240833149,444,0.506072874,0,0.003243279,1,7,50,0.005048708,0.41780517,500,500,9,2,1,250,1,0.055555556,0,0
22,496,0.022177419,0.465836409,0.461733871,0.241611425,466,0.506048387,0,0.003406929,1,7,30,0.005082578,0.417873346,500,500,9,2,1,250,1,0.055555556,0,0
23,498,0.024096386,0.465389695,0.460843373,0.241734824,459,0.504016064,0,0.003599698,1,7,39,0.005167112,0.417849446,500,500,9,2,1,250,1,0.055555556,0,0
24,498,0.024096386,0.465407812,0.460630522,0.241976409,458,0.510040161,0,0.003726872,1,7,40,0.005222183,0.417889015,500,500,9,2,1,250,1,0.055555556,0,0
25,497,0.022132797,0.464887996,0.460350101,0.242086046,463,0.513078471,0,0.003994375,1,7,34,0.005357736,0.417952568,500,500,9,2,1,250,1,0.055555556,0,0
26,496,0.012096774,0.46465136,0.462705645,0.239618512,450,0.524193548,1,0.004192327,1,7,46,0.005481214,0.417580041,500,500,9,2,1,250,1,0.055555556,0,0
27,486,0.014403292,0.464137458,0.461502058,0.242848506,421,0.541152263,0,0.00450327,1,7,65,0.005585306,0.41842136,500,500,9,2,1,250,1,0.055555556,0,0
28,476,0.010504202,0.463467556,0.460634454,0.245638375,389,0.525210084,1,0.005106888,1,7,87,0.005834099,0.419186646,500,500,9,2,1,250,1,0.055555556,0,0
29,479,0.014613779,0.463110547,0.460688935,0.244570282,398,0.524008351,0,0.005323321,1,7,81,0.005906918,0.41893687,500,500,9,2,1,250,1,0.055555556,0,0
30,491,0.016293279,0.463197033,0.460057026,0.24243587,430,0.509164969,0,0.005560096,1,7,61,0.006012982,0.418237204,500,500,9,2,1,250,1,0.055555556,0,0
31,498,0.012048193,0.462975827,0.461168675,0.239428249,459,0.504016064,0,0.005735543,1,7,39,0.006159155,0.417542712,500,500,9,2,1,250,1,0.055555556,0,0
32,497,0.014084507,0.463203899,0.460474849,0.240588572,460,0.494969819,1,0.005769202,1,7,37,0.006149569,0.417757077,500,500,9,2,1,250,1,0.055555556,0,0
