year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.470050904,0.250744,0.470152577,137,0.504,0,0.002946369,1,1,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,498,0.002008032,0.469859962,0.262995984,0.454239036,302,0.502008032,1,-0.001377082,1,1,28,0.002825537,0.467739842,500,500,9,2,1,250,1,0.055555556,0,0
2,498,0.002008032,0.46956566,0.275212851,0.441104079,470,0.502008032,1,-0.001280296,1,1,28,0.002871962,0.465556423,500,500,9,2,1,250,1,0.055555556,0,0
3,497,0.004024145,0.469591897,0.288808853,0.426733678,461,0.501006036,1,-0.001188803,1,1,36,0.002902285,0.463172791,500,500,9,2,1,250,1,0.055555556,0,0
4,496,0.004032258,0.469606387,0.301883065,0.41293813,465,0.495967742,1,-0.001056057,1,1,31,0.002939515,0.460888633,500,500,9,2,1,250,1,0.055555556,0,0
5,497,0.004024145,0.469676951,0.314897384,0.399130132,462,0.501006036,1,-0.000934713,1,1,34,0.003044063,0.458585856,500,500,9,2,1,250,1,0.055555556,0,0
6,496,0.006048387,0.469642661,0.326641129,0.386740676,468,0.487903226,1,-0.000824489,1,1,28,0.003091855,0.456539446,500,500,9,2,1,250,1,0.055555556,0,0
7,499,0.008016032,0.469532299,0.338388778,0.373940919,471,0.496993988,1,-0.000749299,1,1,28,0.003129645,0.454376132,500,500,9,2,1,250,1,0.055555556,0,0
8,494,0.006072874,0.469118831,0.362910931,0.348208565,441,0.506072874,1,-0.00047081,1,1,53,0.003265275,0.450186735,500,500,9,2,1,250,1,0.055555556,0,0
9,468,0.004273504,0.468371005,0.414047009,0.298322872,374,0.519230769,1,0.000133531,1,1,94,0.003532152,0.442566276,500,500,9,2,1,250,1,0.055555556,0,0
10,441,0.006802721,0.467500018,0.468312925,0.248724265,327,0.482993197,1,0.001109469,1,1,114,0.004016166,0.435403769,500,500,9,2,1,250,1,0.055555556,0,0
11,487,0.008213552,0.467334605,0.467437372,0.237877234,416,0.486652977,1,0.001397907,1,1,71,0.004235449,0.43220057,500,500,9,2,1,250,1,0.055555556,0,0
