year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.470253568,0.249952,0.449339395,126,0.524,0,0.003571349,1,5b,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,498,0.004016064,0.47005587,0.262361446,0.45598655,290,0.532128514,0,-0.001382424,1,5b,27,0.003394296,0.448782443,500,500,9,2,1,250,1,0.055555556,0,0
2,497,0.00804829,0.469677902,0.27522334,0.442152118,463,0.525150905,0,-0.001285703,1,5b,34,0.00347829,0.446472534,500,500,9,2,1,250,1,0.055555556,0,0
3,497,0.012072435,0.469724779,0.287573441,0.429092162,467,0.531187123,0,-0.001204491,1,5b,29,0.00348639,0.444293417,500,500,9,2,1,250,1,0.055555556,0,0
4,495,0.012121212,0.469441326,0.298387879,0.417562825,468,0.523232323,0,-0.001080878,1,5b,27,0.003526967,0.442379337,500,500,9,2,1,250,1,0.055555556,0,0
5,498,0.012048193,0.469482154,0.3117751,0.403223016,462,0.534136546,0,-0.000991729,1,5b,36,0.003530243,0.439972733,500,500,9,2,1,250,1,0.055555556,0,0
6,496,0.014112903,0.469400775,0.323641129,0.390739161,465,0.532258065,0,-0.000844795,1,5b,30,0.003622417,0.437905085,500,500,9,2,1,250,1,0.055555556,0,0
7,497,0.016096579,0.469717763,0.337557344,0.376114821,457,0.539235412,0,-0.000769871,1,5b,40,0.003579017,0.435454693,500,500,9,2,1,250,1,0.055555556,0,0
8,494,0.020242915,0.469303091,0.359761134,0.352654494,443,0.534412955,0,-0.000592681,1,5b,50,0.003655311,0.43158623,500,500,9,2,1,250,1,0.055555556,0,0
9,467,0.021413276,0.469155748,0.41130621,0.302921386,373,0.490364026,0,-0.000146435,1,5b,94,0.003745515,0.423862251,500,500,9,2,1,250,1,0.055555556,0,0
10,443,0.022573363,0.468409658,0.465837472,0.252422464,332,0.516930023,0,0.000708886,1,5b,111,0.00405743,0.416334457,500,500,9,2,1,250,1,0.055555556,0,0
11,487,0.018480493,0.468289861,0.466209446,0.240955115,418,0.521560575,0,0.000943385,1,5b,69,0.004157014,0.413239436,500,500,9,2,1,250,1,0.055555556,0,0
