year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.469508856,0.252376,0.468874248,154,0.476,0,0.00347704,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,500,0,0.469495824,0.265944,0.448810998,316,0.484,0,-0.001368577,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
2,497,0,0.469522572,0.278668008,0.435375138,465,0.486921529,0,-0.001297022,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
3,498,0,0.469432191,0.292526104,0.420574864,461,0.497991968,0,-0.001176172,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
4,496,0,0.469282945,0.304875,0.407480497,461,0.477822581,0,-0.001104671,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
5,499,0,0.469268019,0.318901804,0.392384987,463,0.470941884,0,-0.000988622,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
6,497,0,0.46894416,0.332016097,0.37839852,461,0.490945674,0,-0.000888584,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
7,497,0,0.469025222,0.344173038,0.365547591,469,0.492957746,0,-0.00080137,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
8,492,0,0.468890335,0.372292683,0.336254589,432,0.487804878,0,-0.000518671,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
9,470,0,0.468684296,0.421119149,0.288664249,379,0.495744681,0,-5.73E-05,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
10,446,0,0.468298277,0.469838565,0.244177737,337,0.502242152,0,0.000516583,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
11,486,0,0.468050496,0.469378601,0.234440126,422,0.497942387,0,0.00073023,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
12,498,0,0.467909465,0.46926506,0.231598191,457,0.5,0,0.000806446,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
13,497,0,0.467656591,0.46934004,0.231546347,464,0.501006036,0,0.0009693,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
14,495,0,0.467364383,0.468872727,0.232275398,462,0.503030303,0,0.001071975,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
15,496,0,0.467011109,0.468907258,0.231714147,459,0.495967742,0,0.001304485,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
16,498,0,0.466779189,0.46875502,0.231215136,468,0.489959839,0,0.00152208,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
17,491,0,0.466540287,0.468077393,0.233395435,438,0.49898167,0,0.001693331,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
18,480,0,0.465932934,0.467191667,0.236483123,400,0.483333333,0,0.002176123,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
19,468,0,0.465518939,0.467803419,0.238477067,371,0.495726496,0,0.002605856,1,2c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
