year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,deltaK,propMigSNPs,Ho_allSNPs,project,group,k,nSNP,miggy,LBhet,LBp,maxage,broodsize,maturity,years,r0,nSNP.mig,nSNP.cons
0,1000,0,0.16464032,0.181114,0,260,0.489,0,0,1,1,0,0.364009328962958,-5.46917492123384e-05,1000,0,0.164649090909091,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
1,912,0,0.164882020626102,0.181053229665072,0.000185623406671099,518,0.470394736842105,0,-0.000487937132197045,1,1,24,0.36405133953164,NA,1000,0,0.164989035087719,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
2,783,0,0.164760880038328,0.178999419482178,-5.83189623164314e-05,683,0.478927203065134,0,-0.000426819614569937,1,1,100,0.364156189972254,NA,1000,0,0.164982003947521,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
3,733,0,0.164840670646354,0.175618256232172,-0.000793952405415192,554,0.488403819918145,0,-0.000286761999924955,1,1,179,0.364276379188388,NA,1000,0,0.165362768200422,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
4,693,0,0.164917177433903,0.171399580217762,-0.000263826912388838,481,0.496392496392496,0,-3.80380086728726e-05,1,1,212,0.36438544776481,NA,1000,0,0.165248589794044,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
5,673,0,0.165030143195231,0.168101715520735,-0.000809321531096681,437,0.473997028231798,0,0.000258948403615484,1,1,236,0.3645344180818,NA,1000,0,0.165593678238552,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
6,680,0,0.164975914202579,0.166544117647059,-0.00138027652272123,438,0.447058823529412,0,0.000574064618146677,1,1,242,0.364737003497883,NA,1000,0,0.165767379679144,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
7,710,0,0.165090769327875,0.165725864276568,-0.00086872983559905,477,0.436619718309859,0,0.000800374232341117,1,1,233,0.364796190499708,NA,1000,0,0.16565556978233,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
8,721,0,0.165507727799986,0.165797503467406,-0.000185228314934418,489,0.446601941747573,0,0.000994599967220846,1,1,232,0.364785189183415,NA,1000,0,0.165797503467406,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
9,746,0,0.165505386106681,0.165920058493785,-0.00053109412631611,515,0.443699731903485,0,0.00125411301498679,1,1,231,0.364858601183521,NA,1000,0,0.165920058493785,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
10,727,0,0.165485789977294,0.166032262098287,-0.000845642368368959,511,0.469050894085282,0,0.00155833508348746,1,1,216,0.36496656486413,NA,1000,0,0.166032262098287,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
11,724,0,0.165332607750069,0.165870165745856,-0.000819214290135846,494,0.483425414364641,0,0.00190528665541139,1,1,230,0.365100985668937,NA,1000,0,0.165870165745856,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
12,731,0,0.165485773066931,0.1660203954732,-0.000821004181925588,499,0.508891928864569,0,0.0021270812749508,1,1,232,0.365194280437025,NA,1000,0,0.1660203954732,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
13,714,0,0.165415273952718,0.165853068500127,-0.000552780306051747,485,0.523809523809524,0,0.00253952340992227,1,1,229,0.365377782548808,NA,1000,0,0.165853068500127,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
14,705,0,0.165290888971197,0.166,-0.00122234933671453,476,0.530496453900709,0,0.00281864316005286,1,1,229,0.365568890632611,NA,1000,0,0.166,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
15,715,0,0.165180841028012,0.165909726636999,-0.00129078551797992,481,0.528671328671329,0,0.0030578354256033,1,1,234,0.365690524536768,NA,1000,0,0.165909726636999,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
16,719,0,0.165271667231448,0.165742824630168,-0.000643921450873413,493,0.506258692628651,0,0.0033314108109844,1,1,226,0.365756927522853,NA,1000,0,0.165742824630168,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
17,724,0,0.1651295453158,0.165735811150176,-0.000994975530238192,495,0.509668508287293,0,0.00369695380294613,1,1,229,0.365928305383217,NA,1000,0,0.165735811150176,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
18,716,0,0.165105801941263,0.165469781615033,-0.000369268216379325,485,0.497206703910615,0,0.00387031780074953,1,1,231,0.365964117811065,NA,1000,0,0.165469781615033,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
19,699,0,0.165548944844566,0.165501365587202,0.000676269663683038,465,0.474964234620887,0,0.00414460987630509,1,1,234,0.366080968274721,NA,1000,0,0.165501365587202,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
20,699,0,0.165439962073534,0.165509168942645,0.000385039482837694,463,0.496423462088698,0,0.00442419627967025,1,1,236,0.366155875233132,NA,1000,0,0.165509168942645,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
21,721,0,0.165335028140598,0.165527676207288,6.11494952440319e-05,485,0.511789181692094,0,0.00481230098936672,1,1,236,0.366267834513926,NA,1000,0,0.165527676207288,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
22,723,0,0.165173379427094,0.165489752294732,-0.000255398912359952,497,0.520055325034578,0,0.00512764716147173,1,1,226,0.36644681725546,NA,1000,0,0.165489752294732,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
23,726,0,0.165401223835928,0.165740045078888,-0.000315041677192725,491,0.516528925619835,0,0.00546173675352796,1,1,235,0.36653687003129,NA,1000,0,0.165740045078888,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
24,707,0,0.165386798631368,0.165908447987656,-0.00075481018866682,477,0.495049504950495,0,0.00587224771367534,1,1,230,0.366719574983455,NA,1000,0,0.165908447987656,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
25,715,0,0.165478471052152,0.165900826446281,-0.000514809233222192,482,0.502097902097902,0,0.0061953634454003,1,1,233,0.366831331346867,NA,1000,0,0.165900826446281,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
26,717,0,0.165513313135204,0.165824774946114,-0.000236445006799288,503,0.493723849372385,0,0.00641099794340044,1,1,214,0.36691112551809,NA,1000,0,0.165824774946114,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
27,679,0,0.164849679115504,0.165301914580265,-0.000546024380360681,443,0.5139911634757,0,0.00670137622090413,1,1,236,0.367128125386751,NA,1000,0,0.165301914580265,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
28,697,0,0.165394316022814,0.16589800443459,-0.00069589349271096,458,0.500717360114778,0,0.00712295433648386,1,1,239,0.367267827606257,NA,1000,0,0.16589800443459,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
29,727,0,0.165214630004821,0.165623358759535,-0.00049495529292119,491,0.473177441540578,0,0.0074602556004022,1,1,236,0.367395763327097,NA,1000,0,0.165623358759535,end_10.2.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
