year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,deltaK,propMigSNPs,Ho_allSNPs,project,group,k,nSNP,miggy,LBhet,LBp,maxage,broodsize,maturity,years,r0,nSNP.mig,nSNP.cons
27,698,0,0.161582863179956,0.16164886689242,0.000405315183512832,464,0.538681948424069,0,0.00625201528062093,1,1,234,0.371392742819798,NA,1000,0,0.16164886689242,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
28,701,0,0.161907791100436,0.161873946310466,0.000658010219115273,459,0.543509272467903,0,0.00651899394977787,1,1,242,0.371392608657197,NA,1000,0,0.161873946310466,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
29,706,0,0.161576104600645,0.161733195982488,0.000168636161364592,473,0.502832861189802,0,0.00664583482307826,1,1,233,0.371554601143755,NA,1000,0,0.161733195982488,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
30,708,0,0.161300662833448,0.161520287621983,6.76431190910773e-06,474,0.485875706214689,0,0.00678622842919204,1,1,234,0.371553003096611,NA,1000,0,0.161520287621983,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
31,715,0,0.161224523982057,0.161408773045137,9.2264219198254e-05,475,0.500699300699301,0,0.0070459299525613,1,1,240,0.371699388195084,NA,1000,0,0.161408773045137,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
32,715,0,0.161618037779131,0.161916083916084,-0.000200286979342815,484,0.482517482517482,0,0.00743583636892789,1,1,231,0.371772053475844,NA,1000,0,0.161916083916084,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
33,717,0,0.161447977083558,0.161805502726005,-0.000356032689621703,482,0.465829846582985,0,0.00766083280267688,1,1,235,0.371867895045539,NA,1000,0,0.161805502726005,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
34,712,0,0.161470194663782,0.161915219611849,-0.00057541903983403,485,0.470505617977528,0,0.00788673327915122,1,1,227,0.371945731997817,NA,1000,0,0.161915219611849,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
35,721,0,0.161648747143139,0.161853486319506,3.54865761677338e-05,485,0.460471567267684,0,0.00812999642016663,1,1,236,0.372006819310499,NA,1000,0,0.161853486319506,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
36,731,0,0.161667191791181,0.162068150727521,-0.000483782096039232,494,0.499316005471956,0,0.00853513335068557,1,1,237,0.372142888198903,NA,1000,0,0.162068150727521,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
37,715,0,0.161331688146564,0.161972027972028,-0.00108298722877728,483,0.514685314685315,0,0.00884777552552707,1,1,232,0.37232386728216,NA,1000,0,0.161972027972028,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
38,714,0,0.16102549932629,0.161571173924115,-0.00083866685316801,481,0.487394957983193,0,0.00905971553104315,1,1,233,0.372428736389475,NA,1000,0,0.161571173924115,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
39,717,0,0.160815766955103,0.161548117154812,-0.00132639086478797,487,0.507670850767085,0,0.00923976553407314,1,1,230,0.372472155473258,NA,1000,0,0.161548117154812,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
40,740,0,0.16082678215685,0.161386977886978,-0.000915650999733371,508,0.509459459459459,0,0.00950994593266165,1,1,232,0.372568807729154,NA,1000,0,0.161386977886978,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
41,726,0,0.161145472207217,0.161507638367142,-0.000378525463393919,500,0.505509641873278,0,0.00984783852760317,1,1,226,0.37267625580903,NA,1000,0,0.161507638367142,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
42,710,0,0.161080507114389,0.161221510883483,0.000206751497115081,483,0.530985915492958,0,0.0100895169734057,1,1,227,0.37279120620299,NA,1000,0,0.161221510883483,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
43,709,0,0.160758319346211,0.161028336966278,-0.000124260603127537,476,0.528913963328632,0,0.0105139440303629,1,1,233,0.373018849995281,NA,1000,0,0.161028336966278,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
44,703,0,0.160943595081875,0.16141342299237,-0.0006288117264374,467,0.524893314366999,0,0.0109981742715026,1,1,236,0.37317103949884,NA,1000,0,0.16141342299237,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
45,707,0,0.160773149854893,0.161509579529381,-0.001318218679726,472,0.507779349363508,0,0.0111538621526416,1,1,235,0.373239226098241,NA,1000,0,0.161509579529381,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
46,726,0,0.160606415048649,0.161278487352868,-0.00118718274624669,496,0.511019283746556,0,0.0115384772294737,1,1,230,0.373455503524837,NA,1000,0,0.161278487352868,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
47,693,0,0.160447548137434,0.160965499147317,-0.000738873030575822,462,0.496392496392496,0,0.0117499636914302,1,1,231,0.373539001861871,NA,1000,0,0.160965499147317,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
48,706,0,0.160236037415946,0.160647695081123,-0.000485820698835109,473,0.502832861189802,0,0.0119654607468458,1,1,233,0.373635284974978,NA,1000,0,0.160647695081123,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
49,719,0,0.160101711558688,0.160571500821849,-0.000652658072870492,483,0.486787204450626,0,0.0120874118817379,1,1,236,0.373720696629229,NA,1000,0,0.160571500821849,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
50,726,0,0.159657636055935,0.160127723516153,-0.000664082260762689,494,0.502754820936639,0,0.0120101192394222,1,1,232,0.373735170068029,NA,1000,0,0.160127723516153,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
51,725,0,0.159498195654524,0.159884639498433,-0.000444937668920347,512,0.486896551724138,0,0.0124982512712158,1,1,213,0.37391284874134,NA,1000,0,0.159884639498433,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
52,692,0,0.159430915477236,0.159659747766684,-6.41850328861862e-06,452,0.492774566473988,0,0.012842531011937,1,1,240,0.374073520960463,NA,1000,0,0.159659747766684,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
53,690,0,0.159343360829467,0.159732542819499,-0.000411579674696724,444,0.488405797101449,0,0.0130847279224714,1,1,246,0.374203134881462,NA,1000,0,0.159732542819499,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
54,695,0,0.159258856355073,0.159280575539568,0.000518499346968587,458,0.500719424460432,0,0.0134538303113166,1,1,237,0.374448368257107,NA,1000,0,0.159280575539568,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
55,710,0,0.159688704441759,0.159932138284251,-5.86088617903344e-05,469,0.490140845070423,0,0.0136117832295579,1,1,241,0.374454830866296,NA,1000,0,0.159932138284251,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
56,706,0,0.159858430807931,0.160310327066701,-0.000590181683511227,469,0.502832861189802,0,0.0138797033589945,1,1,237,0.374495966558358,NA,1000,0,0.160310327066701,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
57,698,0,0.160213052437993,0.160734566293306,-0.000756047323158514,460,0.489971346704871,0,0.0143285800315993,1,1,238,0.374610133469915,NA,1000,0,0.160734566293306,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
58,719,0,0.160139452228768,0.160770008850676,-0.001069485661778,482,0.475660639777469,0,0.0144326096458626,1,1,237,0.374695030785174,NA,1000,0,0.160770008850676,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
59,729,0,0.16043987008906,0.161178451178451,-0.00136688044178171,501,0.496570644718793,0,0.0146838801804063,1,1,228,0.374735470162147,NA,1000,0,0.161178451178451,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
60,721,0,0.160598326306418,0.161379397301727,-0.00146135713621438,488,0.509015256588072,0,0.0148768155473453,1,1,233,0.374795984897134,NA,1000,0,0.161379397301727,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
61,740,0,0.160644069161299,0.161362407862408,-0.00133287631667852,510,0.52027027027027,0,0.0151182448382107,1,1,230,0.374904772266789,NA,1000,0,0.161362407862408,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
62,718,0,0.160402831082373,0.160888832615852,-0.0006923583154944,491,0.488857938718663,0,0.0151547008639636,1,1,227,0.375034424881415,NA,1000,0,0.160888832615852,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
63,710,0,0.160205194676381,0.160769526248399,-0.000883734989073778,478,0.487323943661972,0,0.0152982870027909,1,1,232,0.375106841526735,NA,1000,0,0.160769526248399,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
64,709,0,0.159992758827169,0.160510321836133,-0.000762654142490349,469,0.485190409026798,0,0.0155544953376748,1,1,240,0.375319732518283,NA,1000,0,0.160510321836133,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
65,706,0,0.159771304640917,0.160442956476951,-0.00115484131174412,471,0.488668555240793,0,0.0158791464160688,1,1,235,0.375475503527731,NA,1000,0,0.160442956476951,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
66,712,0,0.159295898560788,0.159351378958121,0.00042475803139647,477,0.49438202247191,0,0.0161028503365458,1,1,235,0.375644639746152,NA,1000,0,0.159351378958121,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
67,718,0,0.159115560972031,0.15910990124082,0.000580847074835744,481,0.506963788300836,0,0.0162799922605815,1,1,237,0.375746644788256,NA,1000,0,0.15910990124082,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
68,723,0,0.158618936737426,0.158523827486483,0.000812923937034635,492,0.511756569847856,0,0.0163372903153037,1,1,231,0.375735000442663,NA,1000,0,0.158523827486483,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
69,714,0,0.158290095895756,0.158356251591546,0.000395734719297782,481,0.50140056022409,0,0.0166407605088737,1,1,233,0.375921531701502,NA,1000,0,0.158356251591546,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
70,717,0,0.158337373136134,0.158633193863319,-0.00020310990254009,487,0.499302649930265,0,0.0168454713344421,1,1,230,0.376012388666526,NA,1000,0,0.158633193863319,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
71,713,0,0.158045788679984,0.158297845212291,-8.62882142601867e-05,481,0.514726507713885,0,0.0170868789380535,1,1,232,0.376174401513162,NA,1000,0,0.158297845212291,end_10.2.23_LL10,04,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
