year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,deltaK,propMigSNPs,Ho_allSNPs,project,group,k,nSNP,miggy,LBhet,LBp,maxage,broodsize,maturity,years,r0,nSNP.mig,nSNP.cons
0,1000,0,0.161854775909091,0.178065,0,239,0.503,0,0,1,1,0,0.363000064305774,-8.06506860071103e-05,1000,0,0.161877272727273,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
1,896,0,0.161643641087916,0.177519176136364,0.000575802460452127,474,0.505580357142857,0,-0.000493319662013461,1,1,13,0.363011491303133,NA,1000,0,0.161602069805195,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
2,804,0,0.161581013971301,0.175378335594753,0.000490763848063998,700,0.5,0,-0.000415272037857006,1,1,104,0.363039759774933,NA,1000,0,0.161576209859792,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
3,742,0,0.161453008353087,0.172164665523156,-9.63369168151764e-05,577,0.526954177897574,0,-0.000284401989936055,1,1,165,0.363104716366909,NA,1000,0,0.161677284979172,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
4,693,0,0.161432396149043,0.167922733831825,-6.60103934477657e-05,483,0.525252525252525,0,-9.20934283671105e-05,1,1,210,0.363093840768594,NA,1000,0,0.161659451659452,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
5,686,0,0.16119849374758,0.164175457195865,-0.00016854986503463,452,0.537900874635568,0,0.00015957573644778,1,1,234,0.363183684293414,NA,1000,0,0.161468327590777,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
6,690,0,0.161423703003571,0.162495520421607,0.000361976774379825,454,0.502898550724638,0,0.000440088015840395,1,1,236,0.363226748415452,NA,1000,0,0.161482213438735,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
7,682,0,0.161435586873803,0.161706211676886,0.000191175075401075,441,0.472140762463343,0,0.00066262037061769,1,1,241,0.363304855021065,NA,1000,0,0.161563583044521,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
8,731,0,0.161384301657834,0.161481159059818,0.000303093337763043,489,0.480164158686731,0,0.000891900764842255,1,1,242,0.363383468895499,NA,1000,0,0.161458773784355,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
9,740,0,0.161022501494123,0.160771498771499,0.00115596287865417,518,0.491891891891892,0,0.00109443329568914,1,1,222,0.36352850530924,NA,1000,0,0.160771498771499,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
10,720,0,0.160863023463805,0.160844696969697,0.000548235048549518,492,0.479166666666667,0,0.00142202029041592,1,1,228,0.363637886794992,NA,1000,0,0.160844696969697,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
11,699,0,0.160518859876557,0.160606060606061,0.000284429545099801,463,0.503576537911302,0,0.00172475610536277,1,1,236,0.363851896332469,NA,1000,0,0.160606060606061,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
12,703,0,0.160729157833298,0.161047458942196,-0.000308453370529587,468,0.506401137980085,0,0.00197664473813942,1,1,235,0.363976442453123,NA,1000,0,0.161047458942196,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
13,741,0,0.160680860796991,0.160899276162434,-8.14993599269314e-05,504,0.489878542510121,0,0.0022287597843545,1,1,237,0.36409379049986,NA,1000,0,0.160899276162434,end_10.2.23_LL10,01,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
