year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,deltaK,propMigSNPs,Ho_allSNPs,project,group,k,nSNP,miggy,LBhet,LBp,maxage,broodsize,maturity,years,r0,nSNP.mig,nSNP.cons
38,712,0,0.161155881660947,0.161772216547497,-0.000984152035246829,471,0.502808988764045,0,0.0098420757501361,1,1,241,0.368699368765858,NA,1000,0,0.161772216547497,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
39,714,0,0.160617109588934,0.161456582633053,-0.00156311265589672,483,0.494397759103641,0,0.0101037092521236,1,1,231,0.368951335452502,NA,1000,0,0.161456582633053,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
40,701,0,0.160221543745702,0.160644533782908,-0.000477523250907009,466,0.489300998573466,0,0.0103714536722276,1,1,235,0.369136413400328,NA,1000,0,0.160644533782908,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
41,711,0,0.16063901760398,0.161469121595704,-0.00153259874481077,473,0.507735583684951,0,0.0106235421974652,1,1,238,0.369217797857329,NA,1000,0,0.161469121595704,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
42,723,0,0.160661817813124,0.161278762731045,-0.00100578949266824,490,0.508990318118949,0,0.0108950982313277,1,1,233,0.36934418253108,NA,1000,0,0.161278762731045,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
43,737,0,0.16031912803298,0.16055630936228,-3.48890637566916e-05,511,0.522388059701492,0,0.0111981328468777,1,1,226,0.369523511215082,NA,1000,0,0.16055630936228,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
44,731,0,0.160240071786676,0.160578286282801,-0.000293556002509807,503,0.51983584131327,0,0.0115115661237449,1,1,228,0.369664075286045,NA,1000,0,0.160578286282801,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
45,706,0,0.159522899447654,0.15994978109709,-0.000495691734222126,475,0.494334277620397,0,0.0119478255144156,1,1,231,0.369892115784394,NA,1000,0,0.15994978109709,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
46,715,0,0.159176095741512,0.159668150031786,-0.000676264770837934,481,0.488111888111888,0,0.0124721593089759,1,1,234,0.370070937047876,NA,1000,0,0.159668150031786,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
47,719,0,0.159516614669895,0.159879883676824,-0.000347415218843848,483,0.515994436717663,0,0.0126319060774963,1,1,236,0.370033472943959,NA,1000,0,0.159879883676824,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
48,718,0,0.159392984790057,0.159465687515827,0.000405009839145146,487,0.516713091922006,0,0.0128011312986733,1,1,231,0.370044592382065,NA,1000,0,0.159465687515827,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
49,717,0,0.159564146922562,0.159845315075441,-0.000132970480063752,481,0.543933054393305,0,0.0132597060571699,1,1,236,0.370166989541294,NA,1000,0,0.159845315075441,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
50,736,0,0.158644399005413,0.158762351778656,0.000276772205855044,503,0.53804347826087,0,0.0133944557627361,1,1,233,0.3702989121338,NA,1000,0,0.158762351778656,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
51,741,0,0.159000868558721,0.159162066004171,0.000160086949523531,530,0.515519568151147,0,0.0137351523896183,1,1,211,0.370340558891706,NA,1000,0,0.159162066004171,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
52,713,0,0.15919096973047,0.159575417569807,-0.000396079085420093,483,0.514726507713885,0,0.0138236103732373,1,1,230,0.370336287259409,NA,1000,0,0.159575417569807,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
53,706,0,0.159375989002691,0.159929178470255,-0.000819602715784472,468,0.495750708215297,0,0.0140232404614565,1,1,238,0.370378831619641,NA,1000,0,0.159929178470255,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
54,697,0,0.158612400795749,0.159094821964262,-0.000628173340087762,462,0.480631276901004,0,0.014349023349887,1,1,235,0.370555695734057,NA,1000,0,0.159094821964262,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
55,715,0,0.158663992460178,0.158925619834711,-8.22317612217855e-05,478,0.483916083916084,0,0.0146719790946463,1,1,237,0.370709103672159,NA,1000,0,0.158925619834711,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
56,740,0,0.158429169433561,0.158340294840295,0.000820171212510227,506,0.490540540540541,0,0.0150937092730158,1,1,234,0.370860583125451,NA,1000,0,0.158340294840295,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
57,730,0,0.159091872089254,0.159288916562889,7.38907343322715e-05,503,0.49041095890411,0,0.0155260653661615,1,1,227,0.370915958752766,NA,1000,0,0.159288916562889,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
58,704,0,0.159346224056161,0.159757231404959,-0.000453052245485319,475,0.474431818181818,0,0.0160352576648826,1,1,229,0.371117464247746,NA,1000,0,0.159757231404959,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
59,704,0,0.159084867940282,0.159526084710744,-0.000531048966710413,468,0.473011363636364,0,0.016427870105323,1,1,236,0.371241447944512,NA,1000,0,0.159526084710744,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
60,709,0,0.159593965339667,0.159785869983331,0.000103718647341806,472,0.464033850493653,0,0.0168449980512914,1,1,237,0.371340265417296,NA,1000,0,0.159785869983331,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
61,732,0,0.159843423824377,0.16023348236463,-0.000430972136948626,500,0.472677595628415,0,0.0170941381911494,1,1,232,0.371395166051687,NA,1000,0,0.16023348236463,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
62,724,0,0.159474986368215,0.159644650929181,0.000150077463089627,501,0.473756906077348,0,0.0174092002909525,1,1,223,0.371517661119069,NA,1000,0,0.159644650929181,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
63,724,0,0.159488088317317,0.159510296333501,0.000533290358640807,497,0.486187845303867,0,0.0177829736473071,1,1,227,0.371718211365676,NA,1000,0,0.159510296333501,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
64,705,0,0.159930225752317,0.159941972920696,0.000567559429519888,474,0.490780141843972,0,0.0180983324590498,1,1,231,0.371755659022736,NA,1000,0,0.159941972920696,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
65,708,0,0.15965218745194,0.159785567539805,0.000254589611746084,478,0.490112994350282,0,0.0181157418847898,1,1,230,0.371771898533482,NA,1000,0,0.159785567539805,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
66,715,0,0.159981071312667,0.160062301335029,0.00038480829662885,483,0.47972027972028,0,0.0184600621117029,1,1,232,0.371890500276853,NA,1000,0,0.160062301335029,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
67,709,0,0.160222922869392,0.160282087447109,0.00044458677169685,473,0.479548660084626,0,0.0186536806386844,1,1,236,0.371938015817025,NA,1000,0,0.160282087447109,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
68,700,0,0.160558480519481,0.160535064935065,0.000658810611846362,467,0.481428571428571,0,0.0190951490926507,1,1,233,0.372049581887758,NA,1000,0,0.160535064935065,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
69,713,0,0.160450324290212,0.160612010710187,0.000179386152322874,474,0.49929873772791,0,0.0193040284553466,1,1,239,0.372199921510442,NA,1000,0,0.160612010710187,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
70,739,0,0.160631723139611,0.161082543978349,-0.000596221837944757,509,0.515561569688769,0,0.0195788727158571,1,1,230,0.372239030784139,NA,1000,0,0.161082543978349,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
71,720,0,0.160673332281145,0.160643939393939,0.000668248214723035,488,0.522222222222222,0,0.0198182547753276,1,1,232,0.372297998570513,NA,1000,0,0.160643939393939,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
72,707,0,0.161091459620805,0.161096823968111,0.000583156024619051,474,0.523338048090523,0,0.0199485376414796,1,1,233,0.372263033627491,NA,1000,0,0.161096823968111,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
73,705,0,0.160907452067072,0.161139909735654,4.9961343029126e-06,474,0.53758865248227,0,0.0203907974899379,1,1,231,0.372494341587486,NA,1000,0,0.161139909735654,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
74,711,0,0.160293562123397,0.160455184758982,0.000180768488010359,479,0.526019690576653,0,0.0203626881604439,1,1,232,0.372607344290626,NA,1000,0,0.160455184758982,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
75,729,0,0.160200450712822,0.160544955730141,-0.000307941048286334,492,0.525377229080933,0,0.020584356941784,1,1,237,0.372691803357736,NA,1000,0,0.160544955730141,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
76,745,0,0.15991503576825,0.160192800488102,-0.000149243300483781,534,0.531543624161074,0,0.0207685363514632,1,1,211,0.372797374124044,NA,1000,0,0.160192800488102,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
77,732,0,0.159937192741714,0.16,0.000424182720032311,511,0.530054644808743,0,0.0207049571041559,1,1,221,0.372831063068598,NA,1000,0,0.16,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
78,712,0,0.160231125582456,0.160512002042901,-0.000126280772863672,480,0.558988764044944,0,0.0209327121615521,1,1,232,0.372851214019206,NA,1000,0,0.160512002042901,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
79,711,0,0.160446578876051,0.160824702723437,-0.000374371044817558,479,0.526019690576653,0,0.0211453332012714,1,1,232,0.372927170185248,NA,1000,0,0.160824702723437,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
80,707,0,0.160725926502531,0.161270412755561,-0.000794053934764382,473,0.545968882602546,0,0.0214723843982081,1,1,234,0.37299118555958,NA,1000,0,0.161270412755561,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
81,720,0,0.160572336209315,0.16120202020202,-0.00103415163199065,483,0.555555555555556,0,0.0217040908229485,1,1,237,0.373111998091909,NA,1000,0,0.16120202020202,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
82,727,0,0.160563324210816,0.161141678129298,-0.000912466592225117,503,0.547455295735901,0,0.0217814162585656,1,1,224,0.373140602857802,NA,1000,0,0.161141678129298,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
83,729,0,0.160343875511025,0.161006359895249,-0.0011354337944686,497,0.534979423868313,0,0.0218390890013888,1,1,232,0.373146081925262,NA,1000,0,0.161006359895249,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
84,725,0,0.160220322992109,0.160611912225705,-0.000425877820365765,501,0.526896551724138,0,0.0219159116732407,1,1,224,0.373262756211626,NA,1000,0,0.160611912225705,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
85,706,0,0.16043968533573,0.161010816379088,-0.000861610064774085,472,0.490084985835694,0,0.0220952887766635,1,1,234,0.373252727776314,NA,1000,0,0.161010816379088,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
86,705,0,0.160495999378118,0.161316569954868,-0.00149634448673025,465,0.493617021276596,0,0.0222760888274776,1,1,240,0.373337927331959,NA,1000,0,0.161316569954868,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
87,712,0,0.160179042548002,0.160924412665986,-0.00131954886817451,478,0.50561797752809,0,0.0223001965147966,1,1,234,0.373399911180035,NA,1000,0,0.160924412665986,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
88,723,0,0.160280791246081,0.160959386395071,-0.00116710940009079,484,0.518672199170125,0,0.0224297959648023,1,1,239,0.373429234989727,NA,1000,0,0.160959386395071,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
89,740,0,0.160293014144366,0.160479115479115,9.67532117847011e-05,505,0.524324324324324,0,0.0224491253070515,1,1,235,0.373453158707533,NA,1000,0,0.160479115479115,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
90,721,0,0.159886084923519,0.159902912621359,0.000548443143579984,491,0.538141470180305,0,0.0227038385728329,1,1,230,0.373568486558616,NA,1000,0,0.159902912621359,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
91,711,0,0.159970050700169,0.159905382943358,0.000761548809423247,479,0.523206751054852,0,0.0231333310881687,1,1,232,0.373738742168708,NA,1000,0,0.159905382943358,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
92,723,0,0.160103240528423,0.159888092543694,0.00114909455448889,487,0.521438450899032,0,0.0232383767298676,1,1,236,0.373782873315213,NA,1000,0,0.159888092543694,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
93,726,0,0.160400364894764,0.160060105184072,0.00147386203058167,494,0.517906336088154,0,0.0238320047758139,1,1,232,0.373962496647158,NA,1000,0,0.160060105184072,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
94,725,0,0.160535086801427,0.160532915360502,0.000596263396764539,496,0.543448275862069,0,0.0239781632181979,1,1,229,0.374019916415832,NA,1000,0,0.160532915360502,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
95,737,0,0.160353825086082,0.160312075983718,0.000695932001019072,508,0.537313432835821,0,0.0240340325084441,1,1,229,0.374144847005254,NA,1000,0,0.160312075983718,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
96,733,0,0.160510209589253,0.160870643681012,-0.000353028585990445,507,0.526603001364257,0,0.0242357392029404,1,1,226,0.374201731094159,NA,1000,0,0.160870643681012,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
97,715,0,0.160493524911198,0.16080228862047,-0.000200381586923355,485,0.518881118881119,0,0.0245577921075605,1,1,230,0.374380975812119,NA,1000,0,0.16080228862047,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
98,712,0,0.160356602952738,0.160476251276813,0.00028791548824098,477,0.52247191011236,0,0.0249660586982833,1,1,235,0.374622419036602,NA,1000,0,0.160476251276813,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
99,726,0,0.160500561761319,0.160770097670924,-0.000109446174628245,494,0.512396694214876,0,0.0252974958761288,1,1,232,0.374775960735163,NA,1000,0,0.160770097670924,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
100,681,0,0.160279989438133,0.160782272059805,-0.000650156228073756,492,0.490455212922173,0,0.0254413555831102,1,1,189,0.374830025025031,NA,910,0,0.160782272059805,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
101,623,0,0.160293507149333,0.160672698088428,-0.000270489722848049,496,0.491171749598716,0,0.0254650203205624,1,1,127,0.37485688256155,NA,820,0,0.160672698088428,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
102,534,0,0.159805621548141,0.16026557711951,-0.000324309470485444,398,0.49625468164794,0,0.0256408607725566,1,1,136,0.374899101770422,NA,730,0,0.16026557711951,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
103,482,0,0.159651708976962,0.160018860807243,-4.95702221670828e-05,358,0.508298755186722,0,0.0258853128969473,1,1,124,0.375034507723877,NA,640,0,0.160018860807243,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
104,412,0,0.159396444056933,0.16008826125331,-0.00052410333357629,323,0.521844660194175,0,0.0260675812325122,1,1,89,0.375174832252532,NA,550,0,0.16008826125331,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
105,331,0,0.159466619259839,0.160409228234002,-0.0006794626308906,263,0.477341389728097,0,0.02653280784692,1,1,68,0.37536563024786,NA,460,0,0.160409228234002,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
106,262,0,0.159161397937183,0.159982650936849,-0.000243008935619957,199,0.50763358778626,0,0.0265721536551164,1,1,63,0.375319492996073,NA,370,0,0.159982650936849,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
107,207,0,0.159415378315819,0.160408432147563,-0.000203827906799896,170,0.536231884057971,0,0.0268928176047142,1,1,37,0.375465787286935,NA,280,0,0.160408432147563,end_9.18.23_LL10,07,1000,1000,0,0.05,0.05,9,2,1,350,1,100,0
