year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.4684951,0.25766,0.456173181,141,0.5,0,0.00399816,1,7b,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,497,0.002012072,0.468552081,0.269275654,0.438512195,290,0.488933602,1,-0.001368265,1,7b,27,0.003771133,0.453684735,500,500,9,2,1,250,1,0.055555556,0,0
2,498,0.004016064,0.468368926,0.282903614,0.423884689,463,0.481927711,1,-0.0012611,1,7b,35,0.003811516,0.45125103,500,500,9,2,1,250,1,0.055555556,0,0
3,496,0.008064516,0.467919196,0.293229839,0.412691079,465,0.483870968,0,-0.001135447,1,7b,31,0.003873599,0.449405418,500,500,9,2,1,250,1,0.055555556,0,0
4,498,0.008032129,0.467804483,0.307353414,0.397498455,458,0.491967871,1,-0.000999961,1,7b,40,0.003946302,0.446869725,500,500,9,2,1,250,1,0.055555556,0,0
5,496,0.010080645,0.467880061,0.319520161,0.384725128,457,0.47983871,0,-0.00089511,1,7b,39,0.003940067,0.444766655,500,500,9,2,1,250,1,0.055555556,0,0
6,498,0.012048193,0.468009968,0.331718876,0.371685203,461,0.47188755,0,-0.000789393,1,7b,37,0.003992656,0.442578439,500,500,9,2,1,250,1,0.055555556,0,0
7,499,0.012024048,0.468081618,0.342785571,0.359857167,468,0.46492986,1,-0.000691918,1,7b,31,0.004025604,0.440598548,500,500,9,2,1,250,1,0.055555556,0,0
8,496,0.010080645,0.467841884,0.36521371,0.336131081,445,0.481854839,1,-0.000477114,1,7b,51,0.004139718,0.436707099,500,500,9,2,1,250,1,0.055555556,0,0
9,472,0.008474576,0.467603603,0.41115678,0.291213342,382,0.468220339,1,-8.41E-06,1,7b,90,0.004384468,0.429816306,500,500,9,2,1,250,1,0.055555556,0,0
10,441,0.011337868,0.466950119,0.466884354,0.240559833,330,0.487528345,0,0.000772414,1,7b,111,0.004678798,0.422547577,500,500,9,2,1,250,1,0.055555556,0,0
11,487,0.01026694,0.466858675,0.46713347,0.229041726,417,0.501026694,1,0.000994365,1,7b,70,0.004796584,0.41926478,500,500,9,2,1,250,1,0.055555556,0,0
12,498,0.010040161,0.466808745,0.467381526,0.226210485,462,0.483935743,1,0.001144599,1,7b,36,0.004865224,0.41844946,500,500,9,2,1,250,1,0.055555556,0,0
13,498,0.010040161,0.466497746,0.467168675,0.226180513,462,0.483935743,1,0.00123544,1,7b,36,0.004947334,0.418455111,500,500,9,2,1,250,1,0.055555556,0,0
14,498,0.012048193,0.46635951,0.46686747,0.226387632,464,0.485943775,1,0.001399975,1,7b,34,0.005021715,0.41849419,500,500,9,2,1,250,1,0.055555556,0,0
15,497,0.012072435,0.466025019,0.466044266,0.227216803,463,0.486921529,1,0.00154078,1,7b,34,0.005096093,0.418674824,500,500,9,2,1,250,1,0.055555556,0,0
16,497,0.010060362,0.46582301,0.465561368,0.227565145,465,0.486921529,1,0.001723266,1,7b,32,0.005189433,0.418739391,500,500,9,2,1,250,1,0.055555556,0,0
17,492,0.008130081,0.465590294,0.465873984,0.228182944,445,0.473577236,1,0.001958714,1,7b,47,0.005298967,0.419007544,500,500,9,2,1,250,1,0.055555556,0,0
18,480,0.00625,0.465153368,0.465691667,0.230812729,402,0.4625,1,0.002375194,1,7b,78,0.005430205,0.419831223,500,500,9,2,1,250,1,0.055555556,0,0
19,468,0.008547009,0.464822467,0.465555556,0.233554486,371,0.450854701,1,0.002797919,1,7b,97,0.005529243,0.420661471,500,500,9,2,1,250,1,0.055555556,0,0
20,481,0.01039501,0.46447393,0.465185031,0.230559591,399,0.446985447,1,0.003047569,1,7b,82,0.005626641,0.419780664,500,500,9,2,1,250,1,0.055555556,0,0
21,494,0.010121457,0.464373179,0.464919028,0.227738983,445,0.455465587,0,0.003200247,1,7b,49,0.005647221,0.418912036,500,500,9,2,1,250,1,0.055555556,0,0
22,497,0.00804829,0.464398577,0.465191147,0.226783839,457,0.458752515,1,0.003343523,1,7b,40,0.005690459,0.418658439,500,500,9,2,1,250,1,0.055555556,0,0
23,497,0.010060362,0.464316964,0.46393159,0.228061928,464,0.464788732,0,0.00345348,1,7b,33,0.005724562,0.418872663,500,500,9,2,1,250,1,0.055555556,0,0
24,499,0.012024048,0.464313922,0.463539078,0.228026896,464,0.466933868,0,0.003628785,1,7b,35,0.00576436,0.418803971,500,500,9,2,1,250,1,0.055555556,0,0
