year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.469722512,0.25204,0.462648174,133,0.492,0,0.003348044,1,3b,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,499,0.004008016,0.469683423,0.264352705,0.451110255,307,0.486973948,0,-0.001369455,1,3b,29,0.003069902,0.460595444,500,500,9,2,1,250,1,0.055555556,0,0
2,498,0.006024096,0.46948194,0.275634538,0.439029287,471,0.485943775,0,-0.001285561,1,3b,27,0.003131241,0.458586837,500,500,9,2,1,250,1,0.055555556,0,0
3,496,0.008064516,0.469133943,0.288120968,0.425639837,462,0.483870968,0,-0.001159656,1,3b,34,0.003173246,0.456370742,500,500,9,2,1,250,1,0.055555556,0,0
4,498,0.010040161,0.469123804,0.301317269,0.411538086,461,0.483935743,0,-0.001042594,1,3b,37,0.003206934,0.454014582,500,500,9,2,1,250,1,0.055555556,0,0
5,496,0.012096774,0.469167359,0.314770161,0.397413892,457,0.469758065,0,-0.000941323,1,3b,39,0.003224317,0.45168257,500,500,9,2,1,250,1,0.055555556,0,0
6,499,0.016032064,0.469471757,0.327811623,0.383543222,459,0.470941884,0,-0.000827926,1,3b,39,0.003232549,0.449342462,500,500,9,2,1,250,1,0.055555556,0,0
7,498,0.016064257,0.469543217,0.338232932,0.372607391,475,0.47188755,0,-0.000757945,1,3b,23,0.003262118,0.447532748,500,500,9,2,1,250,1,0.055555556,0,0
8,492,0.018292683,0.469287135,0.360256098,0.349751964,445,0.471544715,0,-0.000559779,1,3b,47,0.003301687,0.443827761,500,500,9,2,1,250,1,0.055555556,0,0
9,470,0.021276596,0.468790851,0.406540426,0.304322241,380,0.5,0,-2.10E-05,1,3b,90,0.003431328,0.436804931,500,500,9,2,1,250,1,0.055555556,0,0
10,437,0.018306636,0.468383926,0.466279176,0.250716588,323,0.485125858,0,0.000722276,1,3b,114,0.003743701,0.429096321,500,500,9,2,1,250,1,0.055555556,0,0
11,484,0.020661157,0.468534804,0.466053719,0.239335445,411,0.48553719,0,0.001038196,1,3b,73,0.003917545,0.42582537,500,500,9,2,1,250,1,0.055555556,0,0
12,496,0.018145161,0.468475498,0.467532258,0.234903623,456,0.493951613,0,0.001243124,1,3b,40,0.00405756,0.424719759,500,500,9,2,1,250,1,0.055555556,0,0
13,498,0.016064257,0.468270278,0.467983936,0.233790114,464,0.512048193,0,0.001405019,1,3b,34,0.004132565,0.424478519,500,500,9,2,1,250,1,0.055555556,0,0
14,496,0.014112903,0.468114236,0.468274194,0.233822302,461,0.530241935,0,0.001513837,1,3b,35,0.004194024,0.424552515,500,500,9,2,1,250,1,0.055555556,0,0
15,498,0.012048193,0.467978105,0.46924498,0.232210171,458,0.530120482,0,0.001696547,1,3b,40,0.004294521,0.424225923,500,500,9,2,1,250,1,0.055555556,0,0
16,499,0.014028056,0.467796752,0.469054108,0.232030324,472,0.537074148,0,0.001852794,1,3b,27,0.00435407,0.424170329,500,500,9,2,1,250,1,0.055555556,0,0
17,497,0.016096579,0.467772425,0.467706237,0.233912851,455,0.541247485,0,0.001981321,1,3b,42,0.004409922,0.424547397,500,500,9,2,1,250,1,0.055555556,0,0
18,485,0.018556701,0.467147778,0.467018557,0.236974455,410,0.52371134,0,0.002453484,1,3b,74,0.004713914,0.425451395,500,500,9,2,1,250,1,0.055555556,0,0
19,466,0.017167382,0.466592417,0.466871245,0.241331958,371,0.534334764,0,0.003025195,1,3b,95,0.005022371,0.426769532,500,500,9,2,1,250,1,0.055555556,0,0
20,477,0.018867925,0.466352839,0.466016771,0.239319096,394,0.545073375,0,0.003367764,1,3b,82,0.005193629,0.426110009,500,500,9,2,1,250,1,0.055555556,0,0
21,492,0.018292683,0.466305283,0.465365854,0.2363769,437,0.534552846,0,0.003543783,1,3b,54,0.005297968,0.425161631,500,500,9,2,1,250,1,0.055555556,0,0
22,497,0.018108652,0.466012753,0.465046278,0.235308176,458,0.521126761,0,0.003750672,1,3b,39,0.00542959,0.424838039,500,500,9,2,1,250,1,0.055555556,0,0
23,497,0.020120724,0.466040792,0.464064386,0.236376668,463,0.519114688,0,0.003939892,1,3b,34,0.00548717,0.425014157,500,500,9,2,1,250,1,0.055555556,0,0
24,497,0.022132797,0.465910943,0.462969819,0.23743671,458,0.507042254,0,0.004084628,1,3b,39,0.005563709,0.425194136,500,500,9,2,1,250,1,0.055555556,0,0
25,498,0.022088353,0.466026665,0.463096386,0.237165467,470,0.514056225,0,0.004093922,1,3b,28,0.005570007,0.42511424,500,500,9,2,1,250,1,0.055555556,0,0
26,495,0.02020202,0.465947389,0.463066667,0.237825792,455,0.517171717,0,0.004271764,1,3b,40,0.005661777,0.425319432,500,500,9,2,1,250,1,0.055555556,0,0
27,486,0.016460905,0.465934203,0.464333333,0.238586164,419,0.526748971,0,0.004627981,1,3b,67,0.005813813,0.425724377,500,500,9,2,1,250,1,0.055555556,0,0
