year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.469830808,0.251656,0.46535851,131,0.472,0,0.003056291,1,4,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,500,0.01,0.4697623,0.263076,0.452971606,300,0.48,5,-0.001370248,1,4,26,0.002877864,0.463310335,500,500,9,2,1,250,1,0.055555556,0,0
2,497,0.020120724,0.469928849,0.272317907,0.443311433,476,0.472837022,5,-0.001296014,1,4,21,0.002917109,0.461708404,500,500,9,2,1,250,1,0.055555556,0,0
3,498,0.026104418,0.469803281,0.282895582,0.431989499,472,0.475903614,5,-0.001213371,1,4,26,0.00290586,0.459821255,500,500,9,2,1,250,1,0.055555556,0,0
4,498,0.024096386,0.469824612,0.294405622,0.419788138,467,0.491967871,5,-0.001128451,1,4,31,0.002898097,0.457790274,500,500,9,2,1,250,1,0.055555556,0,0
5,499,0.026052104,0.469790651,0.306028056,0.407374085,469,0.501002004,5,-0.001053847,1,4,30,0.002911788,0.455716285,500,500,9,2,1,250,1,0.055555556,0,0
6,497,0.032193159,0.469420394,0.316474849,0.396178855,467,0.523138833,5,-0.000943181,1,4,30,0.002853995,0.453874496,500,500,9,2,1,250,1,0.055555556,0,0
7,498,0.034136546,0.469497762,0.32684739,0.385146364,468,0.512048193,5,-0.000813903,1,4,29,0.002917222,0.452028428,500,500,9,2,1,250,1,0.055555556,0,0
8,490,0.03877551,0.469486406,0.353159184,0.358087582,435,0.495918367,5,-0.000560461,1,4,54,0.0029605,0.447645851,500,500,9,2,1,250,1,0.055555556,0,0
9,472,0.044491525,0.468947644,0.400330508,0.31100616,377,0.506355932,5,6.08E-05,1,4,94,0.003158591,0.440265099,500,500,9,2,1,250,1,0.055555556,0,0
10,437,0.050343249,0.468166268,0.459340961,0.25797825,322,0.491990847,5,0.001111053,1,4,115,0.003409068,0.432683049,500,500,9,2,1,250,1,0.055555556,0,0
11,487,0.04312115,0.467962251,0.460217659,0.244808116,419,0.484599589,5,0.001400782,1,4,68,0.003564686,0.42906796,500,500,9,2,1,250,1,0.055555556,0,0
12,496,0.046370968,0.467952857,0.459951613,0.2430255,460,0.489919355,5,0.001502717,1,4,36,0.003544354,0.428497217,500,500,9,2,1,250,1,0.055555556,0,0
13,496,0.044354839,0.467866675,0.460177419,0.242716432,466,0.483870968,5,0.001658493,1,4,29,0.003588419,0.428448791,500,500,9,2,1,250,1,0.055555556,0,0
14,499,0.048096192,0.467689017,0.45939479,0.2427286,467,0.470941884,5,0.001907598,1,4,31,0.003665541,0.428364196,500,500,9,2,1,250,1,0.055555556,0,0
