year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.46974584,0.252064,0.4657342,129,0.528,0,0.002983587,1,1b,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,499,0.002004008,0.469364199,0.26460521,0.450643492,299,0.537074148,1,-0.001377131,1,1b,29,0.002804334,0.463350296,500,500,9,2,1,250,1,0.055555556,0,0
2,498,0.004016064,0.469227553,0.277911647,0.436447792,465,0.536144578,1,-0.00126731,1,1b,33,0.002844854,0.460991356,500,500,9,2,1,250,1,0.055555556,0,0
3,498,0.004016064,0.469071471,0.292180723,0.421198752,463,0.530120482,1,-0.001163286,1,1b,35,0.002887939,0.458455878,500,500,9,2,1,250,1,0.055555556,0,0
4,499,0.006012024,0.469237626,0.305579158,0.407014089,462,0.5250501,1,-0.001076585,1,1b,37,0.002845533,0.456087169,500,500,9,2,1,250,1,0.055555556,0,0
5,498,0.006024096,0.469161755,0.316875502,0.395026924,466,0.518072289,1,-0.000947081,1,1b,32,0.002902385,0.454102283,500,500,9,2,1,250,1,0.055555556,0,0
6,498,0.006024096,0.469300608,0.33113253,0.379976003,463,0.530120482,1,-0.000806603,1,1b,34,0.002974872,0.451597288,500,500,9,2,1,250,1,0.055555556,0,0
7,498,0.008032129,0.469274677,0.342076305,0.368336531,470,0.530120482,1,-0.000719603,1,1b,28,0.003001517,0.449661634,500,500,9,2,1,250,1,0.055555556,0,0
8,494,0.010121457,0.46937492,0.363489879,0.346146808,446,0.520242915,1,-0.000463672,1,1b,47,0.003105238,0.446035693,500,500,9,2,1,250,1,0.055555556,0,0
9,469,0.012793177,0.468919977,0.413147122,0.297774335,376,0.509594883,1,8.00E-05,1,1b,93,0.003344515,0.438614211,500,500,9,2,1,250,1,0.055555556,0,0
10,441,0.013605442,0.468197747,0.468390023,0.247416979,330,0.485260771,1,0.001075499,1,1b,111,0.003796712,0.431327778,500,500,9,2,1,250,1,0.055555556,0,0
11,484,0.008264463,0.468089091,0.468297521,0.236620368,415,0.477272727,1,0.00146074,1,1b,69,0.00401167,0.428242104,500,500,9,2,1,250,1,0.055555556,0,0
12,496,0.010080645,0.468004203,0.467024194,0.235053151,455,0.489919355,1,0.001645998,1,1b,41,0.004129944,0.427603102,500,500,9,2,1,250,1,0.055555556,0,0
13,496,0.012096774,0.467835145,0.466278226,0.235707725,460,0.491935484,1,0.001937085,1,1b,36,0.004261881,0.42771738,500,500,9,2,1,250,1,0.055555556,0,0
14,496,0.010080645,0.46783097,0.466370968,0.235605861,463,0.491935484,1,0.002017332,1,1b,33,0.004310732,0.427700633,500,500,9,2,1,250,1,0.055555556,0,0
