year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.469196392,0.254552,0.465389632,151,0.49,0.5,0.003174927,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,498,0.002008032,0.468935864,0.266618474,0.445290062,304,0.493975904,0.5,-0.001367454,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
2,499,0.002004008,0.468890121,0.279755511,0.431271389,467,0.482965932,0.5,-0.001266402,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
3,496,0.004032258,0.468672131,0.29203629,0.418193013,463,0.483870968,0.5,-0.001165241,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
4,497,0.004024145,0.468783575,0.306092555,0.403292341,457,0.488933602,0.5,-0.001062604,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
5,496,0.004032258,0.468766808,0.320052419,0.388526523,459,0.497983871,0.5,-0.000907972,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
6,496,0.002016129,0.468486424,0.332580645,0.375047361,457,0.497983871,0.5,-0.000813343,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
7,499,0.004008016,0.468617427,0.344729459,0.361948049,471,0.496993988,0.5,-0.000664269,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
8,488,0.00204918,0.468245133,0.374897541,0.331015221,422,0.504098361,0.5,-0.000294566,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
9,475,0.004210526,0.467715262,0.418231579,0.287364166,385,0.507368421,0.5,0.000242681,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
10,450,0.002222222,0.46697963,0.468768889,0.240497614,344,0.513333333,0.5,0.001096777,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
11,488,0.004098361,0.46650194,0.467663934,0.231905104,425,0.493852459,0.5,0.001321786,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
12,497,0.002012072,0.466264837,0.467778672,0.229479238,462,0.496981891,0.5,0.001462649,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
13,496,0.004032258,0.466284681,0.46758871,0.2299305,462,0.489919355,0.5,0.001516033,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
14,495,0.002020202,0.466188695,0.467583838,0.23009008,459,0.482828283,0.5,0.001675538,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
15,495,0.002020202,0.466126436,0.467329293,0.2303097,457,0.488888889,0.5,0.001817315,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
16,497,0.002012072,0.465754543,0.466897384,0.22999896,468,0.494969819,0.5,0.001912565,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
17,490,0.004081633,0.465606905,0.46724898,0.23114338,432,0.481632653,0.5,0.002192802,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
18,480,0.002083333,0.46545253,0.4671625,0.233493999,399,0.458333333,0.5,0.002497819,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
19,470,0.00212766,0.465126772,0.465795745,0.237086186,375,0.457446809,0.5,0.002880109,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
20,482,0.002074689,0.465100356,0.466186722,0.233753834,407,0.470954357,0.5,0.003195068,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
21,494,0.004048583,0.464985916,0.465672065,0.231371094,448,0.461538462,0.5,0.003390745,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
22,498,0.002008032,0.464447944,0.465927711,0.229726452,459,0.459839357,0.5,0.003623419,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
23,498,0.004016064,0.464282701,0.465048193,0.230530131,463,0.47188755,0.5,0.003876802,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
24,499,0.002004008,0.464124497,0.465290581,0.229909282,459,0.472945892,0.5,0.004110052,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
25,498,0.004016064,0.464149792,0.465200803,0.23025759,471,0.47188755,0.5,0.004215174,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
26,493,0.002028398,0.464087303,0.465521298,0.231029563,439,0.478701826,0.5,0.004494898,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
27,486,0.004115226,0.463348651,0.465374486,0.232237258,413,0.491769547,0.5,0.004948353,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
28,476,0.00210084,0.463265928,0.466306723,0.233604061,390,0.476890756,0.5,0.005218527,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
29,480,0.004166667,0.463125291,0.466204167,0.232624801,402,0.485416667,0.5,0.005488822,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
30,492,0,0.463215129,0.467117886,0.228852736,432,0.49796748,0.5,0.005693903,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
31,495,0.002020202,0.46327518,0.466307071,0.229056474,454,0.490909091,0.5,0.005849581,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
32,496,0,0.463057874,0.466959677,0.227945482,459,0.477822581,0.5,0.006009315,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
33,496,0.002016129,0.463249598,0.466455645,0.228641825,457,0.475806452,0.5,0.00594114,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
34,496,0.002016129,0.463034734,0.465810484,0.229153569,469,0.47983871,0.5,0.006048264,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
35,493,0.002028398,0.462621508,0.465407708,0.229948569,442,0.476673428,0.5,0.006187812,1,7c,NA,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
