year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.470043716,0.250724,0.469258712,123,0.51,0,0.003542595,1,2b,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,497,0.002012072,0.469877138,0.262929577,0.454350493,289,0.511066398,1,-0.001384232,1,2b,27,0.00335205,0.466937686,500,500,9,2,1,250,1,0.055555556,0,0
2,496,0.004032258,0.469918969,0.276576613,0.439941251,461,0.522177419,1,-0.001276286,1,2b,34,0.003428016,0.464546694,500,500,9,2,1,250,1,0.055555556,0,0
3,497,0.006036217,0.469976167,0.289911469,0.425815934,465,0.533199195,1,-0.00117882,1,2b,32,0.003435436,0.462194488,500,500,9,2,1,250,1,0.055555556,0,0
4,498,0.006024096,0.46979164,0.304787149,0.409877608,460,0.514056225,1,-0.001063037,1,2b,38,0.003466382,0.459538726,500,500,9,2,1,250,1,0.055555556,0,0
5,495,0.008080808,0.470025752,0.316824242,0.397470725,459,0.519191919,1,-0.000949433,1,2b,36,0.003528711,0.457502722,500,500,9,2,1,250,1,0.055555556,0,0
6,497,0.00804829,0.470077074,0.32931992,0.384118985,466,0.511066398,1,-0.000800885,1,2b,31,0.003623079,0.455262883,500,500,9,2,1,250,1,0.055555556,0,0
7,498,0.008032129,0.470027354,0.341068273,0.371538837,468,0.522088353,1,-0.000710576,1,2b,30,0.003670977,0.45315902,500,500,9,2,1,250,1,0.055555556,0,0
8,491,0.00610998,0.46958078,0.36499389,0.346715566,438,0.525458248,1,-0.000481772,1,2b,53,0.003809649,0.449157389,500,500,9,2,1,250,1,0.055555556,0,0
9,475,0.008421053,0.468996898,0.407271579,0.304515846,389,0.52,1,-0.000102633,1,2b,86,0.00396812,0.442563826,500,500,9,2,1,250,1,0.055555556,0,0
10,443,0.011286682,0.46807517,0.465860045,0.25109972,330,0.48758465,1,0.000664746,1,2b,113,0.004205576,0.43486707,500,500,9,2,1,250,1,0.055555556,0,0
11,485,0.010309278,0.467942791,0.466173196,0.240187963,413,0.474226804,1,0.00085242,1,2b,71,0.00427494,0.431796281,500,500,9,2,1,250,1,0.055555556,0,0
12,496,0.012096774,0.467961425,0.465806452,0.237988453,459,0.463709677,1,0.000915582,1,2b,37,0.00430128,0.431081429,500,500,9,2,1,250,1,0.055555556,0,0
13,499,0.012024048,0.467810724,0.465242485,0.237767401,463,0.48496994,1,0.00106643,1,2b,36,0.004368355,0.430953799,500,500,9,2,1,250,1,0.055555556,0,0
14,497,0.012072435,0.467515613,0.465730382,0.237474215,463,0.478873239,1,0.001193395,1,2b,34,0.004397803,0.430979362,500,500,9,2,1,250,1,0.055555556,0,0
15,500,0.012,0.467200804,0.465252,0.237029077,466,0.48,1,0.00132994,1,2b,34,0.004484048,0.43082005,500,500,9,2,1,250,1,0.055555556,0,0
16,499,0.014028056,0.467106899,0.464116232,0.238395088,471,0.472945892,1,0.001426327,1,2b,28,0.004516652,0.431082143,500,500,9,2,1,250,1,0.055555556,0,0
17,495,0.01010101,0.46676089,0.465781818,0.237276469,443,0.470707071,1,0.001666725,1,2b,51,0.00464108,0.431036577,500,500,9,2,1,250,1,0.055555556,0,0
18,484,0.008264463,0.466406986,0.46735124,0.237964362,408,0.48553719,1,0.002180555,1,2b,76,0.004842562,0.431514668,500,500,9,2,1,250,1,0.055555556,0,0
19,465,0.010752688,0.466229631,0.465772043,0.244154383,372,0.498924731,1,0.002611503,1,2b,93,0.005031849,0.433129498,500,500,9,2,1,250,1,0.055555556,0,0
20,476,0.010504202,0.466094992,0.464911765,0.24221578,394,0.510504202,1,0.002965336,1,2b,82,0.005184881,0.432473555,500,500,9,2,1,250,1,0.055555556,0,0
21,491,0.010183299,0.465965078,0.465608961,0.237762574,439,0.50712831,1,0.00318661,1,2b,52,0.005281303,0.431272063,500,500,9,2,1,250,1,0.055555556,0,0
22,495,0.01010101,0.466035249,0.465248485,0.237254352,455,0.498989899,1,0.003200036,1,2b,40,0.005296175,0.431057707,500,500,9,2,1,250,1,0.055555556,0,0
23,498,0.012048193,0.466246359,0.464963855,0.237024759,462,0.504016064,1,0.003430239,1,2b,36,0.005398506,0.430916327,500,500,9,2,1,250,1,0.055555556,0,0
24,498,0.014056225,0.466274302,0.464963855,0.237047501,465,0.512048193,1,0.003607673,1,2b,33,0.005447634,0.430919136,500,500,9,2,1,250,1,0.055555556,0,0
25,498,0.014056225,0.466242371,0.46511245,0.236863202,470,0.504016064,1,0.003719734,1,2b,28,0.005498064,0.430889687,500,500,9,2,1,250,1,0.055555556,0,0
26,493,0.010141988,0.466181774,0.465395538,0.237689208,445,0.503042596,1,0.003944002,1,2b,48,0.005653711,0.431188593,500,500,9,2,1,250,1,0.055555556,0,0
27,486,0.010288066,0.46619002,0.464255144,0.24056363,417,0.481481481,1,0.004288201,1,2b,69,0.005837661,0.431884283,500,500,9,2,1,250,1,0.055555556,0,0
28,476,0.008403361,0.465828473,0.464991597,0.241921988,392,0.493697479,1,0.004514944,1,2b,84,0.005961124,0.432434397,500,500,9,2,1,250,1,0.055555556,0,0
29,479,0.010438413,0.465419267,0.464759916,0.241107065,395,0.513569937,1,0.005055205,1,2b,84,0.006245176,0.432220193,500,500,9,2,1,250,1,0.055555556,0,0
30,489,0.010224949,0.465221699,0.464564417,0.238744173,427,0.515337423,1,0.005328538,1,2b,62,0.00645333,0.43152252,500,500,9,2,1,250,1,0.055555556,0,0
31,493,0.006085193,0.46517536,0.465882353,0.236357448,447,0.517241379,1,0.005453256,1,2b,46,0.006538219,0.431003199,500,500,9,2,1,250,1,0.055555556,0,0
32,496,0.008064516,0.464749671,0.465407258,0.235804022,458,0.524193548,1,0.005537205,1,2b,38,0.00662122,0.430830014,500,500,9,2,1,250,1,0.055555556,0,0
33,497,0.006036217,0.464635742,0.465529175,0.235344598,462,0.521126761,1,0.005658722,1,2b,35,0.006723721,0.43072582,500,500,9,2,1,250,1,0.055555556,0,0
34,497,0.00804829,0.464586473,0.465279678,0.235570394,469,0.539235412,1,0.005735905,1,2b,27,0.006787921,0.430764861,500,500,9,2,1,250,1,0.055555556,0,0
