year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.469694756,0.251836,0.456096462,125,0.528,0,0.003221471,1,6,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,500,0.01,0.469552744,0.262664,0.453016992,308,0.518,5,-0.001371337,1,6,26,0.002980598,0.454871002,500,500,9,2,1,250,1,0.055555556,0,0
2,498,0.018072289,0.469471327,0.273040161,0.441978249,472,0.516064257,5,-0.001280068,1,6,24,0.002980155,0.453032006,500,500,9,2,1,250,1,0.055555556,0,0
3,498,0.024096386,0.469458936,0.284859438,0.429422057,471,0.508032129,5,-0.001166552,1,6,27,0.0029867,0.450939564,500,500,9,2,1,250,1,0.055555556,0,0
4,499,0.026052104,0.469504653,0.296016032,0.417556734,473,0.50501002,5,-0.001060114,1,6,26,0.00295523,0.448956778,500,500,9,2,1,250,1,0.055555556,0,0
5,498,0.032128514,0.469463601,0.307056225,0.405857232,470,0.5,5,-0.000955673,1,6,27,0.002983079,0.447012629,500,500,9,2,1,250,1,0.055555556,0,0
6,498,0.036144578,0.469423711,0.315855422,0.396488692,475,0.512048193,5,-0.000862013,1,6,23,0.003019646,0.445451825,500,500,9,2,1,250,1,0.055555556,0,0
7,499,0.036072144,0.469157766,0.325559118,0.385931178,475,0.511022044,5,-0.000752672,1,6,24,0.003084831,0.443685761,500,500,9,2,1,250,1,0.055555556,0,0
8,494,0.042510121,0.469111807,0.346708502,0.363927456,448,0.491902834,5,-0.000583441,1,6,46,0.003141947,0.440081309,500,500,9,2,1,250,1,0.055555556,0,0
9,460,0.047826087,0.468697363,0.40113913,0.311756975,357,0.480434783,5,0.000188722,1,6,102,0.003386451,0.432111235,500,500,9,2,1,250,1,0.055555556,0,0
10,433,0.050808314,0.467626495,0.458669746,0.258947788,316,0.482678984,5,0.001386789,1,6,116,0.003711159,0.4243757,500,500,9,2,1,250,1,0.055555556,0,0
11,483,0.037267081,0.467247324,0.46079089,0.24426088,406,0.480331263,5,0.001676791,1,6,76,0.003886997,0.420597032,500,500,9,2,1,250,1,0.055555556,0,0
12,497,0.042253521,0.467195317,0.45938833,0.24248473,460,0.486921529,5,0.001814831,1,6,36,0.003949706,0.419893557,500,500,9,2,1,250,1,0.055555556,0,0
13,498,0.042168675,0.467138123,0.459273092,0.242335712,471,0.493975904,5,0.001879676,1,6,27,0.004002351,0.419841127,500,500,9,2,1,250,1,0.055555556,0,0
14,500,0.042,0.46735334,0.459572,0.241741573,471,0.486,5,0.001959491,1,6,29,0.004003854,0.419676433,500,500,9,2,1,250,1,0.055555556,0,0
15,497,0.048289738,0.467317741,0.458100604,0.243952955,478,0.478873239,5,0.002005095,1,6,19,0.004030914,0.420133623,500,500,9,2,1,250,1,0.055555556,0,0
16,498,0.050200803,0.46741155,0.457445783,0.244501589,474,0.497991968,5,0.002088036,1,6,24,0.004070448,0.420192652,500,500,9,2,1,250,1,0.055555556,0,0
17,495,0.044444444,0.467154082,0.458,0.244377666,449,0.507070707,5,0.002322856,1,6,46,0.004173197,0.420267707,500,500,9,2,1,250,1,0.055555556,0,0
18,477,0.046121593,0.466289313,0.457069182,0.248797548,393,0.488469602,5,0.002742993,1,6,83,0.00431936,0.421542669,500,500,9,2,1,250,1,0.055555556,0,0
19,462,0.04978355,0.465983541,0.455415584,0.253814817,363,0.5,5,0.002959592,1,6,99,0.004349525,0.422791695,500,500,9,2,1,250,1,0.055555556,0,0
20,475,0.052631579,0.466034367,0.455747368,0.250441467,387,0.505263158,5,0.003257181,1,6,87,0.004443996,0.42187544,500,500,9,2,1,250,1,0.055555556,0,0
21,492,0.046747967,0.465464034,0.456146341,0.245666089,437,0.510162602,5,0.003435429,1,6,55,0.004533787,0.420620514,500,500,9,2,1,250,1,0.055555556,0,0
22,497,0.048289738,0.465343635,0.455790744,0.244822026,465,0.521126761,5,0.003485647,1,6,31,0.004540946,0.420339478,500,500,9,2,1,250,1,0.055555556,0,0
23,497,0.040241449,0.465150116,0.455746479,0.244713238,463,0.517102616,5,0.003619832,1,6,33,0.004599689,0.420327468,500,500,9,2,1,250,1,0.055555556,0,0
