year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.470386012,0.249164,0.463774482,125,0.516,0,0.003284581,1,1c,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,499,0,0.470295573,0.261482966,0.457957544,308,0.527054108,0,-0.001386507,1,1c,29,0.00311416,0.462194569,500,500,9,2,1,250,1,0.055555556,0,0
2,498,0,0.470234452,0.276212851,0.44232207,465,0.536144578,0,-0.001286043,1,1c,33,0.003201256,0.459590104,500,500,9,2,1,250,1,0.055555556,0,0
3,498,0,0.470252355,0.290630522,0.427049172,463,0.52811245,0,-0.001172385,1,1c,35,0.003252872,0.457045273,500,500,9,2,1,250,1,0.055555556,0,0
4,497,0,0.470127688,0.305561368,0.411204469,455,0.535211268,0,-0.001056656,1,1c,42,0.003315236,0.454413473,500,500,9,2,1,250,1,0.055555556,0,0
5,495,0,0.470184181,0.319680808,0.396438466,453,0.525252525,0,-0.000896762,1,1c,42,0.003377144,0.451973593,500,500,9,2,1,250,1,0.055555556,0,0
6,497,0,0.470092887,0.335291751,0.379690914,455,0.513078471,0,-0.000756697,1,1c,42,0.003435434,0.449168462,500,500,9,2,1,250,1,0.055555556,0,0
7,498,0,0.469841886,0.34764257,0.366332643,469,0.508032129,0,-0.000630491,1,1c,29,0.00351657,0.4469353,500,500,9,2,1,250,1,0.055555556,0,0
8,491,0,0.469740921,0.373649695,0.339622264,438,0.490835031,0,-0.000351483,1,1c,53,0.00366804,0.442609086,500,500,9,2,1,250,1,0.055555556,0,0
9,471,0,0.46930273,0.420539278,0.293727153,382,0.481953291,0,0.000168951,1,1c,89,0.00389097,0.435495313,500,500,9,2,1,250,1,0.055555556,0,0
10,450,0,0.468699388,0.470995556,0.246620555,340,0.502222222,0,0.001176298,1,1c,110,0.004465458,0.428489129,500,500,9,2,1,250,1,0.055555556,0,0
11,488,0,0.46878833,0.47052459,0.237535479,425,0.493852459,0,0.001433501,1,1c,63,0.004642428,0.425836633,500,500,9,2,1,250,1,0.055555556,0,0
12,498,0,0.468787084,0.471212851,0.23439145,461,0.493975904,0,0.00145236,1,1c,37,0.004674077,0.425000532,500,500,9,2,1,250,1,0.055555556,0,0
13,498,0,0.468907308,0.4717751,0.233892216,462,0.483935743,0,0.001657376,1,1c,36,0.00478314,0.424913416,500,500,9,2,1,250,1,0.055555556,0,0
14,497,0,0.468753924,0.471404427,0.234400974,458,0.47082495,0,0.001872035,1,1c,39,0.004895146,0.425034939,500,500,9,2,1,250,1,0.055555556,0,0
15,496,0,0.468763841,0.471254032,0.234808937,456,0.475806452,0,0.002044441,1,1c,40,0.005026035,0.425134064,500,500,9,2,1,250,1,0.055555556,0,0
16,498,0,0.468697795,0.470907631,0.234642961,467,0.477911647,0,0.00219025,1,1c,31,0.005102438,0.425045384,500,500,9,2,1,250,1,0.055555556,0,0
17,494,0,0.468316445,0.469935223,0.236324242,445,0.483805668,0,0.002476233,1,1c,49,0.005231706,0.425463518,500,500,9,2,1,250,1,0.055555556,0,0
18,481,0,0.468128016,0.469280665,0.240026858,405,0.486486486,0,0.002870597,1,1c,76,0.005463718,0.426486155,500,500,9,2,1,250,1,0.055555556,0,0
19,465,0,0.468453079,0.470344086,0.243196878,371,0.47311828,0,0.003147795,1,1c,94,0.005511396,0.427486857,500,500,9,2,1,250,1,0.055555556,0,0
20,481,0,0.468279663,0.46991684,0.239483082,402,0.482328482,0,0.00347404,1,1c,79,0.005677617,0.426392168,500,500,9,2,1,250,1,0.055555556,0,0
21,494,0,0.468289306,0.469647773,0.23660651,444,0.481781377,0,0.003772967,1,1c,50,0.00588162,0.425511197,500,500,9,2,1,250,1,0.055555556,0,0
22,497,0,0.468070637,0.469054326,0.236340286,458,0.484909457,0,0.003993248,1,1c,39,0.006020347,0.425380116,500,500,9,2,1,250,1,0.055555556,0,0
23,497,0,0.468085398,0.469078471,0.236326632,458,0.484909457,0,0.004178788,1,1c,39,0.006117681,0.425377354,500,500,9,2,1,250,1,0.055555556,0,0
24,497,0,0.468231874,0.469138833,0.236381454,457,0.480885312,0,0.004349221,1,1c,40,0.006190885,0.425381558,500,500,9,2,1,250,1,0.055555556,0,0
25,497,0,0.468305714,0.469167002,0.236411483,466,0.488933602,0,0.004464271,1,1c,31,0.006233244,0.425384075,500,500,9,2,1,250,1,0.055555556,0,0
26,496,0,0.46846964,0.469737903,0.236177549,448,0.485887097,0,0.004675235,1,1c,48,0.006372111,0.425371171,500,500,9,2,1,250,1,0.055555556,0,0
27,488,0,0.468520286,0.469340164,0.238565834,420,0.506147541,0,0.004980248,1,1c,68,0.006473145,0.426015341,500,500,9,2,1,250,1,0.055555556,0,0
28,478,0,0.468285009,0.469096234,0.241084678,394,0.49790795,0,0.005380347,1,1c,84,0.006625407,0.426747312,500,500,9,2,1,250,1,0.055555556,0,0
29,478,0,0.468185453,0.469610879,0.240470232,399,0.489539749,0,0.005859828,1,1c,79,0.00688844,0.426650024,500,500,9,2,1,250,1,0.055555556,0,0
