year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.469230308,0.254276,0.456052967493432,144,0.432,0,0.00346738461579819,1,1,0,NA,NA,500,500,9,2,1,250,1,0.0555555555555556,0,0
1,499,0.00400801603206413,0.468825077007723,0.26636873747495,0.44579079573939,285,0.43687374749499,0,-0.00137076828948316,1,1,28,0.00330747501002571,0.45410677448453,500,500,9,2,1,250,1,0.0555555555555556,0,0
2,499,0.00801603206412826,0.468583989622532,0.278725450901804,0.432497074357855,471,0.438877755511022,0,-0.00128328705393531,1,1,28,0.00332112504754011,0.451893172301457,500,500,9,2,1,250,1,0.0555555555555556,0,0
3,497,0.00804828973843058,0.468609155941686,0.290547283702213,0.420010297998755,465,0.432595573440644,0,-0.00119798139749288,1,1,32,0.00333427166814033,0.449823420909188,500,500,9,2,1,250,1,0.0555555555555556,0,0
4,497,0.00603621730382294,0.468418891619334,0.303058350100604,0.40660108795697,466,0.440643863179074,0,-0.00111882865195206,1,1,31,0.0033840478918059,0.447595385412691,500,500,9,2,1,250,1,0.0555555555555556,0,0
5,496,0.0100806451612903,0.468617492358221,0.316689516129032,0.392315515092615,458,0.439516129032258,0,-0.00100204756349932,1,1,37,0.00342159069239867,0.445227641757566,500,500,9,2,1,250,1,0.0555555555555556,0,0
6,499,0.0120240480961924,0.46871438668921,0.329014028056112,0.379057416205268,465,0.440881763527054,0,-0.000917978709747223,1,1,33,0.00341920816308349,0.442992220219107,500,500,9,2,1,250,1,0.0555555555555556,0,0
7,499,0.0160320641282565,0.46867743904643,0.340044088176353,0.36729323305429,474,0.448897795591182,0,-0.000795994709338033,1,1,24,0.00347895538854414,0.441033480333225,500,500,9,2,1,250,1,0.0555555555555556,0,0
8,493,0.0202839756592292,0.46904226719715,0.361963488843813,0.344917559304711,446,0.470588235294118,0,-0.000602550553070211,1,1,46,0.00351204200254676,0.437393661239026,500,500,9,2,1,250,1,0.0555555555555556,0,0
9,474,0.0253164556962025,0.468607568231587,0.405130801687764,0.302126599502646,387,0.470464135021097,0,-0.000178835927278031,1,1,86,0.00367504078805246,0.430718393798904,500,500,9,2,1,250,1,0.0555555555555556,0,0
10,434,0.0299539170506912,0.467887956847671,0.464645161290323,0.249782611505061,319,0.504608294930876,0,0.000825659098616855,1,1,115,0.00403750486342402,0.423365737897584,500,500,9,2,1,250,1,0.0555555555555556,0,0
11,484,0.0185950413223141,0.467857967351957,0.466438016528926,0.235561307981045,409,0.5,1,0.000968384848220638,1,1,75,0.00421251470555593,0.419583940202199,500,500,9,2,1,250,1,0.0555555555555556,0,0
12,496,0.0181451612903226,0.467890161615505,0.466306451612903,0.232931222769784,453,0.514112903225806,0,0.00114178403874161,1,1,43,0.00430533953663688,0.418779178715981,500,500,9,2,1,250,1,0.0555555555555556,0,0
13,498,0.0200803212851406,0.467854107191819,0.466,0.232768802158562,468,0.504016064257028,0,0.00129120175039639,1,1,30,0.0043485737408323,0.418691574381009,500,500,9,2,1,250,1,0.0555555555555556,0,0
14,497,0.0160965794768612,0.467595998526369,0.466438631790744,0.232320427252894,460,0.505030181086519,1,0.00137693618407818,1,1,37,0.00445862832864304,0.418656544448278,500,500,9,2,1,250,1,0.0555555555555556,0,0
15,496,0.0141129032258065,0.46761061882154,0.467048387096774,0.231914681794925,463,0.512096774193548,0,0.00153035294417369,1,1,33,0.00453305584752995,0.418619712862936,500,500,9,2,1,250,1,0.0555555555555556,0,0
16,497,0.0160965794768612,0.467590375249485,0.465919517102616,0.232868025725897,471,0.509054325955734,0,0.00154098847100791,1,1,26,0.00450371837930584,0.418747660890134,500,500,9,2,1,250,1,0.0555555555555556,0,0
17,494,0.01417004048583,0.467026082217378,0.465574898785425,0.233464707173548,450,0.510121457489879,1,0.00177633654234748,1,1,44,0.00465205206451281,0.418957669558983,500,500,9,2,1,250,1,0.0555555555555556,0,0
18,485,0.0103092783505155,0.466732664470188,0.466865979381443,0.233969622046382,407,0.517525773195876,1,0.00210954194851974,1,1,78,0.004837498170878,0.419327737196724,500,500,9,2,1,250,1,0.0555555555555556,0,0
19,468,0.0128205128205128,0.466612033384469,0.465846153846154,0.239028406052226,372,0.506410256410256,0,0.00231552288242399,1,1,96,0.00491954082090824,0.42067570776415,500,500,9,2,1,250,1,0.0555555555555556,0,0
20,477,0.0125786163522013,0.466391787420505,0.466058700209644,0.236451670142745,392,0.50314465408805,0,0.00272562648061732,1,1,84,0.00515298852109942,0.419990201155696,500,500,9,2,1,250,1,0.0555555555555556,0,0
