0,500,0,0.469203044,0.253812,0.458866007,136,0.55,0,0.003014118,31,1,0,NA,NA,500,500,9,2,1,250,1,0.055555556,0,0
1,499,0.002004008,0.469067132,0.266480962,0.446292777,297,0.539078156,1,-0.001374731,31,1,29,0.002797318,0.456690203,500,500,9,2,1,250,1,0.055555556,0,0
2,497,0.002012072,0.469163913,0.278193159,0.433945677,469,0.547283702,1,-0.001282031,31,1,28,0.002825099,0.454640435,500,500,9,2,1,250,1,0.055555556,0,0
3,496,0.004032258,0.468959263,0.291104839,0.420153915,465,0.544354839,1,-0.001198273,31,1,31,0.00285168,0.452353783,500,500,9,2,1,250,1,0.055555556,0,0
4,496,0.006048387,0.468885036,0.30446371,0.405936631,460,0.536290323,1,-0.001076942,31,1,36,0.002911303,0.449992881,500,500,9,2,1,250,1,0.055555556,0,0
5,498,0.006024096,0.468846164,0.317550201,0.391889743,461,0.53815261,1,-0.000949493,31,1,36,0.002986436,0.44764173,500,500,9,2,1,250,1,0.055555556,0,0
6,497,0.00804829,0.469114356,0.328692153,0.380302943,462,0.547283702,1,-0.000815245,31,1,35,0.003048609,0.445722005,500,500,9,2,1,250,1,0.055555556,0,0
7,497,0.00804829,0.468888818,0.341440644,0.366615548,465,0.561368209,1,-0.000704328,31,1,32,0.00306038,0.443449578,500,500,9,2,1,250,1,0.055555556,0,0
8,492,0.008130081,0.468502425,0.369605691,0.337061439,430,0.56097561,1,-0.000461534,31,1,62,0.003166989,0.438628907,500,500,9,2,1,250,1,0.055555556,0,0
9,472,0.006355932,0.468577488,0.417105932,0.290541186,380,0.542372881,1,1.28E-06,31,1,92,0.003370678,0.431399766,500,500,9,2,1,250,1,0.055555556,0,0
10,447,0.008948546,0.468059572,0.46858613,0.243118119,336,0.523489933,1,0.00087936,31,1,111,0.003769858,0.42445906,500,500,9,2,1,250,1,0.055555556,0,0
11,489,0.00408998,0.467760636,0.469059305,0.232022086,423,0.529652352,1,0.001039231,31,1,66,0.003868521,0.421370763,500,500,9,2,1,250,1,0.055555556,0,0
12,495,0.006060606,0.467783014,0.468828283,0.230872548,458,0.531313131,1,0.001132046,31,1,36,0.003905748,0.420990658,500,500,9,2,1,250,1,0.055555556,0,0
13,498,0.008032129,0.467691166,0.468618474,0.230321217,463,0.53815261,1,0.001227601,31,1,35,0.003944178,0.4208074,500,500,9,2,1,250,1,0.055555556,0,0
14,497,0.00804829,0.467449559,0.468313883,0.230679766,466,0.531187123,1,0.001336371,31,1,31,0.004033851,0.420906712,500,500,9,2,1,250,1,0.055555556,0,0
15,499,0.01002004,0.46731391,0.467771543,0.230682108,464,0.523046092,1,0.001443318,31,1,35,0.004068146,0.420848531,500,500,9,2,1,250,1,0.055555556,0,0
16,497,0.012072435,0.467339745,0.466997988,0.231989934,468,0.515090543,1,0.001568704,31,1,28,0.004098817,0.421127827,500,500,9,2,1,250,1,0.055555556,0,0
17,490,0.014285714,0.467267414,0.465877551,0.234746202,437,0.508163265,1,0.001786059,31,1,53,0.004203372,0.421804975,500,500,9,2,1,250,1,0.055555556,0,0
18,481,0.016632017,0.46702669,0.465413721,0.237160093,401,0.505197505,1,0.002200628,31,1,80,0.004398876,0.422488053,500,500,9,2,1,250,1,0.055555556,0,0
19,467,0.014989293,0.466887289,0.465147752,0.240698849,370,0.516059957,1,0.002360803,31,1,97,0.004421172,0.423497294,500,500,9,2,1,250,1,0.055555556,0,0
20,481,0.014553015,0.466599345,0.464220374,0.238068074,402,0.503118503,1,0.002581301,31,1,79,0.004562175,0.42265024,500,500,9,2,1,250,1,0.055555556,0,0
21,493,0.014198783,0.466546556,0.463643002,0.235831405,445,0.505070994,1,0.002700429,31,1,48,0.004611351,0.421914828,500,500,9,2,1,250,1,0.055555556,0,0
22,495,0.008080808,0.466528142,0.464323232,0.234633479,455,0.507070707,1,0.002839775,31,1,40,0.004726452,0.421655405,500,500,9,2,1,250,1,0.055555556,0,0
23,495,0.008080808,0.466612023,0.463874747,0.235178394,463,0.513131313,1,0.002882912,31,1,31,0.0047283,0.42174285,500,500,9,2,1,250,1,0.055555556,0,0
24,498,0.010040161,0.466623079,0.463799197,0.234580867,461,0.514056225,1,0.003053638,31,1,37,0.004788967,0.421550531,500,500,9,2,1,250,1,0.055555556,0,0
