year,CR,EN,VU
135,0.823798562784592,0.987270283411001,1.0392636305321
136,0.818555154009797,0.986399724166271,1.03972974288867
137,0.810541224548084,0.984746838668976,1.04046563330631
138,0.80487763825286,0.982542461526546,1.04137711716335
139,0.796854041759259,0.980896495315828,1.04156979127548
140,0.78925045853636,0.979806977950568,1.04161897435016
141,0.780422254989773,0.977192676059086,1.04220610717005
142,0.770930582938979,0.975315425237584,1.04271372827107
143,0.763505768949152,0.973662628935072,1.04349754376396
144,0.755489356884245,0.971141342477977,1.04477681637166
145,0.748667184139748,0.969741719424912,1.04417815637073
146,0.742753089497272,0.968108979064455,1.04492725086974
147,0.733990485585121,0.967477213507021,1.04520948458656
148,0.725621841747827,0.966539487506022,1.04562775236628
149,0.718344907949515,0.96433553444922,1.04600864719375
150,0.71113893478241,0.96259206306803,1.04649226271495
151,0.918587226126216,1.0659465421798,1.11290714063432
152,0.976821561494549,1.12265578802793,1.16747369189917
153,1.00692444183567,1.14751625569943,1.19529792130344
154,1.01739886881266,1.15294879989762,1.20671282647954
155,1.01841103517301,1.15103434534987,1.21060099260909
156,1.01884694714581,1.14920691879415,1.2113304401624
157,1.01995651065865,1.14973868058301,1.21289424592814
158,1.02133538333319,1.15096353225314,1.21483567396722
159,1.02339890994699,1.15235080016219,1.21652904848774
160,1.0247713543721,1.15396758465536,1.21809518237289
161,1.02722770089567,1.15600234630117,1.21957380941236
162,1.02944339504606,1.15790046720963,1.22117562792803
163,1.03140420515504,1.1592379069727,1.22279536222496
164,1.03351679525816,1.16111530419702,1.22408982109979
165,1.03540309109066,1.16287155495709,1.22569797684434
166,1.03761864546117,1.16487034046152,1.22741434168732
167,1.03965368100306,1.16654507713865,1.2289242077909
168,1.04163265773742,1.1682573866582,1.23045890251307
169,1.04332061631808,1.17020671024754,1.23214678698301
170,1.04527943190929,1.17179063469596,1.23387802442867
171,1.04731166344026,1.17347264475252,1.23549746186906
172,1.04930321044097,1.17525569130698,1.23711771546545
173,1.05094321570595,1.1767736292257,1.23815835196937
174,1.0528050598089,1.17854483317037,1.23959787578992
175,1.0548985645923,1.1803835484129,1.24119941026694
176,1.0564426898009,1.18151735573894,1.2424341201287
177,1.05812228886054,1.18330081235063,1.2440857108935
178,1.05989116176745,1.18509860365348,1.24562607332132
179,1.06162233797513,1.18692132059529,1.24714546157739
180,1.06348670211944,1.18884276586503,1.249032234546
181,1.06518409099645,1.19034279289416,1.25069997691033
182,1.06744902189589,1.19176299710876,1.25207423353767
183,1.06938568664219,1.193478322586,1.25352760752153
184,1.07069845510018,1.19500305010318,1.25543113303465
185,1.07274294722329,1.19679566905375,1.25662440457557
186,1.07472091155449,1.19857537460941,1.25789605307727
187,1.07651575369322,1.20047807609037,1.25926227273261
188,1.07838897125903,1.2024556461703,1.26098000026284
189,1.08010796300208,1.20399846843871,1.26221483765521
190,1.08176669314155,1.20585063134942,1.26378392289889
191,1.08366094737499,1.207194408668,1.26557333505037
192,1.08522161296966,1.20872836170163,1.26690120739367
193,1.08759186739328,1.20981793105158,1.26846512941826
194,1.0896251676107,1.21191865370732,1.26984522222932
195,1.09138657387027,1.21341098307242,1.27153691840313
196,1.09310906649276,1.21526646937182,1.27331326293148
197,1.09478703559956,1.21735542468363,1.27461487828346
198,1.09660585750042,1.21918011376041,1.27605804034232
199,1.09835571071277,1.22087313019457,1.27745266560793
200,1.09983415011605,1.22241776317181,1.27895427094998
201,1.10131559765877,1.22368583048563,1.27970966966056
202,1.10321875759336,1.22510333706792,1.2812380706948
203,1.10497548740677,1.22670849504842,1.28282633735008
204,1.10718280828444,1.2285927470386,1.28446545505273
205,1.10885056365455,1.23016341524188,1.2859238434783
206,1.11064248724293,1.2316865066591,1.28704333963414
207,1.11207932858573,1.23292914908195,1.28857392744177
208,1.11385560477776,1.23480436444168,1.29002494871781
209,1.11557394473696,1.23647443453529,1.29158550611884
210,1.11761655978292,1.23808186506754,1.2930614041928
211,1.11930825447242,1.23965516623318,1.29455157721623
212,1.12102470238427,1.24100273942904,1.29600815437797
213,1.12241460351082,1.24290818445797,1.29739166193705
214,1.12428003674776,1.24449163791017,1.29869819891319
215,1.12585957616459,1.24605314228218,1.3000599524037
216,1.12772289523822,1.24755278671394,1.30148841707108
217,1.12965784229935,1.24918765526293,1.30309660872569
218,1.1315710347036,1.25091068327933,1.30463315870152
219,1.13361834691029,1.2522546316748,1.30623384215985
220,1.13532807546618,1.25391056417136,1.30751687849158
221,1.13714115652821,1.25541348925989,1.30851358681035
222,1.13860867366344,1.25678674224581,1.31014635292009
223,1.14053729529371,1.25827387353989,1.31169654348408
224,1.14204723617127,1.25969333056785,1.31318532628921
225,1.14389844319425,1.26138461334992,1.31453879597589
226,1.14502147495322,1.26254871406993,1.31571908882098
227,1.14700935141225,1.26401463884407,1.31722472127741
228,1.14873391328746,1.26538208009091,1.31876143055428
229,1.15007225368678,1.26709094633365,1.31990408167026
230,1.15176283472119,1.26871752668247,1.32126212141158
231,1.15328111736442,1.27008165528579,1.32265964297365
232,1.15484580472018,1.2715257858394,1.32413368868671
233,1.15634048394509,1.27309313692201,1.32545574484621
234,1.15789373760906,1.2748162495068,1.326666166087
235,1.15950382615187,1.27632547260268,1.3281045168454
236,1.16155344603199,1.27784961848828,1.32969055642822
237,1.16303788581555,1.27957308934459,1.33115470103785
238,1.16484791034611,1.28098772642175,1.33244289605006
239,1.1662457258914,1.28251510247182,1.33372422700279
240,1.16754868944996,1.28363767692619,1.33482674996671
241,1.16901459241489,1.28522067505221,1.33632109549043
242,1.17086490238647,1.28684327103573,1.3378186886806
243,1.1726167363649,1.28831571329709,1.33926408668969
244,1.17418412456487,1.28981711202558,1.34079573095151
245,1.17573021957301,1.29109136999464,1.34230328305035
246,1.17776737455839,1.2925137435378,1.34367595644279
247,1.17962267471202,1.29399938831849,1.34481295431688
248,1.18145048940808,1.29553542476915,1.34610647603875
249,1.1826911481051,1.29707798810902,1.34739194527745
250,1.18404978269665,1.2983351987313,1.3486456905664
251,1.18525943805563,1.29942430688502,1.3498346305055
252,1.18680992153669,1.30044765425691,1.35157031162232
253,1.18828118841639,1.30176059520268,1.35308598253818
254,1.1900438759044,1.30318742241599,1.35459204287303
255,1.19176733642563,1.30451364328605,1.35578054061956
256,1.19335394548944,1.30564692832764,1.35701839640259
257,1.19505261153322,1.30714652639602,1.35808382616366
258,1.1966872910052,1.30826778451845,1.35928381293679
259,1.19803901499361,1.30952723878999,1.36043489344199
260,1.1998515798159,1.31090530381707,1.36158794855195
261,1.20140343939469,1.31232416239926,1.36308181856654
262,1.20338000099513,1.31391254046809,1.36391456646189
263,1.20475791110915,1.31540675262413,1.36503204576878
264,1.20599277390255,1.31697797206411,1.36602153581517
265,1.20795810704216,1.31847085778975,1.36715799668415
266,1.20953778600677,1.3197449936321,1.36847892372146
267,1.21061599948802,1.3207331075721,1.36968961139498
268,1.2120999487365,1.32214622450749,1.37097704576217
269,1.21346483930415,1.32383002015109,1.37231112705562
270,1.21527027924059,1.3252269974073,1.37325796985884
271,1.21636779835879,1.32654366528223,1.37453268912005
272,1.21828636750111,1.32791972842617,1.37583389699252
273,1.2198332778048,1.32881499417822,1.37726422319782
274,1.22122600684817,1.33052350682557,1.37866870178653
275,1.22309578190671,1.33186835438207,1.38006707122515
276,1.22439626899996,1.33287567410303,1.38111655547057
277,1.22615276468644,1.33451192161431,1.38270678072069
278,1.22762326617125,1.3357718406638,1.38408773756784
279,1.22894614856463,1.33731960461174,1.38507783549185
280,1.23011425170211,1.33875971249553,1.38630145283399
281,1.23155648765439,1.34005458973165,1.38753988462445
282,1.23325212327752,1.34125665927315,1.38890452443639
283,1.2347600264094,1.34279522188125,1.39013258285618
284,1.23609768531657,1.34427123661008,1.39172340870216
285,1.23763560648056,1.34533151490053,1.39306764077376
286,1.23889386850574,1.34660212578294,1.39431712897427
287,1.2401482891665,1.34796620881881,1.39519049644095
288,1.24149183037507,1.34918179109642,1.39593802685709
289,1.24302080870253,1.35048752243729,1.39715891398684
290,1.24397625454938,1.35166297656381,1.39811926396235
291,1.24546099895907,1.35309608984541,1.39922925716762
292,1.24684397300367,1.35463373717474,1.40030144654972
293,1.24823264645794,1.35577250543207,1.40153227802461
294,1.25004475428302,1.35686244146063,1.40284809510941
295,1.25135829770987,1.35804632317592,1.40409007765726
296,1.25288530971924,1.35963003192519,1.40526732233626
297,1.25408249310456,1.36078549900802,1.40630893913511
298,1.25504409193488,1.36234751098939,1.40750227027676
299,1.25643982534612,1.3638699225762,1.40837935832553
300,1.25779931573398,1.36508144696374,1.40992543564085
301,1.25889289618149,1.36610386836145,1.41087797168576
302,1.26013942522696,1.36718334382677,1.4119922539494
303,1.26162795355727,1.3681455433243,1.41338600475504
304,1.26312690282807,1.36934632374498,1.41459141324987
305,1.26472229858576,1.3704411122583,1.4157999942494
306,1.26592519658305,1.37155882069697,1.41672294089874
307,1.26732528829472,1.37298249271322,1.41801989198202
308,1.26865031322516,1.37423416281223,1.41942198589298
309,1.2701340324664,1.37551047723592,1.42051906763404
310,1.27136101083948,1.37673490103972,1.42181058736973
311,1.27295574152582,1.37767532596642,1.42323850939611
312,1.2744456747918,1.37870570171812,1.42420396134411
313,1.27603205709773,1.37993595954726,1.42525377311926
314,1.27758298330208,1.38116243318946,1.42627205854977
315,1.27878939796135,1.38246322304978,1.42760490573396
316,1.27998071001181,1.38385344040596,1.42882999533892
317,1.28120949333818,1.38549815067652,1.43014684528699
318,1.28206804219962,1.38625899969079,1.43106686611383
319,1.28338019299189,1.38766473868043,1.43228693040432
320,1.28478275130479,1.38922549516935,1.43312192372617
321,1.28626363966999,1.38997531109235,1.43409373419973
322,1.28754437155616,1.39119465999652,1.43509470439495
323,1.28912399980777,1.39252749988561,1.43609142857399
324,1.29068232523556,1.39393104387768,1.43703522560511
325,1.29211545594207,1.39522695851927,1.4381232116756
326,1.2930441166233,1.39603323707832,1.43899667575033
327,1.29472495072428,1.39763232603283,1.44019682870727
328,1.29573450751221,1.3988450100023,1.44141913807513
329,1.29726517654366,1.3999576819951,1.44221948621324
330,1.29882682999732,1.40091498756936,1.44340367624811
331,1.30032704134865,1.40226527824622,1.44475828049338
332,1.30166872143667,1.40322305476695,1.44587595725575
333,1.30268272263268,1.40419083687295,1.4467190942823
334,1.30361939747594,1.40532663926692,1.44799382870554
335,1.30502333206064,1.40635056458917,1.44908987139882
336,1.30661789418719,1.4073732775986,1.44989409662705
337,1.3079099637354,1.40831804531137,1.45058054427042
338,1.30901076231336,1.40975978357432,1.45134372314616
339,1.3100550084154,1.41113925338193,1.45241876568276
340,1.31176393954715,1.41238376849727,1.45337366421101
341,1.31349056028877,1.41348663647605,1.45433605926478
342,1.31484112634977,1.41432211844195,1.45530847168081
343,1.3164032746323,1.41577422881955,1.45633381333953
344,1.31763534925533,1.41664704648814,1.45733348229361
345,1.31875071528653,1.41740427393552,1.45822211577769
346,1.32011325994293,1.41861421599865,1.45943562244127
347,1.32126836900659,1.41961905503011,1.46063515240843
348,1.32254085625931,1.42105020528028,1.46169339192692
349,1.32330173496523,1.42228581235887,1.46285333408877
350,1.32458459111089,1.42331524004912,1.46407411882496
