year,CR,EN,VU
0,NA,NA,NA
1,NA,NA,NA
2,NA,NA,NA
3,NA,NA,NA
4,NA,NA,NA
5,NA,NA,NA
6,NA,NA,NA
7,NA,NA,NA
8,NA,NA,NA
9,NA,NA,NA
10,NA,NA,NA
11,NA,NA,NA
12,NA,NA,NA
13,NA,NA,NA
14,NA,NA,NA
15,NA,NA,NA
16,NA,NA,NA
17,NA,NA,NA
18,NA,NA,NA
19,NA,NA,NA
20,NA,NA,NA
21,NA,NA,NA
22,NA,NA,NA
23,NA,NA,NA
24,NA,NA,NA
25,NA,NA,NA
26,NA,NA,NA
27,NA,NA,NA
28,NA,NA,NA
29,NA,NA,NA
30,NA,NA,NA
31,NA,NA,NA
32,NA,NA,NA
33,NA,NA,NA
34,NA,NA,NA
35,NA,NA,NA
36,NA,NA,NA
37,NA,NA,NA
38,NA,NA,NA
39,NA,NA,NA
40,NA,NA,NA
41,NA,NA,NA
42,NA,NA,NA
43,NA,NA,NA
44,NA,NA,NA
45,NA,NA,NA
46,NA,NA,NA
47,NA,NA,NA
48,NA,NA,NA
49,NA,NA,NA
50,NA,NA,NA
51,NA,NA,NA
52,NA,NA,NA
53,NA,NA,NA
54,NA,NA,NA
55,NA,NA,NA
56,NA,NA,NA
57,NA,NA,NA
58,NA,NA,NA
59,NA,NA,NA
60,NA,NA,NA
61,NA,NA,NA
62,NA,NA,NA
63,NA,NA,NA
64,NA,NA,NA
65,NA,NA,NA
66,NA,NA,NA
67,NA,NA,NA
68,NA,NA,NA
69,NA,NA,NA
70,NA,NA,NA
71,NA,NA,NA
72,NA,NA,NA
73,NA,NA,NA
74,NA,NA,NA
75,NA,NA,NA
76,NA,NA,NA
77,NA,NA,NA
78,NA,NA,NA
79,NA,NA,NA
80,NA,NA,NA
81,NA,NA,NA
82,NA,NA,NA
83,NA,NA,NA
84,NA,NA,NA
85,NA,NA,NA
86,NA,NA,NA
87,NA,NA,NA
88,NA,NA,NA
89,NA,NA,NA
90,NA,NA,NA
91,NA,NA,NA
92,NA,NA,NA
93,NA,NA,NA
94,NA,NA,NA
95,NA,NA,NA
96,NA,NA,NA
97,NA,NA,NA
98,1,1,1
99,1.00186197517711,1.00200540297138,1.00176391697747
100,1.00372107076277,1.00362543262276,1.00334907731196
101,1.0048527483113,1.00477085287706,1.00473460200371
102,1.00593412219515,1.00655216253337,1.00656725682201
103,1.00707762672944,1.00824954159247,1.00836692797116
104,1.00821530442107,1.0094907684559,1.01040163574491
105,1.00920117071195,1.01095636159523,1.01181969779279
106,1.00995488756598,1.01218353588175,1.01366593158986
107,1.01094217491068,1.01347564322014,1.01527886902397
108,1.01153016929851,1.01416941919116,1.01661276979439
109,1.01236489934455,1.01553136839412,1.01830694537516
110,1.01438890383876,1.01565412128128,1.01981878607765
111,1.01311996054483,1.01631940544131,1.0205280978678
112,1.01112226669927,1.01730212625457,1.02144062124157
113,1.00815677882784,1.01730860953476,1.02241678357437
114,1.00182594558419,1.01777176369095,1.0228796789052
115,0.996641133012557,1.01729136947664,1.0244397060509
116,0.98827381222292,1.0170811348123,1.02618681037514
117,0.980478282625916,1.01664896875632,1.02721693717891
118,0.969258353611411,1.01674517317809,1.02811136602144
119,0.960072084949239,1.01615622965102,1.02913374270044
120,0.948868771054078,1.01447584249026,1.02994117157904
121,0.936549123362572,1.01230542481628,1.03064596048455
122,0.928622062048135,1.00996467580433,1.03160108839612
123,0.920208208842481,1.00797710273745,1.03177840364957
124,0.911248927689491,1.0073044513245,1.03199824004393
125,0.90223288884657,1.00755167295217,1.03299636603482
126,0.896002448618358,1.00564229063584,1.03344068545678
127,0.887395364009181,1.0043732051349,1.03391790056218
128,0.878641547651453,1.00342106843385,1.03447278530526
129,0.870456681671263,1.00200436939559,1.03533169590152
130,0.862750347623072,0.99988893457711,1.03599369117976
131,0.853810894011213,0.99774630786069,1.03637515398732
132,0.849587033726408,0.995953206705231,1.03664297761006
133,0.84116026575894,0.993996201266339,1.03672477220153
