year,mean,LQ,UQ,NA
0,0.17807369,0.175712,0.18082936,NA
1,0.17774937994,0.17534908652,0.1804004564,NA
2,0.1755662925,0.17304741404,0.17840132556,NA
3,0.17249397497,0.17003063884,0.17507795476,NA
4,0.16890582141,0.1660630022,0.17150525272,NA
5,0.16612941127,0.1633020502,0.16892505212,NA
6,0.16480922265,0.16192644836,0.16738493956,NA
7,0.16458352681,0.16190911904,0.16725664852,NA
8,0.16485641256,0.16203291224,0.16761813996,NA
9,0.16529395766,0.16233996644,0.1681111558,NA
10,0.16578411364,0.16282489256,0.16850515776,NA
11,0.16621432316,0.16337125944,0.1688496346,NA
12,0.16667269573,0.16349339324,0.16936197256,NA
13,0.16714376322,0.16425707568,0.16971771136,NA
14,0.1675906451,0.16469057656,0.170441871,NA
15,0.16802336858,0.16500933688,0.17098796404,NA
16,0.16847680776,0.165504966,0.17138085248,NA
17,0.16896095776,0.1658337458,0.17199016176,NA
18,0.16941998396,0.166396923,0.17244309348,NA
19,0.1698425596,0.16645581444,0.17286701212,NA
20,0.1702406669,0.1669181182,0.17349959328,NA
21,0.17069674659,0.16747684772,0.17435327088,NA
22,0.17119783168,0.1680243824,0.17430328064,NA
23,0.17156904333,0.16835355324,0.17480512668,NA
24,0.17204399956,0.16846920536,0.17505540512,NA
25,0.17251755022,0.16917416128,0.175390223,NA
26,0.17288612266,0.16927272752,0.17575714196,NA
27,0.17328105745,0.16984715152,0.17597436092,NA
28,0.17370248997,0.17027494864,0.17668057572,NA
29,0.17414050924,0.1710380086,0.17723434188,NA
30,0.17457651667,0.17119044296,0.17795637428,NA
31,0.17503739884,0.17186242464,0.17837689824,NA
32,0.17547992948,0.1724082216,0.17878641472,NA
33,0.17584325132,0.172399662,0.17921838544,NA
34,0.17629370997,0.17279027884,0.18010804952,NA
35,0.1766663879,0.17290861172,0.180045977,NA
36,0.17710392013,0.17350765948,0.18043713308,NA
37,0.17749706554,0.17372061184,0.18071239152,NA
38,0.17790232895,0.17408823932,0.18146677056,NA
39,0.17836336297,0.17454960984,0.1821653076,NA
40,0.17879388289,0.17509085128,0.18237482716,NA
41,0.17925646643,0.1754194136,0.18300436116,NA
42,0.17969605327,0.17613508496,0.18335131712,NA
43,0.18014304823,0.17652557304,0.18362412468,NA
44,0.18059510422,0.17708078864,0.18372976328,NA
45,0.18096582431,0.17755074444,0.1841492832,NA
46,0.18134037821,0.17802413128,0.18461844932,NA
47,0.18175029771,0.17850362108,0.18526111844,NA
48,0.18213322716,0.17864719752,0.18578146324,NA
49,0.18252029587,0.17903947304,0.18623756852,NA
50,0.18295295221,0.179484249,0.18703898704,NA
51,0.18325936876,0.17976261948,0.1874330894,NA
52,0.18371295799,0.18053050068,0.18775225876,NA
53,0.18413275625,0.18082864288,0.18794107056,NA
54,0.18451120656,0.18057290056,0.18822903492,NA
55,0.18494792335,0.18084962352,0.18901386836,NA
56,0.18537169871,0.1811296028,0.18940279628,NA
57,0.18573965998,0.181709799,0.18956469076,NA
58,0.1861251702,0.1817940334,0.1900020406,NA
59,0.18653299716,0.18238699908,0.19015391988,NA
60,0.18689721281,0.18320440036,0.19081448544,NA
61,0.18728555011,0.18361822644,0.19130952348,NA
62,0.18767539635,0.18397022184,0.19164879492,NA
63,0.18803831837,0.18413106692,0.19217229624,NA
64,0.18842316912,0.18468530004,0.19207930856,NA
65,0.18877154097,0.18497154096,0.1926065744,NA
66,0.18913018051,0.18523575504,0.19295305324,NA
67,0.18951507422,0.18545072432,0.19326683984,NA
68,0.18987608629,0.18596143064,0.19360714256,NA
69,0.19027062969,0.186064306,0.19398590868,NA
70,0.19065162503,0.18651694192,0.19451366668,NA
71,0.19101236428,0.18674394856,0.19470427124,NA
72,0.1914488778,0.18735052852,0.19527405432,NA
73,0.19185715966,0.18756496344,0.1956124118,NA
74,0.19224432655,0.18840533248,0.19567799296,NA
75,0.19265857176,0.18866302752,0.19608832564,NA
76,0.19295214486,0.18860798076,0.19641826608,NA
77,0.19324312529,0.18908558396,0.1970101924,NA
78,0.19358641249,0.18931834584,0.197100323,NA
79,0.19399215095,0.18958597696,0.19765253452,NA
80,0.19437650467,0.18991761936,0.19811699192,NA
81,0.19476523835,0.19058938084,0.19867120412,NA
82,0.19509562067,0.1909310834,0.1989687844,NA
83,0.19544312909,0.19140224564,0.19939875624,NA
84,0.19577917569,0.19161343624,0.19994169712,NA
85,0.19620029043,0.19218118836,0.20009258488,NA
86,0.19660954965,0.19234938244,0.20020653784,NA
87,0.19701445371,0.19260977748,0.20035593608,NA
88,0.19733010903,0.192565707,0.20095824116,NA
89,0.19769023604,0.19326158484,0.201158567,NA
90,0.19800722976,0.19343091388,0.20163550636,NA
91,0.19837210736,0.1938924232,0.20220528632,NA
92,0.19869789566,0.19436676288,0.20258700832,NA
93,0.19905563912,0.19485639756,0.2030426678,NA
94,0.19941146813,0.19511939436,0.20347873684,NA
95,0.19975719495,0.1948847182,0.2037791922,NA
96,0.20009444957,0.19541040312,0.20400554856,NA
97,0.20044995308,0.19585890336,0.2042745234,NA
98,0.20079804695,0.19638092356,0.20494389848,NA
99,0.20120072795,0.196698766,0.20543491088,NA
100,0.20152602674,0.1966733952,0.20609736788,NA
101,0.20175602489,0.19686530808,0.20626257488,NA
102,0.20211370839,0.19747650688,0.20637826,NA
103,0.20245453879,0.19748662732,0.20659780704,NA
104,0.20270377472,0.1978333386,0.20698321572,NA
105,0.20299806296,0.19768964488,0.20763624056,NA
106,0.20324447716,0.1979254728,0.20767682876,NA
