year,mean,LQ,UQ,NA
0,0.1781477,0.17609052,0.17988268,NA
1,0.1778174091,0.1757661002,0.17970067888,NA
2,0.17567710093,0.1735918848,0.17773192608,NA
3,0.17250740025,0.17033412312,0.17455724256,NA
4,0.16891772405,0.16668957428,0.17109349476,NA
5,0.16601943378,0.163860065,0.1679935194,NA
6,0.16463693216,0.1624078176,0.16674226236,NA
7,0.16443129458,0.16220144836,0.16664370976,NA
8,0.16470012302,0.16246603872,0.16700570112,NA
9,0.16512364308,0.16297666584,0.16728047104,NA
10,0.16550271138,0.16325340724,0.1679148964,NA
11,0.16594510007,0.16364536552,0.168229391,NA
12,0.16643816572,0.16419034228,0.16889122732,NA
13,0.16687481947,0.16428201188,0.16930008732,NA
14,0.16730534095,0.16483731012,0.16978565472,NA
15,0.16773747347,0.16523438252,0.17041763764,NA
16,0.16811388111,0.16568358764,0.17052769372,NA
17,0.16852581455,0.1659773422,0.1712830294,NA
18,0.16896112137,0.16621839968,0.17168612376,NA
19,0.16936817972,0.16675874144,0.17173337324,NA
20,0.16980865775,0.1670472974,0.17252741816,NA
21,0.17026861587,0.16735141784,0.1729474484,NA
22,0.17074719717,0.16753641224,0.17337625628,NA
23,0.17118009667,0.16783901408,0.17371553084,NA
24,0.17167287351,0.16853740764,0.17442571112,NA
25,0.17215834203,0.16907086792,0.17464142696,NA
26,0.17253563677,0.16945776772,0.17520353412,NA
27,0.17300057021,0.16985017832,0.1755752884,NA
28,0.17343765821,0.17022284272,0.17588253836,NA
29,0.17381092903,0.17082701836,0.17623711748,NA
30,0.17422753082,0.17092312136,0.17679555736,NA
31,0.17457907192,0.17161741008,0.17727809952,NA
32,0.17505390628,0.171647394,0.1778179068,NA
33,0.17545835452,0.17179770308,0.1782618154,NA
34,0.17587949705,0.1722823204,0.17876665592,NA
35,0.17629684156,0.1729783422,0.17918680412,NA
36,0.1767406806,0.17329355844,0.17985246004,NA
37,0.17712211704,0.17377572088,0.18004460504,NA
38,0.1775353263,0.17409384832,0.1804339178,NA
39,0.17800355262,0.1746950358,0.18104821452,NA
40,0.1784352063,0.17514474732,0.18178711504,NA
41,0.17885703414,0.17559656968,0.18214843076,NA
42,0.17927457953,0.17578093784,0.18251386192,NA
43,0.17971173358,0.17636441936,0.18283246272,NA
44,0.18008240085,0.17673802632,0.18304673944,NA
45,0.18043578634,0.1771850704,0.18339246208,NA
46,0.18085777112,0.17749499768,0.18389714408,NA
47,0.1812240367,0.177995179,0.1840911956,NA
48,0.18157993151,0.17838058632,0.18470645816,NA
49,0.18196727735,0.178919248,0.18491824908,NA
50,0.18236099612,0.1792847404,0.18525749908,NA
51,0.18270034993,0.17976115448,0.185640947,NA
52,0.18316427723,0.18009465976,0.18624409248,NA
53,0.18359926288,0.18050571012,0.18686722788,NA
54,0.18398721343,0.18079269,0.18707111216,NA
55,0.18437157179,0.18105075076,0.18757704136,NA
56,0.1847582457,0.18160436676,0.18810550128,NA
57,0.18510745288,0.18186985792,0.18816164784,NA
58,0.18552776468,0.18213801892,0.18883785028,NA
59,0.18595635897,0.18261176416,0.18929908508,NA
60,0.18635825864,0.18319121152,0.18969238028,NA
61,0.1867073686,0.18337105488,0.19007084516,NA
62,0.18712704734,0.18372136664,0.19033607856,NA
63,0.18749234509,0.18401808548,0.19071284832,NA
64,0.18784608744,0.18426853088,0.19106764592,NA
65,0.18832727249,0.18449697228,0.19166460448,NA
66,0.18872824805,0.18497508704,0.1922056684,NA
67,0.18908559067,0.18517107624,0.1924402008,NA
68,0.18943984472,0.18548311908,0.19276001284,NA
69,0.18981286202,0.18624457956,0.19337475876,NA
70,0.19019112776,0.1869525964,0.19350003752,NA
71,0.19053465623,0.18724664472,0.19383594028,NA
72,0.19092020758,0.18746918928,0.19410802072,NA
73,0.1912230054,0.18775778188,0.19456477432,NA
74,0.19160862948,0.18807544328,0.194697646,NA
75,0.19195951386,0.18851600776,0.195297837,NA
76,0.19227890628,0.18882132104,0.19565044924,NA
77,0.1926939422,0.18925529628,0.19645756928,NA
78,0.19313141953,0.18912562532,0.1968609532,NA
79,0.19347978382,0.18971708408,0.19741199132,NA
80,0.19385760635,0.190062747,0.1978242338,NA
81,0.19425224744,0.19036927348,0.1981998196,NA
82,0.19462538787,0.19064922216,0.19857356896,NA
83,0.19500974544,0.19157443608,0.19864112556,NA
84,0.19542273359,0.19218855496,0.19941579076,NA
85,0.1957035855,0.1921102132,0.19950286564,NA
86,0.19606750217,0.19236708552,0.19982059108,NA
87,0.19640656052,0.19278903784,0.20024425696,NA
88,0.1967162955,0.19306192024,0.20052036956,NA
89,0.19715448481,0.1932219192,0.20073846464,NA
90,0.19755494274,0.19413074688,0.201553558,NA
91,0.19794074927,0.19417367524,0.20165157524,NA
92,0.19830425296,0.19445615356,0.20202789172,NA
93,0.19863739172,0.19491311604,0.20245617268,NA
94,0.1989808378,0.19501191328,0.20265529036,NA
95,0.19937626535,0.19540271468,0.20298513468,NA
96,0.19977526411,0.19558710304,0.20335534212,NA
97,0.20016177629,0.19590694204,0.2039281924,NA
98,0.20053786826,0.19592636344,0.20438061204,NA
99,0.2008810239,0.19647877624,0.20429732592,NA
100,0.20119729367,0.19671966104,0.20464244496,NA
101,0.20142182186,0.19686462284,0.20502622944,NA
102,0.20167961635,0.19703956576,0.205506142,NA
103,0.2019504552,0.19741105112,0.205773017,NA
104,0.20223206914,0.19779732924,0.2062190324,NA
105,0.20245462186,0.19826947536,0.206523377,NA
106,0.20270429872,0.1974171826,0.2066346922,NA
