YearBorn,nBornThisYear,meanLRS,SD,LRSfemale,LRSmale,meanRRS,SDRRS,replicate,parameterset,LRSmigs,LRSnative,project,group
64,178,1.53932584269663,1.8198912227708,1.29411764705882,1.76344086021505,0.118409680207433,0.139991632520831,1,1,NaN,1.53932584269663,_proj_,_group_
65,175,1.18857142857143,1.43594484665229,1.14285714285714,1.24675324675325,0.0914285714285714,0.11045729589633,1,1,NaN,1.18857142857143,_proj_,_group_
66,184,1.35326086956522,1.67599255883141,1.25,1.4875,0.104096989966555,0.128922504525493,1,1,NaN,1.35326086956522,_proj_,_group_
67,184,1.48913043478261,1.57156818564413,1.52808988764045,1.45263157894737,0.114548494983278,0.120889860434164,1,1,NaN,1.48913043478261,_proj_,_group_
68,172,1.26162790697674,1.43723814128773,1.40909090909091,1.10714285714286,0.0970483005366726,0.110556780099056,1,1,NaN,1.26162790697674,_proj_,_group_
69,186,1.48387096774194,1.61822661177119,1.6,1.34883720930233,0.114143920595534,0.124478970136245,1,1,NaN,1.48387096774194,_proj_,_group_
70,190,1.46315789473684,1.670221772277,1.47311827956989,1.45360824742268,0.112550607287449,0.128478597867462,1,1,NaN,1.46315789473684,_proj_,_group_
71,203,1.44334975369458,1.61995373691351,1.17391304347826,1.79545454545455,0.111026904130352,0.124611825916424,1,1,NaN,1.44334975369458,_proj_,_group_
72,174,1.47126436781609,1.77873814115298,1.42696629213483,1.51764705882353,0.113174182139699,0.136826010857922,1,1,NaN,1.47126436781609,_proj_,_group_
73,178,1.23033707865169,1.40128306776987,1.14432989690722,1.33333333333333,0.0946413137424373,0.107791005213067,1,1,NaN,1.23033707865169,_proj_,_group_
74,175,1.39428571428571,1.48128998944863,1.51578947368421,1.25,0.107252747252747,0.113945383803741,1,1,NaN,1.39428571428571,_proj_,_group_
75,186,1.12365591397849,1.36788634342638,1.21052631578947,1.03296703296703,0.0864350703060381,0.105222026417414,1,1,NaN,1.12365591397849,_proj_,_group_
76,157,1.28662420382166,1.7098918672289,1.36263736263736,1.18181818181818,0.0989710926016659,0.131530143632993,1,1,NaN,1.28662420382166,_proj_,_group_
77,192,1.51041666666667,1.62116105808932,1.43617021276596,1.58163265306122,0.116185897435897,0.124704696776101,1,1,NaN,1.51041666666667,_proj_,_group_
78,184,1.19021739130435,1.26823829298098,1.21276595744681,1.16666666666667,0.0915551839464883,0.097556791767768,1,1,NaN,1.19021739130435,_proj_,_group_
79,173,1.17341040462428,1.3993305871797,1.11340206185567,1.25,0.0902623388172521,0.107640814398439,1,1,NaN,1.17341040462428,_proj_,_group_
80,176,1.33522727272727,1.40045215332986,1.19565217391304,1.48809523809524,0.10270979020979,0.107727088717681,1,1,NaN,1.33522727272727,_proj_,_group_
81,178,1.20786516853933,1.40481212682026,1.41975308641975,1.03092783505155,0.0929127052722558,0.108062471293866,1,1,NaN,1.20786516853933,_proj_,_group_
82,172,1.26162790697674,1.38333173575483,1.48192771084337,1.0561797752809,0.0970483005366726,0.106410133519602,1,1,NaN,1.26162790697674,_proj_,_group_
83,186,1.18279569892473,1.30650130322658,1.23255813953488,1.14,0.0909842845326716,0.100500100248198,1,1,NaN,1.18279569892473,_proj_,_group_
84,185,1.23783783783784,1.4550047346687,1.18367346938776,1.29885057471264,0.0952182952182952,0.111923441128362,1,1,NaN,1.23783783783784,_proj_,_group_
85,183,1.17486338797814,1.39938049791253,1.13636363636364,1.21052631578947,0.0903741067675494,0.107644653685579,1,1,NaN,1.17486338797814,_proj_,_group_
86,178,1.26404494382022,1.38716857423165,1.30681818181818,1.22222222222222,0.0972342264477096,0.106705274940896,1,1,NaN,1.26404494382022,_proj_,_group_
87,171,1.30409356725146,1.5533401099167,1.36046511627907,1.24705882352941,0.100314889788574,0.119487700762823,1,1,NaN,1.30409356725146,_proj_,_group_
88,171,1.16959064327485,1.61987993626439,1.05681818181818,1.28915662650602,0.0899685110211426,0.124606148943415,1,1,NaN,1.16959064327485,_proj_,_group_
89,169,1.33136094674556,1.58009151894049,1.36708860759494,1.3,0.102412380518889,0.121545501456961,1,1,NaN,1.33136094674556,_proj_,_group_
90,183,1.27868852459016,1.62194240701721,1.42045454545455,1.14736842105263,0.0983606557377049,0.124764800539785,1,1,NaN,1.27868852459016,_proj_,_group_
91,193,1.27461139896373,1.52487293844801,1.32978723404255,1.22222222222222,0.0980470306895177,0.117297918342154,1,1,NaN,1.27461139896373,_proj_,_group_
92,185,1.55675675675676,1.63463540352816,1.58426966292135,1.53125,0.11975051975052,0.125741184886782,1,1,NaN,1.55675675675676,_proj_,_group_
93,185,1.2,1.58388624975846,1.41111111111111,1,0.0923076923076923,0.121837403827574,1,1,NaN,1.2,_proj_,_group_
94,181,1.38121546961326,1.67447526207911,1.16483516483516,1.6,0.106247343816405,0.128805789390701,1,1,NaN,1.38121546961326,_proj_,_group_
95,175,1.47428571428571,1.5603460523088,1.53333333333333,1.41176470588235,0.113406593406593,0.120026619408369,1,1,NaN,1.47428571428571,_proj_,_group_
96,196,1.5,1.59325501363138,1.78350515463918,1.22222222222222,0.115384615384615,0.122558077971645,1,1,NaN,1.5,_proj_,_group_
97,196,1.26530612244898,1.5261886189722,1.37755102040816,1.1530612244898,0.097331240188383,0.117399124536323,1,1,NaN,1.26530612244898,_proj_,_group_
98,182,1.26923076923077,1.34986738106058,1.26829268292683,1.27,0.0976331360946746,0.103835952389275,1,1,NaN,1.26923076923077,_proj_,_group_
99,183,1.07650273224044,1.4391102290534,0.956521739130435,1.1978021978022,0.0828079024800336,0.110700786850261,1,1,NaN,1.07650273224044,_proj_,_group_
100,149,1.02013422818792,1.32781978719496,1.09375,0.964705882352941,0.078471863706763,0.102139983630381,1,1,NaN,1.02013422818792,_proj_,_group_
101,132,1.0530303030303,1.17424261079148,1.125,0.985294117647059,0.081002331002331,0.0903263546762674,1,1,NaN,1.0530303030303,_proj_,_group_
102,127,0.795275590551181,1.09354950445106,1.05263157894737,0.585714285714286,0.0611750454270139,0.0841191926500817,1,1,NaN,0.795275590551181,_proj_,_group_
103,115,1.2695652173913,1.48868091340537,1.32203389830508,1.21428571428571,0.0976588628762542,0.114513916415798,1,1,NaN,1.2695652173913,_proj_,_group_
104,104,0.855769230769231,0.939099643490128,0.954545454545455,0.783333333333333,0.0658284023668639,0.0722384341146253,1,1,NaN,0.855769230769231,_proj_,_group_
105,95,1.05263157894737,1.01445322294591,1.13461538461538,0.953488372093023,0.0809716599190283,0.0780348633035319,1,1,NaN,1.05263157894737,_proj_,_group_
106,77,1.05194805194805,1.28653046168555,1.18604651162791,0.882352941176471,0.0809190809190809,0.0989638816681194,1,1,NaN,1.05194805194805,_proj_,_group_
107,57,1.07017543859649,1.36092994890058,0.892857142857143,1.24137931034483,0.0823211875843455,0.104686919146199,1,1,NaN,1.07017543859649,_proj_,_group_
108,54,1.01851851851852,1.17346030378375,1.03030303030303,1,0.0783475783475784,0.0902661772141347,1,1,NaN,1.01851851851852,_proj_,_group_
109,37,1.64864864864865,2.09783242917562,1.57894736842105,1.72222222222222,0.126819126819127,0.161371725321202,1,1,NaN,1.64864864864865,_proj_,_group_
110,47,1.65957446808511,1.91420997149898,1.26923076923077,2.14285714285714,0.127659574468085,0.147246920884537,1,1,NaN,1.65957446808511,_proj_,_group_
111,54,1.2037037037037,1.32294168541357,1.03125,1.45454545454545,0.0925925925925926,0.101764745031813,1,1,NaN,1.2037037037037,_proj_,_group_
112,60,1.26666666666667,1.24691710225139,1.44827586206897,1.09677419354839,0.0974358974358974,0.0959167001731839,1,1,NaN,1.26666666666667,_proj_,_group_
113,51,0.92156862745098,0.976588700628918,1,0.846153846153846,0.0708898944193062,0.075122207740686,1,1,NaN,0.92156862745098,_proj_,_group_
114,51,1.50980392156863,1.6777669566374,1.41379310344828,1.63636363636364,0.116138763197587,0.129058996664415,1,1,NaN,1.50980392156863,_proj_,_group_
115,54,1.16666666666667,1.46338970679798,0.814814814814815,1.51851851851852,0.0897435897435897,0.11256843898446,1,1,NaN,1.16666666666667,_proj_,_group_
116,53,1.24528301886792,1.35739655190706,1.21212121212121,1.3,0.0957910014513788,0.104415119377466,1,1,NaN,1.24528301886792,_proj_,_group_
117,52,1.42307692307692,1.60081050361266,0.96,1.85185185185185,0.109467455621302,0.123139269508666,1,1,NaN,1.42307692307692,_proj_,_group_
118,60,1.13333333333333,1.53453649675953,1.08695652173913,1.16216216216216,0.0871794871794872,0.118041268981502,1,1,NaN,1.13333333333333,_proj_,_group_
119,49,1.53061224489796,1.25999406110251,1.40740740740741,1.68181818181818,0.117739403453689,0.0969226200848088,1,1,NaN,1.53061224489796,_proj_,_group_
120,54,1.25925925925926,1.48177844682621,1.7,0.708333333333333,0.0968660968660969,0.11398295744817,1,1,NaN,1.25925925925926,_proj_,_group_
121,58,1.37931034482759,1.4488662985656,1.53846153846154,1.25,0.106100795755968,0.111451253735815,1,1,NaN,1.37931034482759,_proj_,_group_
122,58,1.48275862068966,1.5586924267041,1.72,1.3030303030303,0.114058355437666,0.119899417438777,1,1,NaN,1.48275862068966,_proj_,_group_
123,59,1.42372881355932,1.73407423209946,1.45161290322581,1.39285714285714,0.109517601043025,0.133390325546112,1,1,NaN,1.42372881355932,_proj_,_group_
124,49,1.18367346938776,1.56356256387663,0.956521739130435,1.38461538461538,0.0910518053375196,0.120274043375125,1,1,NaN,1.18367346938776,_proj_,_group_
125,57,1.21052631578947,1.42348719329458,1.3448275862069,1.07142857142857,0.0931174089068826,0.109499014868814,1,1,NaN,1.21052631578947,_proj_,_group_
126,46,1.43478260869565,1.55852029414005,1.4,1.46153846153846,0.110367892976589,0.119886176472311,1,1,NaN,1.43478260869565,_proj_,_group_
127,49,1.06122448979592,1.54661139357018,1,1.1304347826087,0.0816326530612245,0.118970107197706,1,1,NaN,1.06122448979592,_proj_,_group_
128,55,1.32727272727273,1.63361160276452,1.15,1.42857142857143,0.102097902097902,0.125662430981886,1,1,NaN,1.32727272727273,_proj_,_group_
129,54,1.55555555555556,1.59795466753499,2.03703703703704,1.07407407407407,0.11965811965812,0.122919589810384,1,1,NaN,1.55555555555556,_proj_,_group_
130,51,1.52941176470588,1.68941340324351,1.42857142857143,1.65217391304348,0.117647058823529,0.129954877172578,1,1,NaN,1.52941176470588,_proj_,_group_
131,58,1.56896551724138,1.65552842007236,1.73333333333333,1.39285714285714,0.120689655172414,0.127348340005566,1,1,NaN,1.56896551724138,_proj_,_group_
132,54,1.62962962962963,1.76224873810554,1.73076923076923,1.53571428571429,0.125356125356125,0.135557595238888,1,1,NaN,1.62962962962963,_proj_,_group_
133,54,1.38888888888889,1.41976169494752,1.29166666666667,1.46666666666667,0.106837606837607,0.109212438072886,1,1,NaN,1.38888888888889,_proj_,_group_
134,58,1.39655172413793,1.49783065555365,1.39393939393939,1.4,0.107427055702918,0.115217742734896,1,1,NaN,1.39655172413793,_proj_,_group_
135,61,1.37704918032787,1.76223281120127,1.13793103448276,1.59375,0.105926860025221,0.135556370092405,1,1,NaN,1.37704918032787,_proj_,_group_
136,48,1.3125,1.50398407076218,1.60714285714286,0.9,0.100961538461538,0.115691082366322,1,1,NaN,1.3125,_proj_,_group_
137,47,1.25531914893617,1.39046575097172,1,1.46153846153846,0.0965630114566285,0.106958903920901,1,1,NaN,1.25531914893617,_proj_,_group_
138,56,1.42857142857143,1.90556260226969,1.29032258064516,1.6,0.10989010989011,0.14658173863613,1,1,NaN,1.42857142857143,_proj_,_group_
139,52,1.65384615384615,1.53245433523899,1.75,1.5,0.127218934911243,0.117881102710691,1,1,NaN,1.65384615384615,_proj_,_group_
140,56,1.26785714285714,1.58963771091027,1.11111111111111,1.41379310344828,0.0975274725274725,0.122279823916175,1,1,NaN,1.26785714285714,_proj_,_group_
141,56,1.5,1.68415071664137,0.961538461538462,1.96666666666667,0.115384615384615,0.129550055126259,1,1,NaN,1.5,_proj_,_group_
142,55,1.34545454545455,1.80757850931573,1.65384615384615,1.06896551724138,0.103496503496504,0.139044500716594,1,1,NaN,1.34545454545455,_proj_,_group_
143,60,1.71666666666667,1.61656327935475,1.8125,1.60714285714286,0.132051282051282,0.124351021488827,1,1,NaN,1.71666666666667,_proj_,_group_
144,56,1.26785714285714,1.30022475579586,1.17241379310345,1.37037037037037,0.0975274725274725,0.100017288907374,1,1,NaN,1.26785714285714,_proj_,_group_
145,59,1.03389830508475,1.15916292173922,1.18181818181818,0.945945945945946,0.0795306388526728,0.0891663785953247,1,1,NaN,1.03389830508475,_proj_,_group_
146,57,1.45614035087719,1.65906789061333,1.40740740740741,1.5,0.112010796221323,0.127620606970256,1,1,NaN,1.45614035087719,_proj_,_group_
147,56,1.53571428571429,2.01777812740365,2.20833333333333,1.03125,0.118131868131868,0.155213702107973,1,1,NaN,1.53571428571429,_proj_,_group_
148,53,1.52830188679245,1.93752194612787,1.5,1.55555555555556,0.117561683599419,0.149040149702144,1,1,NaN,1.52830188679245,_proj_,_group_
149,54,1.16666666666667,1.47622670447966,1.16,1.17241379310345,0.0897435897435897,0.113555900344589,1,1,NaN,1.16666666666667,_proj_,_group_
150,54,2.24074074074074,2.01817389142877,2.33333333333333,2.14814814814815,0.172364672364672,0.15524414549452,1,1,NaN,2.24074074074074,_proj_,_group_
151,74,1.59459459459459,1.97878417713919,1.64102564102564,1.54285714285714,0.122661122661123,0.152214167472245,1,1,NaN,1.59459459459459,_proj_,_group_
152,84,1.85714285714286,1.81122907842346,2.07142857142857,1.75,0.142857142857143,0.139325313724881,1,1,NaN,1.85714285714286,_proj_,_group_
153,103,1.7378640776699,1.78205194048852,1.73214285714286,1.74468085106383,0.133681852128454,0.137080918499117,1,1,NaN,1.7378640776699,_proj_,_group_
154,108,1.85185185185185,1.91801501175659,1.82142857142857,1.88461538461538,0.142450142450142,0.147539616288969,1,1,NaN,1.85185185185185,_proj_,_group_
155,130,1.41538461538462,1.69716871108031,1.43103448275862,1.40277777777778,0.10887573964497,0.13055143931387,1,1,NaN,1.41538461538462,_proj_,_group_
156,146,1.63698630136986,1.88599241957851,1.63888888888889,1.63513513513514,0.125922023182297,0.145076339967578,1,1,NaN,1.63698630136986,_proj_,_group_
157,151,1.25827814569536,1.35874243896794,1.32857142857143,1.19753086419753,0.0967906265919511,0.10451864915138,1,1,NaN,1.25827814569536,_proj_,_group_
158,147,1.50340136054422,1.54553776454733,1.49295774647887,1.51315789473684,0.115646258503401,0.118887520349795,1,1,NaN,1.50340136054422,_proj_,_group_
159,176,1.28977272727273,1.33142585418596,1.24719101123595,1.33333333333333,0.0992132867132867,0.10241737339892,1,1,NaN,1.28977272727273,_proj_,_group_
160,194,1.26288659793814,1.53978799345674,1.20652173913043,1.31372549019608,0.0971451229183188,0.118445230265903,1,1,NaN,1.26288659793814,_proj_,_group_
161,181,1.47513812154696,1.54764717761252,1.59782608695652,1.34831460674157,0.11347216319592,0.119049782893271,1,1,NaN,1.47513812154696,_proj_,_group_
162,178,1.4438202247191,1.63288625654707,1.46428571428571,1.42553191489362,0.111063094209162,0.125606635119005,1,1,NaN,1.4438202247191,_proj_,_group_
163,185,1.31351351351351,1.42915339832983,1.39240506329114,1.25471698113208,0.101039501039501,0.109934876794602,1,1,NaN,1.31351351351351,_proj_,_group_
164,189,1.29100529100529,1.51410866447696,1.54761904761905,1.08571428571429,0.0993080993080993,0.116469897267458,1,1,NaN,1.29100529100529,_proj_,_group_
165,192,1.32291666666667,1.65314101580902,1.22340425531915,1.41836734693878,0.101762820512821,0.127164693523771,1,1,NaN,1.32291666666667,_proj_,_group_
166,182,1.34065934065934,1.61292966502093,1.44047619047619,1.25510204081633,0.10312764158918,0.124071512693918,1,1,NaN,1.34065934065934,_proj_,_group_
167,171,1.29824561403509,1.55637110666827,1.3695652173913,1.21518987341772,0.0998650472334683,0.119720854359098,1,1,NaN,1.29824561403509,_proj_,_group_
168,169,1.28994082840237,1.46139386213553,1.25490196078431,1.34328358208955,0.0992262175694128,0.112414912471964,1,1,NaN,1.28994082840237,_proj_,_group_
169,187,1.35294117647059,1.56353934439381,1.33333333333333,1.37,0.104072398190045,0.120272257261062,1,1,NaN,1.35294117647059,_proj_,_group_
170,190,1.28421052631579,1.48831894726147,1.41304347826087,1.16326530612245,0.0987854251012146,0.114486072866267,1,1,NaN,1.28421052631579,_proj_,_group_
171,187,1.40106951871658,1.56734105725742,1.55434782608696,1.25263157894737,0.107774578362814,0.12056469671211,1,1,NaN,1.40106951871658,_proj_,_group_
172,195,1.35897435897436,1.45529923034908,1.56842105263158,1.16,0.104536489151874,0.111946094642237,1,1,NaN,1.35897435897436,_proj_,_group_
173,185,1.40540540540541,1.46442338146726,1.6,1.25714285714286,0.108108108108108,0.112647952420559,1,1,NaN,1.40540540540541,_proj_,_group_
174,172,1.13372093023256,1.45080017970453,1.09090909090909,1.17857142857143,0.0872093023255814,0.111600013823426,1,1,NaN,1.13372093023256,_proj_,_group_
175,176,1.27272727272727,1.57645006428837,1.31168831168831,1.24242424242424,0.0979020979020979,0.121265389560644,1,1,NaN,1.27272727272727,_proj_,_group_
176,169,1.20118343195266,1.38692826769226,1.26136363636364,1.1358024691358,0.0923987255348202,0.106686789822482,1,1,NaN,1.20118343195266,_proj_,_group_
177,176,1.32954545454545,1.3625320203553,1.3875,1.28125,0.102272727272727,0.104810155411946,1,1,NaN,1.32954545454545,_proj_,_group_
178,183,1.27868852459016,1.48765411104139,1.29896907216495,1.25581395348837,0.0983606557377049,0.114434931618569,1,1,NaN,1.27868852459016,_proj_,_group_
179,185,1.33513513513514,1.54501586741117,1.30681818181818,1.36082474226804,0.102702702702703,0.118847374416244,1,1,NaN,1.33513513513514,_proj_,_group_
180,186,1.35483870967742,1.62843092304897,1.22352941176471,1.46534653465347,0.104218362282878,0.125263917157613,1,1,NaN,1.35483870967742,_proj_,_group_
181,179,1.18994413407821,1.35236351456003,1.48936170212766,0.858823529411765,0.0915341641598625,0.104027962658464,1,1,NaN,1.18994413407821,_proj_,_group_
182,178,1.19662921348315,1.4654552859347,1.47727272727273,0.922222222222222,0.0920484010371651,0.112727329687285,1,1,NaN,1.19662921348315,_proj_,_group_
183,172,1.31976744186047,1.61029725688829,1.35365853658537,1.28888888888889,0.101520572450805,0.123869019760638,1,1,NaN,1.31976744186047,_proj_,_group_
184,161,1.25465838509317,1.39767442160894,1.484375,1.10309278350515,0.0965121834687052,0.107513417046841,1,1,NaN,1.25465838509317,_proj_,_group_
185,186,1.33870967741935,1.4953283835722,1.36666666666667,1.3125,0.102977667493797,0.115025260274785,1,1,NaN,1.33870967741935,_proj_,_group_
186,193,1.04663212435233,1.35512205569744,1.2183908045977,0.905660377358491,0.0805101634117178,0.104240158130572,1,1,NaN,1.04663212435233,_proj_,_group_
187,174,1.29885057471264,1.58106529191928,1.38372093023256,1.21590909090909,0.0999115826702034,0.121620407070714,1,1,NaN,1.29885057471264,_proj_,_group_
188,175,1.26285714285714,1.53860022110816,1.1566265060241,1.35869565217391,0.0971428571428571,0.118353863162166,1,1,NaN,1.26285714285714,_proj_,_group_
189,179,1.1731843575419,1.36083105167931,1.35869565217391,0.977011494252874,0.0902449505801461,0.104679311667639,1,1,NaN,1.1731843575419,_proj_,_group_
190,179,1.45810055865922,1.54780699191248,1.41758241758242,1.5,0.112161581435324,0.11906207630096,1,1,NaN,1.45810055865922,_proj_,_group_
191,173,1.39306358381503,1.66578369764173,1.43333333333333,1.34939759036145,0.107158737216541,0.128137207510902,1,1,NaN,1.39306358381503,_proj_,_group_
192,196,1.47959183673469,1.62814723606067,1.60714285714286,1.38392857142857,0.1138147566719,0.12524209508159,1,1,NaN,1.47959183673469,_proj_,_group_
193,175,1.36571428571429,1.55842959143537,1.21621621621622,1.47524752475248,0.105054945054945,0.119879199341182,1,1,NaN,1.36571428571429,_proj_,_group_
194,184,1.375,1.54198970179348,1.69230769230769,1.14150943396226,0.105769230769231,0.118614592445653,1,1,NaN,1.375,_proj_,_group_
195,178,1.32584269662921,1.37594574274579,1.32967032967033,1.32183908045977,0.101987899740709,0.105841980211214,1,1,NaN,1.32584269662921,_proj_,_group_
196,187,1.44385026737968,1.79928365047842,1.6,1.26436781609195,0.111065405183052,0.138406434652186,1,1,NaN,1.44385026737968,_proj_,_group_
197,183,1.31147540983607,1.50319422103408,1.25555555555556,1.36559139784946,0.100882723833544,0.115630324694929,1,1,NaN,1.31147540983607,_proj_,_group_
198,172,1.27325581395349,1.62968977197808,1.08860759493671,1.43010752688172,0.0979427549194991,0.125360751690622,1,1,NaN,1.27325581395349,_proj_,_group_
199,188,1.35106382978723,1.58000505521773,1.44761904761905,1.2289156626506,0.10392798690671,0.121538850401364,1,1,NaN,1.35106382978723,_proj_,_group_
200,171,1.51461988304094,1.44448942799951,1.6025641025641,1.44086021505376,0.11650922177238,0.111114571384577,1,1,NaN,1.51461988304094,_proj_,_group_
201,168,1.07142857142857,1.23118864999374,1.08139534883721,1.0609756097561,0.0824175824175824,0.0947068192302873,1,1,NaN,1.07142857142857,_proj_,_group_
202,172,1.27906976744186,1.33465866403736,1.34042553191489,1.20512820512821,0.0983899821109123,0.102666051079797,1,1,NaN,1.27906976744186,_proj_,_group_
203,182,1.31868131868132,1.58640021898234,1.27,1.3780487804878,0.101437024513948,0.122030786075564,1,1,NaN,1.31868131868132,_proj_,_group_
204,189,1.17460317460317,1.62303579364002,1.28235294117647,1.08653846153846,0.0903540903540904,0.124848907203078,1,1,NaN,1.17460317460317,_proj_,_group_
205,178,1.30337078651685,1.47218653925832,1.23529411764706,1.39473684210526,0.100259291270527,0.113245118404486,1,1,NaN,1.30337078651685,_proj_,_group_
206,184,1.27717391304348,1.43885224909495,1.17283950617284,1.35922330097087,0.0982441471571906,0.110680942238073,1,1,NaN,1.27717391304348,_proj_,_group_
207,178,1.30898876404494,1.46137776099304,1.25274725274725,1.36781609195402,0.100691443388073,0.112413673922541,1,1,NaN,1.30898876404494,_proj_,_group_
208,177,1.36158192090395,1.5426857429462,1.23255813953488,1.48351648351648,0.104737070838766,0.118668134072785,1,1,NaN,1.36158192090395,_proj_,_group_
209,183,1.20218579234973,1.39764150963949,1.41935483870968,0.977777777777778,0.0924758301807482,0.107510885356884,1,1,NaN,1.20218579234973,_proj_,_group_
210,183,1.40983606557377,1.7607788846616,1.46739130434783,1.35164835164835,0.108448928121059,0.135444529589354,1,1,NaN,1.40983606557377,_proj_,_group_
211,179,1.43575418994413,1.5722508969812,1.46341463414634,1.41237113402062,0.110442629995703,0.120942376690862,1,1,NaN,1.43575418994413,_proj_,_group_
212,184,1.15760869565217,1.33966260295645,1.16483516483516,1.1505376344086,0.0890468227424749,0.103050969458188,1,1,NaN,1.15760869565217,_proj_,_group_
213,181,1.17127071823204,1.49013535502802,1.125,1.21505376344086,0.0900977475563111,0.114625796540617,1,1,NaN,1.17127071823204,_proj_,_group_
214,187,1.33155080213904,1.55100357775594,1.3469387755102,1.31460674157303,0.102426984779926,0.119307967519688,1,1,NaN,1.33155080213904,_proj_,_group_
215,170,1.17647058823529,1.29794075035709,1.15217391304348,1.20512820512821,0.0904977375565611,0.0998415961813145,1,1,NaN,1.17647058823529,_proj_,_group_
216,177,1.30508474576271,1.49150134803373,1.25806451612903,1.35714285714286,0.100391134289439,0.114730872925672,1,1,NaN,1.30508474576271,_proj_,_group_
217,167,1.23952095808383,1.38498654179153,1.4,1.07317073170732,0.0953477660064486,0.106537426291656,1,1,NaN,1.23952095808383,_proj_,_group_
218,185,1.47027027027027,1.62869393941775,1.5609756097561,1.39805825242718,0.113097713097713,0.125284149185981,1,1,NaN,1.47027027027027,_proj_,_group_
219,176,1.28409090909091,1.55984514715945,1.31395348837209,1.25555555555556,0.0987762237762238,0.119988088243035,1,1,NaN,1.28409090909091,_proj_,_group_
220,179,1.37430167597765,1.51754123226566,1.38613861386139,1.35897435897436,0.105715513536743,0.116733940943513,1,1,NaN,1.37430167597765,_proj_,_group_
221,188,1.40957446808511,1.4833528396276,1.59550561797753,1.24242424242424,0.108428805237316,0.114104064586739,1,1,NaN,1.40957446808511,_proj_,_group_
222,193,1.35751295336788,1.56180252135689,1.43269230769231,1.26966292134831,0.10442407333599,0.120138655488992,1,1,NaN,1.35751295336788,_proj_,_group_
223,188,1.3563829787234,1.34268137110323,1.2970297029703,1.42528735632184,0.104337152209493,0.103283182392556,1,1,NaN,1.3563829787234,_proj_,_group_
224,191,1.23560209424084,1.47683499730293,1.24175824175824,1.23,0.0950463149416029,0.113602692100225,1,1,NaN,1.23560209424084,_proj_,_group_
225,170,1.21764705882353,1.41619345372166,1.20689655172414,1.2289156626506,0.0936651583710407,0.108937957978589,1,1,NaN,1.21764705882353,_proj_,_group_
226,156,1.16666666666667,1.43609386580329,0.984848484848485,1.3,0.0897435897435897,0.110468758907946,1,1,NaN,1.16666666666667,_proj_,_group_
227,170,1.25882352941176,1.43211633173034,1.1978021978022,1.32911392405063,0.0968325791855204,0.110162794748488,1,1,NaN,1.25882352941176,_proj_,_group_
228,184,1.2554347826087,1.60769081458043,1.23333333333333,1.27659574468085,0.0965719063545151,0.123668524198495,1,1,NaN,1.2554347826087,_proj_,_group_
229,182,1.53296703296703,1.70683092632571,1.64044943820225,1.43010752688172,0.117920540997464,0.131294686640439,1,1,NaN,1.53296703296703,_proj_,_group_
230,172,1.32558139534884,1.68891716211025,1.19148936170213,1.48717948717949,0.101967799642218,0.129916704777712,1,1,NaN,1.32558139534884,_proj_,_group_
231,189,1.43386243386243,1.76313200593053,1.57142857142857,1.30612244897959,0.11029711029711,0.135625538917733,1,1,NaN,1.43386243386243,_proj_,_group_
232,186,1.16129032258065,1.40108315304399,1.17241379310345,1.15151515151515,0.0893300248138958,0.10777562715723,1,1,NaN,1.16129032258065,_proj_,_group_
233,173,1.20809248554913,1.39456726329776,1.43835616438356,1.04,0.0929301911960872,0.107274404869059,1,1,NaN,1.20809248554913,_proj_,_group_
234,173,1.41618497109827,1.51357170772447,1.45977011494253,1.37209302325581,0.108937305469097,0.116428592901883,1,1,NaN,1.41618497109827,_proj_,_group_
235,174,1.21264367816092,1.38766694857308,1.5679012345679,0.903225806451613,0.0932802829354554,0.106743611428698,1,1,NaN,1.21264367816092,_proj_,_group_
236,191,1.3717277486911,1.61670120574181,1.23076923076923,1.54022988505747,0.105517519130085,0.124361631210908,1,1,NaN,1.3717277486911,_proj_,_group_
237,172,1.47674418604651,1.70123274317691,1.46153846153846,1.48936170212766,0.113595706618962,0.130864057167454,1,1,NaN,1.47674418604651,_proj_,_group_
238,193,1.43523316062176,1.47096980216952,1.57317073170732,1.33333333333333,0.110402550817059,0.113151523243809,1,1,NaN,1.43523316062176,_proj_,_group_
239,176,1.30681818181818,1.52208844905717,1.53846153846154,1.05882352941176,0.100524475524476,0.117083726850551,1,1,NaN,1.30681818181818,_proj_,_group_
240,191,1.38219895287958,1.60771082179763,1.44954128440367,1.29268292682927,0.106322996375352,0.123670063215202,1,1,NaN,1.38219895287958,_proj_,_group_
241,173,1.3757225433526,1.50305509554529,1.32954545454545,1.42352941176471,0.105824811027123,0.115619622734253,1,1,NaN,1.3757225433526,_proj_,_group_
242,180,1.41111111111111,1.54192395558019,1.27956989247312,1.55172413793103,0.108547008547009,0.11860953504463,1,1,NaN,1.41111111111111,_proj_,_group_
243,181,1.39779005524862,1.58001251053785,1.66315789473684,1.1046511627907,0.107522311942201,0.121539423887527,1,1,NaN,1.39779005524862,_proj_,_group_
244,186,1.46774193548387,1.55321193209932,1.55172413793103,1.39393939393939,0.112903225806452,0.119477840930717,1,1,NaN,1.46774193548387,_proj_,_group_
245,184,1.63586956521739,1.97055269613603,1.44791666666667,1.84090909090909,0.125836120401338,0.151580976625849,1,1,NaN,1.63586956521739,_proj_,_group_
