YearBorn,nBornThisYear,meanLRS,SD,LRSfemale,LRSmale,meanRRS,SDRRS,replicate,parameterset,LRSmigs,LRSnative,project,group
39,175,1.38285714285714,1.58902227480277,1.36363636363636,1.39795918367347,0.106373626373626,0.122232482677136,1,1,NaN,1.38285714285714,_proj_,_group_
40,172,1.36046511627907,1.66780866627861,1.71910112359551,0.975903614457831,0.104651162790698,0.128292974329124,1,1,NaN,1.36046511627907,_proj_,_group_
41,177,1.44067796610169,1.64390596156765,1.40298507462687,1.46363636363636,0.110821382007823,0.126454304735973,1,1,NaN,1.44067796610169,_proj_,_group_
42,180,1.36111111111111,1.52727123254285,1.31521739130435,1.40909090909091,0.104700854700855,0.117482402503296,1,1,NaN,1.36111111111111,_proj_,_group_
43,182,1.3021978021978,1.52035747628173,1.28260869565217,1.32222222222222,0.100169061707523,0.116950575098595,1,1,NaN,1.3021978021978,_proj_,_group_
44,180,1.35555555555556,1.44013586502993,1.37755102040816,1.32926829268293,0.104273504273504,0.110779681925379,1,1,NaN,1.35555555555556,_proj_,_group_
45,175,1.45142857142857,1.55979873233244,1.34883720930233,1.55056179775281,0.111648351648352,0.119984517871726,1,1,NaN,1.45142857142857,_proj_,_group_
46,173,1.4393063583815,1.7364303077689,1.48314606741573,1.39285714285714,0.110715873721654,0.133571562136069,1,1,NaN,1.4393063583815,_proj_,_group_
47,183,1.32786885245902,1.58344434152446,1.30927835051546,1.34883720930233,0.102143757881463,0.121803410886497,1,1,NaN,1.32786885245902,_proj_,_group_
48,199,1.44221105527638,1.64391351725095,1.33663366336634,1.55102040816327,0.110939311944337,0.126454885942381,1,1,NaN,1.44221105527638,_proj_,_group_
49,185,1.35135135135135,1.43739302468151,1.18095238095238,1.575,0.103950103950104,0.11056869420627,1,1,NaN,1.35135135135135,_proj_,_group_
50,183,1.13114754098361,1.25543315719236,1.26373626373626,1,0.0870113493064313,0.0965717813224895,1,1,NaN,1.13114754098361,_proj_,_group_
51,175,1.21142857142857,1.46054851697688,1.20689655172414,1.21590909090909,0.0931868131868132,0.112349885921298,1,1,NaN,1.21142857142857,_proj_,_group_
52,193,1.33160621761658,1.56919764873469,1.39325842696629,1.27884615384615,0.102431247508968,0.12070751144113,1,1,NaN,1.33160621761658,_proj_,_group_
53,183,1.40437158469945,1.56906303449578,1.33333333333333,1.46464646464646,0.10802858343842,0.120697156499675,1,1,NaN,1.40437158469945,_proj_,_group_
54,170,1.48235294117647,1.66844550622423,1.68354430379747,1.30769230769231,0.114027149321267,0.128341962017248,1,1,NaN,1.48235294117647,_proj_,_group_
55,174,1.35632183908046,1.83716929465092,1.29411764705882,1.41573033707865,0.104332449160035,0.141320714973148,1,1,NaN,1.35632183908046,_proj_,_group_
56,176,1.40909090909091,1.6674110891618,1.22916666666667,1.625,0.108391608391608,0.128262391473985,1,1,NaN,1.40909090909091,_proj_,_group_
57,174,1.22413793103448,1.34348916086946,1.32558139534884,1.125,0.0941644562334218,0.103345320066882,1,1,NaN,1.22413793103448,_proj_,_group_
58,185,1.34594594594595,1.48517942749181,1.4020618556701,1.28409090909091,0.103534303534304,0.114244571345524,1,1,NaN,1.34594594594595,_proj_,_group_
59,187,1.48128342245989,1.68912475264337,1.50588235294118,1.46078431372549,0.113944878650761,0.129932673280259,1,1,NaN,1.48128342245989,_proj_,_group_
60,175,1.21714285714286,1.42180994298018,1.11340206185567,1.34615384615385,0.0936263736263736,0.10936999561386,1,1,NaN,1.21714285714286,_proj_,_group_
61,181,1.35359116022099,1.43250007901077,1.43333333333333,1.27472527472527,0.104122396940077,0.110192313770059,1,1,NaN,1.35359116022099,_proj_,_group_
62,169,1.20710059171598,1.35785080376942,1.36263736263736,1.02564102564103,0.0928538916704597,0.104450061828417,1,1,NaN,1.20710059171598,_proj_,_group_
63,189,1.30687830687831,1.55433686038051,1.23762376237624,1.38636363636364,0.100529100529101,0.119564373875424,1,1,NaN,1.30687830687831,_proj_,_group_
