year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,deltaK,propMigSNPs,Ho_allSNPs,project,group,k,nSNP,miggy,LBhet,maxage,broodsize,maturity,years,r0,nSNP.mig,nSNP.cons
51,696,0,0.417708671134652,0.420794148380355,0.283113555142371,484,0.498563218390805,0,0.0159396547039437,1,1,212,NA,NA,1000,0.01875,0.420794148380355,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
52,694,0,0.417671889522,0.422006811632172,0.28225454996202,459,0.5,0,0.0159510753565279,1,1,235,NA,NA,1000,0.0182276657060519,0.422006811632172,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
53,717,0,0.418428759859232,0.423240775960441,0.277717162180356,487,0.516039051603905,0,0.0159561210134969,1,1,230,NA,NA,1000,0.0189679218967922,0.423240775960441,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
54,732,0,0.418794086728614,0.421373571783408,0.277370027704344,515,0.520491803278688,0,0.0162539953399286,1,1,217,NA,NA,1000,0.0198770491803279,0.421373571783408,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
55,726,0,0.419568689076407,0.421324818432256,0.278944571827263,504,0.515151515151515,0,0.0161446002480026,1,1,222,NA,NA,1000,0.021763085399449,0.421324818432256,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
56,721,0,0.4202119231912,0.422531837094944,0.27902435482409,503,0.513176144244105,0,0.0157596040235691,1,1,218,NA,NA,1000,0.0237170596393897,0.422531837094944,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
57,729,0,0.419997447762524,0.42020202020202,0.27988041160763,504,0.502057613168724,0,0.0159164479751931,1,1,225,NA,NA,1000,0.0250342935528121,0.42020202020202,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
58,720,0,0.419637564884961,0.418800505050505,0.282455947384489,498,0.4875,0,0.0161237286534746,1,1,222,NA,NA,1000,0.0244444444444444,0.418800505050505,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
59,723,0,0.419035380578742,0.418056079466868,0.28228167199531,496,0.488243430152144,0,0.0169800893041325,1,1,227,NA,NA,1000,0.0246196403872752,0.418056079466868,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
60,720,0,0.419601404671717,0.419558080808081,0.281683943610554,497,0.472222222222222,0,0.0170747685676881,1,1,223,NA,NA,1000,0.0254861111111111,0.419558080808081,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
61,702,0,0.420091806737106,0.420707070707071,0.283850568087977,478,0.492877492877493,0,0.0173888047349424,1,1,224,NA,NA,1000,0.0273504273504274,0.420707070707071,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
62,693,0,0.420037512737237,0.419900301718484,0.286088717526369,465,0.494949494949495,0,0.0170039377932267,1,1,228,NA,NA,1000,0.0254689754689755,0.419900301718484,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
63,709,0,0.419695483725356,0.420720605205796,0.282404697214582,476,0.480959097320169,0,0.017108978197997,1,1,233,NA,NA,1000,0.0251057827926657,0.420720605205796,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
64,731,0,0.418828095613265,0.419450317124736,0.279469380921789,507,0.484268125854993,0,0.0170476270339734,1,1,224,NA,NA,1000,0.0245554035567715,0.419450317124736,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
65,736,0,0.417805399405504,0.417675395256917,0.279707404618509,512,0.467391304347826,0,0.0169093036373202,1,1,224,NA,NA,1000,0.024116847826087,0.417675395256917,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
66,725,0,0.418420866933304,0.417717868338558,0.281858976788711,504,0.456551724137931,0,0.0166027363666954,1,1,221,NA,NA,1000,0.0252413793103448,0.417717868338558,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
67,704,0,0.418296257953372,0.420273760330579,0.28268809881982,484,0.478693181818182,0,0.0170535222757971,1,1,220,NA,NA,1000,0.0259232954545455,0.420273760330579,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
68,702,0,0.418102218030993,0.421289821289821,0.281897962195569,478,0.484330484330484,0,0.0174611324739093,1,1,224,NA,NA,1000,0.0257834757834758,0.421289821289821,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
69,714,0,0.418263285706439,0.42153043035396,0.279778043287055,485,0.490196078431373,0,0.0175663290231751,1,1,229,NA,NA,1000,0.0254201680672269,0.42153043035396,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
70,709,0,0.41734190362187,0.421361713040133,0.280123410788551,483,0.495063469675599,0,0.0183947128527054,1,1,226,NA,NA,1000,0.0251057827926657,0.421361713040133,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
71,731,0,0.416195537541781,0.419549807237906,0.277476781055656,500,0.478796169630643,0,0.0194922783246095,1,1,231,NA,NA,1000,0.0246922024623803,0.419549807237906,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
72,724,0,0.417119744305174,0.420278754394776,0.278555234372567,507,0.480662983425414,0,0.0193249184056659,1,1,217,NA,NA,1000,0.0244475138121547,0.420278754394776,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
73,714,0,0.416875038785568,0.420091673032849,0.280208790741128,494,0.467787114845938,0,0.0199676181561056,1,1,220,NA,NA,1000,0.0247899159663866,0.420091673032849,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
74,737,0,0.416759977097368,0.42106821265573,0.275395579164153,517,0.472184531886024,0,0.0198721136047433,1,1,220,NA,NA,1000,0.024966078697422,0.42106821265573,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
75,735,0,0.416958876562375,0.421125541125541,0.275806463805183,517,0.474829931972789,0,0.0195473363043224,1,1,218,NA,NA,1000,0.0259183673469388,0.421125541125541,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
76,727,0,0.417004743353723,0.419607352757284,0.278650459970794,528,0.462173314993122,0,0.0198216910722785,1,1,199,NA,NA,1000,0.0269601100412655,0.419607352757284,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
77,699,0,0.417062304602138,0.420093640265314,0.282837885251789,474,0.487839771101574,0,0.0204902982414949,1,1,225,NA,NA,1000,0.0309012875536481,0.420093640265314,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
78,713,0,0.416088966514838,0.420387606783119,0.279526755925663,482,0.502103786816269,0,0.0217737492335183,1,1,231,NA,NA,1000,0.0331697054698457,0.420387606783119,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
79,722,0,0.41634478954414,0.419352807856963,0.279245372348856,502,0.483379501385042,0,0.0218870566434316,1,1,220,NA,NA,1000,0.0339335180055402,0.419352807856963,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
80,714,0,0.416160118236243,0.417697988286224,0.28205699319075,491,0.478991596638655,0,0.0222580540644576,1,1,223,NA,NA,1000,0.0353641456582633,0.417697988286224,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
81,724,0,0.415575337638156,0.417579105976896,0.280127859539695,500,0.483425414364641,0,0.0234259557279399,1,1,224,NA,NA,1000,0.0357734806629834,0.417579105976896,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
82,689,0,0.415482730430563,0.4167700224304,0.28664089445283,467,0.502177068214804,0,0.024211488777848,1,1,222,NA,NA,1000,0.0350507982583454,0.4167700224304,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
83,706,0,0.416290219442781,0.417782642286892,0.283382316450402,471,0.497167138810198,0,0.024271265723771,1,1,235,NA,NA,1000,0.0373937677053824,0.417782642286892,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
84,698,0,0.416299668386063,0.415394634019276,0.287035247198753,468,0.492836676217765,0,0.0241574407385253,1,1,230,NA,NA,1000,0.0383954154727794,0.415394634019276,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
85,711,0,0.415893746703446,0.416046541362997,0.283982688588342,479,0.490857946554149,0,0.024597272555884,1,1,232,NA,NA,1000,0.0384669479606188,0.416046541362997,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
86,715,0,0.416305593961029,0.417291799109981,0.282396017627536,485,0.490909090909091,0,0.0246015485193805,1,1,230,NA,NA,1000,0.0383216783216783,0.417291799109981,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
87,730,0,0.416078592265306,0.416737235367372,0.280358193018427,505,0.498630136986301,0,0.0248701855379445,1,1,225,NA,NA,1000,0.0397260273972603,0.416737235367372,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
88,719,0,0.415557143311848,0.414464534075104,0.284007346106788,503,0.496522948539638,0,0.0258414392071093,1,1,216,NA,NA,1000,0.0399165507649513,0.414464534075104,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
89,711,0,0.414859071586092,0.415394450837489,0.283894934188739,482,0.50210970464135,0,0.0262252864061032,1,1,229,NA,NA,1000,0.040365682137834,0.415394450837489,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
90,697,0,0.415902985816162,0.417542715534107,0.284842037590668,469,0.513629842180775,0,0.0251062178095282,1,1,228,NA,NA,1000,0.0423959827833572,0.417542715534107,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
91,711,0,0.416069874626196,0.41640455184759,0.283755194657178,476,0.518987341772152,0,0.0256513036072438,1,1,235,NA,NA,1000,0.0440928270042194,0.41640455184759,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
92,728,0,0.415507337785841,0.416471028971029,0.2805345269792,503,0.512362637362637,0,0.0257742540334811,1,1,225,NA,NA,1000,0.0447802197802198,0.416471028971029,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
93,724,0,0.415067137408393,0.419575590155701,0.277781959590232,501,0.498618784530387,0,0.0259603874945906,1,1,223,NA,NA,1000,0.0453038674033149,0.419575590155701,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
94,727,0,0.416133534600922,0.418794547955483,0.278833303551584,503,0.485557083906465,0,0.026287124853666,1,1,224,NA,NA,1000,0.0486244841815681,0.418794547955483,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
95,714,0,0.416023209640362,0.417150496562261,0.28249888536531,496,0.490196078431373,0,0.0262358695102426,1,1,218,NA,NA,1000,0.0485994397759104,0.417150496562261,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
96,730,0,0.415006695781231,0.418418430884184,0.277910406174174,506,0.491780821917808,0,0.0261336694125757,1,1,224,NA,NA,1000,0.0483561643835616,0.418418430884184,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
97,726,0,0.414966937664329,0.418920611069371,0.278033109086046,507,0.491735537190083,0,0.0264020879870662,1,1,219,NA,NA,1000,0.0475206611570248,0.418920611069371,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
98,728,0,0.415384409546497,0.418631368631369,0.278295043865452,509,0.520604395604396,0,0.0262682041174779,1,1,219,NA,NA,1000,0.0473901098901099,0.418631368631369,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
99,739,0,0.415672001426257,0.417468323286997,0.277894991566088,521,0.520974289580514,0,0.0263663731949502,1,1,218,NA,NA,1000,0.0487821380243572,0.417468323286997,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
100,674,0,0.415286221672207,0.418640410035069,0.287276829238347,492,0.543026706231454,0,0.0269075361685135,1,1,182,NA,NA,930,0.0504451038575668,0.418640410035069,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
101,642,0,0.415666722690262,0.420631549136222,0.291332951565112,489,0.542056074766355,0,0.0269226238347384,1,1,153,NA,NA,860,0.0525700934579439,0.420631549136222,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
102,577,0,0.415531949345465,0.419851898534741,0.304182695002979,425,0.537261698440208,0,0.0274290718520009,1,1,152,NA,NA,790,0.0519930675909879,0.419851898534741,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
103,530,0,0.415004530890967,0.416706689536878,0.315924881758572,386,0.533962264150943,0,0.0274592821101403,1,1,144,NA,NA,720,0.05,0.416706689536878,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
104,458,0,0.413490377064441,0.413755458515284,0.332815983754518,333,0.548034934497817,0,0.0274624311091612,1,1,125,NA,NA,650,0.0506550218340611,0.413755458515284,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
105,425,0,0.412343781063227,0.411657754010695,0.3412876900617,309,0.534117647058823,0,0.0285447647763422,1,1,116,NA,NA,580,0.0515294117647059,0.411657754010695,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
106,382,0,0.410946482726999,0.408138981437411,0.35326403104273,292,0.5,0,0.0294593182730277,1,1,90,NA,NA,510,0.0494764397905759,0.408138981437411,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
107,320,0,0.411303178267045,0.410170454545455,0.367989248662948,250,0.521875,0,0.028841205169374,1,1,70,NA,NA,440,0.05234375,0.410170454545455,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
108,260,0,0.412566231845078,0.414230769230769,0.383224453450735,203,0.484615384615385,0,0.027604460027627,1,1,57,NA,NA,370,0.0542307692307692,0.414230769230769,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
109,226,0,0.412204006151261,0.415245374094932,0.393097368265277,178,0.451327433628319,0,0.0277501149437129,1,1,48,NA,NA,300,0.0508849557522124,0.415245374094932,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
110,221,0,0.412125896461803,0.412710818593172,0.395742658069091,159,0.443438914027149,0,0.0283526208163478,1,1,62,NA,NA,300,0.048868778280543,0.412710818593172,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
111,206,0,0.411606676149753,0.415754633715799,0.399176924004478,138,0.456310679611651,0,0.0290265739670952,1,1,68,NA,NA,300,0.0470873786407767,0.415754633715799,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
112,209,0,0.412285974138954,0.417920835145716,0.397482038398665,140,0.473684210526316,0,0.0302126593631675,1,1,69,NA,NA,300,0.0509569377990431,0.417920835145716,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
113,214,0,0.409872140480709,0.414061172472387,0.396836814369127,148,0.495327102803738,0,0.0317055090962716,1,1,66,NA,NA,300,0.0492990654205607,0.414061172472387,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
114,212,0,0.40884899187676,0.407718696397942,0.399838870456432,145,0.476415094339623,0,0.032045869168852,1,1,67,NA,NA,300,0.0471698113207547,0.407718696397942,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
115,217,0,0.408331515370314,0.411018014243821,0.396755496257844,148,0.456221198156682,0,0.03198541112299,1,1,69,NA,NA,300,0.0447004608294931,0.411018014243821,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
116,209,0,0.406154953994976,0.411918225315354,0.398419665212043,143,0.416267942583732,0,0.0341978119841784,1,1,66,NA,NA,300,0.0461722488038278,0.411918225315354,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
117,214,0,0.406614809550655,0.415250637213254,0.395527143607142,144,0.439252336448598,0,0.0343944923195128,1,1,70,NA,NA,300,0.0481308411214953,0.415250637213254,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
118,215,0,0.404905550912041,0.409090909090909,0.397334963498644,142,0.483720930232558,0,0.0355371583993696,1,1,73,NA,NA,300,0.046046511627907,0.409090909090909,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
119,209,0,0.404752846567365,0.407394519356242,0.39991762480779,144,0.497607655502392,0,0.0358758821682944,1,1,65,NA,NA,300,0.0449760765550239,0.407394519356242,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
120,208,0,0.404492817879236,0.409746503496503,0.399221201240984,139,0.466346153846154,0,0.036269918005384,1,1,69,NA,NA,300,0.046875,0.409746503496503,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
121,209,0,0.403961468581097,0.409351892127012,0.398926815856224,139,0.483253588516746,0,0.0351886349271461,1,1,70,NA,NA,300,0.0440191387559809,0.409351892127012,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
122,213,0,0.404818668734558,0.407853179684166,0.398466355012025,145,0.52112676056338,0,0.0357513581581562,1,1,68,NA,NA,300,0.0471830985915493,0.407853179684166,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
123,220,0,0.403540289256198,0.406818181818182,0.396356005989966,152,0.5,0,0.0357521800738107,1,1,68,NA,NA,300,0.0454545454545455,0.406818181818182,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
124,203,0,0.402252817676633,0.406448723690103,0.401630454202863,139,0.497536945812808,0,0.0359639967086009,1,1,64,NA,NA,300,0.0463054187192118,0.406448723690103,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
125,209,0,0.402631474887147,0.412179208351457,0.39744857768137,136,0.488038277511962,0,0.0358573030798261,1,1,73,NA,NA,300,0.042822966507177,0.412179208351457,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
126,223,0,0.401979090305821,0.407827150428047,0.394571402282198,160,0.493273542600897,0,0.0363412306219929,1,1,63,NA,NA,300,0.0439461883408072,0.407827150428047,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
127,225,0,0.40089822671156,0.407030303030303,0.393998971790923,160,0.471111111111111,0,0.0371411380015008,1,1,65,NA,NA,300,0.044,0.407030303030303,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
128,228,0,0.399043062200957,0.400797448165869,0.395292294594097,160,0.539473684210526,0,0.038863392986008,1,1,68,NA,NA,300,0.0427631578947368,0.400797448165869,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
129,220,0,0.397810574755823,0.39698347107438,0.399071383623871,156,0.536363636363636,0,0.0405109555751393,1,1,64,NA,NA,300,0.0436363636363636,0.39698347107438,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
130,223,0,0.398284063259229,0.399225438238891,0.397312617523456,159,0.524663677130045,0,0.0409716996248132,1,1,64,NA,NA,300,0.0439461883408072,0.399225438238891,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
131,211,0,0.397617467548511,0.401551055579492,0.399916484520545,144,0.545023696682464,0,0.0424947262457526,1,1,67,NA,NA,300,0.04739336492891,0.401551055579492,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
132,221,0,0.396297168362646,0.397079391197038,0.398334713591345,153,0.529411764705882,0,0.0436904732165359,1,1,68,NA,NA,300,0.0479638009049774,0.397079391197038,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
133,220,0,0.39448328324568,0.396528925619835,0.398411118649527,157,0.527272727272727,0,0.0453356348412253,1,1,63,NA,NA,300,0.0527272727272727,0.396528925619835,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
134,207,0,0.39467962549248,0.395256916996047,0.403030218654402,140,0.492753623188406,0,0.0444985346761336,1,1,67,NA,NA,300,0.0550724637681159,0.395256916996047,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
135,228,0,0.394617312319875,0.394298245614035,0.396971309907763,157,0.495614035087719,0,0.044509758192214,1,1,71,NA,NA,300,0.0567982456140351,0.394298245614035,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
136,222,0,0.393122237716832,0.395167895167895,0.398026840597604,158,0.477477477477477,0,0.0459599642021822,1,1,64,NA,NA,300,0.0592342342342342,0.395167895167895,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
137,221,0,0.391235753865512,0.393665158371041,0.398491480607707,158,0.529411764705882,0,0.0493696661923245,1,1,63,NA,NA,300,0.0631221719457014,0.393665158371041,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
138,216,0,0.390326587635615,0.39263468013468,0.400238070894648,154,0.513888888888889,0,0.050878507306331,1,1,62,NA,NA,300,0.0659722222222222,0.39263468013468,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
139,208,0,0.387536456932491,0.394886363636364,0.401124696971464,142,0.456730769230769,0,0.0530641085653367,1,1,66,NA,NA,300,0.0653846153846154,0.394886363636364,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
140,213,0,0.386880408929606,0.393982074263764,0.399744890360881,145,0.427230046948357,0,0.0542818302055914,1,1,68,NA,NA,300,0.0669014084507042,0.393982074263764,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
141,214,0,0.386379318558985,0.395581988105353,0.398633099940181,147,0.439252336448598,0,0.0559505650621604,1,1,67,NA,NA,300,0.0717289719626168,0.395581988105353,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
142,213,0,0.384142856856604,0.388689714041827,0.401266452846291,146,0.431924882629108,0,0.0573133095616823,1,1,67,NA,NA,300,0.0706572769953052,0.388689714041827,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
143,210,0,0.383790249433107,0.387835497835498,0.402466329223301,140,0.476190476190476,0,0.0572824416244928,1,1,70,NA,NA,300,0.0721428571428571,0.387835497835498,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
144,215,0,0.385059049117459,0.385285412262156,0.402307572831175,146,0.46046511627907,0,0.0568026040630824,1,1,69,NA,NA,300,0.0774418604651163,0.385285412262156,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
145,203,0,0.38504309517559,0.387057769816391,0.405267136810574,134,0.522167487684729,0,0.0556193095703746,1,1,69,NA,NA,300,0.0711822660098522,0.387057769816391,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
146,212,0,0.385488102365772,0.388121783876501,0.402148128856364,143,0.547169811320755,0,0.0555706958761096,1,1,69,NA,NA,300,0.0716981132075472,0.388121783876501,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
147,222,0,0.386376087389601,0.392342342342342,0.397491772920858,152,0.567567567567568,0,0.0556227810931325,1,1,70,NA,NA,300,0.0754504504504505,0.392342342342342,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
148,210,0,0.385818387961245,0.391601731601732,0.401414638639236,144,0.547619047619048,0,0.0552998817893458,1,1,66,NA,NA,300,0.0711904761904762,0.391601731601732,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
149,210,0,0.387559987631416,0.394935064935065,0.400472097463531,143,0.542857142857143,0,0.0530830795859587,1,1,67,NA,NA,300,0.0695238095238095,0.394935064935065,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
150,211,0,0.38613340793211,0.390952175786299,0.401446406540617,140,0.516587677725118,0,0.053152251785512,1,1,71,NA,NA,300,0.0691943127962085,0.390952175786299,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
151,241,0,0.38612306324553,0.387589588834402,0.393806001613259,150,0.493775933609959,0,0.0535518981930229,1,1,91,NA,NA,370,0.0746887966804979,0.387589588834402,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
152,272,0,0.387929269719251,0.388736631016043,0.384870491701194,163,0.514705882352941,0,0.0534965661216238,1,1,109,NA,NA,440,0.0810661764705882,0.388736631016043,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
153,327,0,0.387629131989876,0.391965526827912,0.367995887910438,200,0.516819571865443,0,0.0549664590950397,1,1,127,NA,NA,510,0.0819571865443425,0.391965526827912,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
154,366,0,0.387012017514571,0.389220069547938,0.359455406121923,222,0.497267759562842,0,0.0563723441970389,1,1,144,NA,NA,580,0.0804644808743169,0.389220069547938,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
155,427,0,0.385543440703344,0.387545241643602,0.345451908943693,265,0.522248243559719,0,0.0593489602149039,1,1,162,NA,NA,650,0.0817330210772834,0.387545241643602,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
156,488,0,0.385836777900613,0.388058867362146,0.33182990357401,309,0.512295081967213,0,0.06068398665401,1,1,179,NA,NA,720,0.0871926229508197,0.388058867362146,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
157,530,0,0.386545098546879,0.388919382504288,0.32287019600449,339,0.524528301886792,0,0.0601799660573995,1,1,191,NA,NA,790,0.0860377358490566,0.388919382504288,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
158,584,0,0.387047128490762,0.386581569115816,0.314768106708785,372,0.496575342465753,0,0.0603444535911636,1,1,212,NA,NA,860,0.0877568493150685,0.386581569115816,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
159,634,0,0.387488533344672,0.385044450817321,0.30749794498129,406,0.487381703470032,0,0.060237495954238,1,1,228,NA,NA,930,0.0888801261829653,0.385044450817321,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
160,690,0,0.38752766798419,0.387496706192358,0.295703192825218,446,0.504347826086956,0,0.0606964356618278,1,1,244,NA,NA,1000,0.0886231884057971,0.387496706192358,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
161,706,0,0.388382852471622,0.388089106361061,0.293105351102167,473,0.502832861189802,0,0.0594689402671179,1,1,233,NA,NA,1000,0.0870396600566572,0.388089106361061,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
162,726,0,0.389415223197069,0.389631855747558,0.289083581852883,495,0.515151515151515,0,0.0596324983840016,1,1,231,NA,NA,1000,0.0873278236914601,0.389631855747558,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
163,720,0,0.38964873562009,0.388169191919192,0.291691537014331,497,0.509722222222222,0,0.0599293877984749,1,1,223,NA,NA,1000,0.0881944444444445,0.388169191919192,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
164,702,0,0.389524869190111,0.388202538202538,0.294446677022789,476,0.522792022792023,0,0.0602156622095134,1,1,226,NA,NA,1000,0.0910968660968661,0.388202538202538,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
165,713,0,0.390293476874976,0.389863572612521,0.291554452856547,480,0.511921458625526,0,0.0604531245991174,1,1,233,NA,NA,1000,0.0922861150070126,0.389863572612521,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
166,720,0,0.389558370159933,0.38925505050505,0.290523997183022,492,0.520833333333333,0,0.0606988314856897,1,1,228,NA,NA,1000,0.0911805555555556,0.38925505050505,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
167,727,0,0.390653613399385,0.3924721770664,0.286926574829327,503,0.514442916093535,0,0.0602374782752419,1,1,224,NA,NA,1000,0.091334250343879,0.3924721770664,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
168,709,0,0.390253307221225,0.39178099756379,0.290241393398056,487,0.482369534555712,0,0.061391563559812,1,1,222,NA,NA,1000,0.0930183356840621,0.39178099756379,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
169,712,0,0.390605964366873,0.391483656792646,0.290305960310759,485,0.5,0,0.0618752090915919,1,1,227,NA,NA,1000,0.0914325842696629,0.391483656792646,_proj_,_group_,1000,100,0,0.45,9,2,1,250,1,10,0
