year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.469830808,0.251656,0.465358509743986,131,0.472,0,0.00305629074685787,1,1,0,NA,NA,500,500,9,2,1,250,1,0.0555555555555556,0,0
1,500,0.01,0.4697623,0.263076,0.452971605854547,300,0.48,5,-0.00137024793499204,1,1,26,0.00287786366938602,0.463310335048721,500,500,9,2,1,250,1,0.0555555555555556,0,0
2,497,0.0201207243460765,0.469928848746402,0.272317907444668,0.443311433353975,476,0.472837022132797,5,-0.00129601412250895,1,1,21,0.00291710918084269,0.461708404268043,500,500,9,2,1,250,1,0.0555555555555556,0,0
3,498,0.0261044176706827,0.469803281398687,0.282895582329317,0.431989498670127,472,0.475903614457831,5,-0.00121337087474538,1,1,26,0.00290585978010366,0.459821255486167,500,500,9,2,1,250,1,0.0555555555555556,0,0
4,498,0.0240963855421687,0.469824611699811,0.29440562248996,0.419788137606814,467,0.491967871485944,5,-0.00112845112680069,1,1,31,0.00289809651287635,0.457790273648189,500,500,9,2,1,250,1,0.0555555555555556,0,0
5,499,0.0260521042084168,0.469790651443167,0.306028056112224,0.407374085444047,469,0.501002004008016,5,-0.00105384656488026,1,1,30,0.00291178777200867,0.455716285185058,500,500,9,2,1,250,1,0.0555555555555556,0,0
6,497,0.0321931589537223,0.469420393588898,0.316474849094567,0.396178855207396,467,0.523138832997988,5,-0.000943181491503437,1,1,30,0.0028539954938185,0.453874496288727,500,500,9,2,1,250,1,0.0555555555555556,0,0
7,498,0.034136546184739,0.469497762132869,0.326847389558233,0.385146364285332,468,0.512048192771084,5,-0.000813902832819967,1,1,29,0.00291722221617621,0.452028428264149,500,500,9,2,1,250,1,0.0555555555555556,0,0
8,490,0.0387755102040816,0.469486405664307,0.353159183673469,0.358087582407469,435,0.495918367346939,5,-0.00056046136391388,1,1,54,0.00296050015647852,0.447645850967113,500,500,9,2,1,250,1,0.0555555555555556,0,0
9,472,0.0444915254237288,0.46894764435507,0.400330508474576,0.311006160220614,377,0.50635593220339,5,6.07847179274177e-05,1,1,94,0.00315859079403677,0.440265099497276,500,500,9,2,1,250,1,0.0555555555555556,0,0
10,437,0.0503432494279176,0.468166267823573,0.459340961098398,0.257978250496483,322,0.491990846681922,5,0.0011110534462005,1,1,115,0.00340906755901717,0.432683048740868,500,500,9,2,1,250,1,0.0555555555555556,0,0
11,487,0.0431211498973306,0.467962250547078,0.460217659137577,0.244808115628707,419,0.484599589322382,5,0.00140078175061216,1,1,68,0.00356468622757347,0.42906795959568,500,500,9,2,1,250,1,0.0555555555555556,0,0
12,496,0.0463709677419355,0.467952856724766,0.459951612903226,0.243025500276161,460,0.48991935483871,5,0.00150271689162108,1,1,36,0.00354435371747633,0.428497216646896,500,500,9,2,1,250,1,0.0555555555555556,0,0
13,496,0.0443548387096774,0.467866675338189,0.460177419354839,0.242716432339997,466,0.483870967741935,5,0.00165849319626671,1,1,29,0.00358841916724721,0.42844879138957,500,500,9,2,1,250,1,0.0555555555555556,0,0
14,499,0.0480961923847695,0.467689017313183,0.459394789579158,0.242728600363046,467,0.470941883767535,5,0.00190759757609047,1,1,31,0.00366554123515894,0.428364195954169,500,500,9,2,1,250,1,0.0555555555555556,0,0
15,498,0.0461847389558233,0.467895578297124,0.460381526104418,0.242070334163885,469,0.461847389558233,5,0.00197240812778426,1,1,28,0.00371919277703763,0.428278856980314,500,500,9,2,1,250,1,0.0555555555555556,0,0
16,500,0.048,0.467735256,0.460648,0.241205594350179,473,0.476,5,0.00208110626524311,1,1,27,0.00378173418838228,0.428078511383969,500,500,9,2,1,250,1,0.0555555555555556,0,0
17,493,0.0466531440162272,0.467444725137729,0.460782961460446,0.242418645594211,445,0.478701825557809,5,0.00238477458156941,1,1,48,0.00390347435935129,0.428505908195729,500,500,9,2,1,250,1,0.0555555555555556,0,0
18,482,0.0497925311203319,0.467390084537112,0.460008298755187,0.245734357075723,402,0.487551867219917,5,0.00267393141804242,1,1,79,0.00395764786542426,0.429391228375455,500,500,9,2,1,250,1,0.0555555555555556,0,0
19,466,0.0515021459227468,0.467151398073274,0.458828326180257,0.250560438704845,367,0.517167381974249,5,0.00308561285986915,1,1,98,0.00410931360281155,0.430668145225253,500,500,9,2,1,250,1,0.0555555555555556,0,0
20,479,0.0501043841336117,0.46732172541089,0.459741127348643,0.246661750757981,400,0.51356993736952,5,0.00331412529888963,1,1,79,0.00415205860191469,0.42963656472525,500,500,9,2,1,250,1,0.0555555555555556,0,0
21,494,0.048582995951417,0.467188160763166,0.459481781376518,0.24336295908103,443,0.504048582995951,5,0.00359250226997029,1,1,51,0.00432339829150742,0.428639662474004,500,500,9,2,1,250,1,0.0555555555555556,0,0
