year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
79,499,0.0180360721442886,0.455891269512974,0.453571142284569,0.237827488888853,462,0.501002004008016,0,0.0120803298776947,1,1,37,0.00938424430166635,0.429766932765986,500,500,9,2,1,250,1,0.0555555555555556,0,0
80,497,0.0181086519114688,0.455768571185665,0.453412474849095,0.23835735624158,463,0.48692152917505,1,0.0122926625215343,1,1,34,0.00949048356872221,0.429920242065653,500,500,9,2,1,250,1,0.0555555555555556,0,0
81,498,0.0160642570281124,0.45567921081918,0.454285140562249,0.237112982209893,450,0.506024096385542,0,0.0124356697664902,1,1,48,0.00958690788948359,0.429687958794968,500,500,9,2,1,250,1,0.0555555555555556,0,0
82,493,0.0141987829614604,0.455062703405486,0.453586206896552,0.238518716758386,437,0.515212981744422,1,0.0129768534229213,1,1,56,0.00980594773033758,0.430094646894329,500,500,9,2,1,250,1,0.0555555555555556,0,0
83,488,0.0122950819672131,0.45482550473663,0.454299180327869,0.238735750583779,424,0.514344262295082,0,0.0130028777287128,1,1,64,0.00973837800814887,0.430293073113307,500,500,9,2,1,250,1,0.0555555555555556,0,0
84,485,0.0123711340206186,0.454931605909236,0.453307216494845,0.240589218374878,415,0.480412371134021,1,0.0129431395467099,1,1,70,0.00964284894402561,0.430683473439551,500,500,9,2,1,250,1,0.0555555555555556,0,0
85,486,0.01440329218107,0.454430735490864,0.452395061728395,0.240919106824712,418,0.493827160493827,1,0.0131408877839752,1,1,68,0.00974086748038568,0.430722782764621,500,500,9,2,1,250,1,0.0555555555555556,0,0
86,492,0.016260162601626,0.454091446890079,0.451878048780488,0.239790824023512,430,0.502032520325203,1,0.0134516084897752,1,1,62,0.00990490163961971,0.430365892553995,500,500,9,2,1,250,1,0.0555555555555556,0,0
87,492,0.00813008130081301,0.453568919789808,0.453247967479675,0.237892601238248,443,0.49390243902439,1,0.0138514898628516,1,1,49,0.0101151574626236,0.430073885297144,500,500,9,2,1,250,1,0.0555555555555556,0,0
88,493,0.00811359026369168,0.453511279618513,0.453886409736308,0.236924342799492,455,0.503042596348884,0,0.0139953195422553,1,1,38,0.0101672073644936,0.429886820321123,500,500,9,2,1,250,1,0.0555555555555556,0,0
89,496,0.00806451612903226,0.453731021559573,0.454084677419355,0.236188416149649,459,0.522177419354839,0,0.0138763140616904,1,1,37,0.0101237746157908,0.42966553712209,500,500,9,2,1,250,1,0.0555555555555556,0,0
90,494,0.0101214574898785,0.4538360569752,0.452744939271255,0.238184454993814,449,0.502024291497976,0,0.0137970598437518,1,1,45,0.0100680549097104,0.430050488020752,500,500,9,2,1,250,1,0.0555555555555556,0,0
91,492,0.0121951219512195,0.453972205697667,0.452422764227642,0.239108700185149,439,0.471544715447154,0,0.0137090374725675,1,1,53,0.00999931839130228,0.430258623675095,500,500,9,2,1,250,1,0.0555555555555556,0,0
92,490,0.0142857142857143,0.453684206580591,0.451616326530612,0.240205685557888,429,0.487755102040816,1,0.0140456703681124,1,1,61,0.0101662205816388,0.430508635382272,500,500,9,2,1,250,1,0.0555555555555556,0,0
93,487,0.0143737166324435,0.45351982763346,0.451622176591376,0.240769458439,419,0.51129363449692,1,0.0142428669850567,1,1,67,0.0102716316321785,0.4306978732893,500,500,9,2,1,250,1,0.0555555555555556,0,0
94,490,0.0142857142857143,0.453645052061641,0.451489795918367,0.240309350201256,419,0.510204081632653,1,0.0141227267311809,1,1,71,0.0102556695762308,0.430526816365636,500,500,9,2,1,250,1,0.0555555555555556,0,0
95,491,0.0142566191446029,0.453962867252085,0.451649694501018,0.240163723346705,428,0.503054989816701,1,0.0140437735629151,1,1,63,0.0102597175015205,0.43046176487724,500,500,9,2,1,250,1,0.0555555555555556,0,0
96,493,0.0141987829614604,0.454227242243334,0.451565922920892,0.240004697352666,441,0.505070993914807,1,0.0140195441091503,1,1,51,0.0102548832550446,0.43036546985111,500,500,9,2,1,250,1,0.0555555555555556,0,0
97,497,0.0181086519114688,0.454439947532276,0.450627766599598,0.240267801167386,457,0.523138832997988,0,0.0138974868750156,1,1,40,0.0102024503735988,0.430278432134855,500,500,9,2,1,250,1,0.0555555555555556,0,0
98,497,0.0201207243460765,0.454407013509629,0.450148893360161,0.240757229496794,460,0.511066398390342,0,0.0138749629325066,1,1,36,0.0101641548958338,0.430359736569844,500,500,9,2,1,250,1,0.0555555555555556,0,0
99,495,0.0181818181818182,0.454259446995205,0.450961616161616,0.240218971179387,451,0.515151515151515,1,0.0140055203926745,1,1,44,0.0102038905857008,0.430337928104658,500,500,9,2,1,250,1,0.0555555555555556,0,0
100,487,0.0184804928131417,0.454232521956917,0.451067761806981,0.241939627575698,442,0.53388090349076,0,0.0139812749217368,1,1,45,0.0101002709782766,0.430864426520153,500,500,9,2,1,250,1,0.0555555555555556,0,0
101,479,0.0167014613778706,0.45418090489494,0.451010438413361,0.243845715550212,425,0.521920668058455,1,0.0140900130805846,1,1,54,0.0101041809294037,0.431418510794666,500,500,9,2,1,250,1,0.0555555555555556,0,0
102,469,0.0149253731343284,0.453704956787794,0.451053304904051,0.245826023368525,411,0.515991471215352,1,0.0144360785742415,1,1,58,0.0102585599973383,0.432054584892652,500,500,9,2,1,250,1,0.0555555555555556,0,0
103,462,0.0173160173160173,0.453446196660482,0.450735930735931,0.2476675928495,398,0.497835497835498,0,0.0148702039430929,1,1,63,0.0103792302113248,0.432566833820062,500,500,9,2,1,250,1,0.0555555555555556,0,0
104,459,0.0152505446623094,0.453100711502224,0.450723311546841,0.24815325883172,398,0.503267973856209,1,0.0151452957665775,1,1,61,0.0104617056894677,0.432744348139401,500,500,9,2,1,250,1,0.0555555555555556,0,0
105,454,0.0154185022026432,0.452602767373712,0.450995594713656,0.248735663550071,408,0.480176211453745,1,0.0153375931013443,1,1,46,0.0105132379215402,0.433000998318283,500,500,9,2,1,250,1,0.0555555555555556,0,0
106,453,0.0132450331125828,0.452072667378136,0.450551876379691,0.24903430815607,413,0.45916114790287,0,0.0156085450035595,1,1,40,0.010671597146615,0.433093842245604,500,500,9,2,1,250,1,0.0555555555555556,0,0
107,446,0.0134529147982063,0.451659072171168,0.4507533632287,0.250292006045252,417,0.47085201793722,1,0.0159745262109128,1,1,29,0.0107848976224296,0.433511839629324,500,500,9,2,1,250,1,0.0555555555555556,0,0
108,437,0.0160183066361556,0.451731139609046,0.450370709382151,0.253067610801632,403,0.466819221967963,1,0.0158366530626109,1,1,34,0.0105853898792292,0.434208345199053,500,500,9,2,1,250,1,0.0555555555555556,0,0
109,431,0.0208816705336427,0.451874516179392,0.449048723897912,0.256078053810733,394,0.468677494199536,0,0.0157023863755438,1,1,37,0.0104653624572807,0.434845954839726,500,500,9,2,1,250,1,0.0555555555555556,0,0
110,421,0.0190023752969121,0.451504606721921,0.449738717339667,0.257777651186317,376,0.463182897862233,1,0.0159645851649589,1,1,45,0.010511374227481,0.435407109300334,500,500,9,2,1,250,1,0.0555555555555556,0,0
111,410,0.0170731707317073,0.451445520523498,0.449873170731707,0.260605063408305,362,0.45609756097561,1,0.0160579889173823,1,1,48,0.0104125867195233,0.436155461934167,500,500,9,2,1,250,1,0.0555555555555556,0,0
112,401,0.0149625935162095,0.451428722458194,0.450294264339152,0.262698454748902,346,0.478802992518703,0,0.016042398522977,1,1,55,0.0103194589946538,0.436728253034343,500,500,9,2,1,250,1,0.0555555555555556,0,0
113,394,0.0126903553299492,0.451714190007472,0.451390862944162,0.263844342621181,339,0.484771573604061,1,0.0159426651902178,1,1,55,0.010176550768278,0.437091211528259,500,500,9,2,1,250,1,0.0555555555555556,0,0
114,393,0.0101781170483461,0.451912482437568,0.452035623409669,0.26365755844679,347,0.493638676844784,1,0.0160039877198047,1,1,46,0.0101764314430141,0.437086730337303,500,500,9,2,1,250,1,0.0555555555555556,0,0
115,388,0.0103092783505155,0.452030496067595,0.452427835051546,0.264822263781369,353,0.484536082474227,1,0.0160137600077281,1,1,35,0.0100934108012745,0.437398763998615,500,500,9,2,1,250,1,0.0555555555555556,0,0
116,385,0.0155844155844156,0.45230586608197,0.451194805194805,0.267053937930324,361,0.485714285714286,0,0.0158560803171327,1,1,24,0.00996255914109334,0.437807603057394,500,500,9,2,1,250,1,0.0555555555555556,0,0
117,375,0.0186666666666667,0.452545031111111,0.450554666666667,0.270766968420074,352,0.501333333333333,0,0.0156332626337924,1,1,23,0.00978734742733549,0.438627382195454,500,500,9,2,1,250,1,0.0555555555555556,0,0
118,367,0.0190735694822888,0.452319016400745,0.449961852861035,0.273563318303735,338,0.50408719346049,1,0.0157271527777613,1,1,29,0.00974666326407916,0.439260604684363,500,500,9,2,1,250,1,0.0555555555555556,0,0
119,358,0.0195530726256983,0.452659093037046,0.44986592178771,0.276624234680231,322,0.519553072625698,1,0.0155241832815849,1,1,36,0.00955580353339042,0.439940776583024,500,500,9,2,1,250,1,0.0555555555555556,0,0
