YearBorn,nBornThisYear,meanLRS,SD,LRSfemale,LRSmale,meanRRS,SDRRS,replicate,parameterset,col,mig
199,24,2.5,1.933683127,2.111111111,2.733333333,0.25,1.933683127,1,c,purple,1
200,28,2.178571429,1.540888907,2.058823529,2.363636364,0.217857143,1.540888907,1,c,purple,1
201,32,1.6875,1.229673442,1.727272727,1.666666667,0.16875,1.229673442,1,c,purple,1
202,35,2.142857143,1.45809822,2.409090909,1.692307692,0.214285714,1.45809822,1,c,purple,1
203,38,2.157894737,1.533875427,1.875,2.363636364,0.215789474,1.533875427,1,c,purple,1
204,39,2.435897436,1.428928045,2.363636364,2.529411765,0.243589744,1.428928045,1,c,purple,1
205,35,2.228571429,1.516298013,2.611111111,1.823529412,0.222857143,1.516298013,1,c,purple,1
206,32,1.84375,1.272776366,2.083333333,1.7,0.184375,1.272776366,1,c,purple,1
207,31,2.064516129,1.289327573,2.555555556,1.863636364,0.206451613,1.289327573,1,c,purple,1
208,27,2.333333333,1.330124344,2.384615385,2.285714286,0.233333333,1.330124344,1,c,purple,1
209,33,1.96969697,1.530621779,2.266666667,1.722222222,0.196969697,1.530621779,1,c,purple,1
210,36,2.083333333,1.61023512,2.0625,2.1,0.208333333,1.61023512,1,c,purple,1
211,41,2.195121951,1.503654086,2.823529412,1.75,0.219512195,1.503654086,1,c,purple,1
212,42,2.095238095,1.558760042,2.148148148,2,0.20952381,1.558760042,1,c,purple,1
213,49,2.265306122,1.591324268,2.25,2.28,0.226530612,1.591324268,1,c,purple,1
214,41,2.048780488,1.482417274,2.2,1.904761905,0.204878049,1.482417274,1,c,purple,1
215,40,2,1.552500052,2.333333333,1.8,0.2,1.552500052,1,c,purple,1
216,37,1.945945946,1.289830866,1.666666667,2.136363636,0.194594595,1.289830866,1,c,purple,1
217,32,2.65625,1.472530738,2.476190476,3,0.265625,1.472530738,1,c,purple,1
218,39,2.076923077,1.345257076,2.052631579,2.1,0.207692308,1.345257076,1,c,purple,1
219,39,1.743589744,1.37109155,1.666666667,1.866666667,0.174358974,1.37109155,1,c,purple,1
220,46,2.347826087,1.62230825,2.35,2.346153846,0.234782609,1.62230825,1,c,purple,1
221,47,2.106382979,1.237705496,2.55,1.777777778,0.210638298,1.237705496,1,c,purple,1
222,52,1.942307692,1.392042674,1.88,2,0.194230769,1.392042674,1,c,purple,1
223,50,2.32,1.476896912,2.090909091,2.5,0.232,1.476896912,1,c,purple,1
224,46,1.717391304,1.424594187,1.925925926,1.421052632,0.17173913,1.424594187,1,c,purple,1
225,46,2.065217391,1.597250052,2.047619048,2.08,0.206521739,1.597250052,1,c,purple,1
226,41,2.341463415,1.637219535,2.35,2.333333333,0.234146341,1.637219535,1,c,purple,1
227,44,1.863636364,1.607987462,1.625,2.15,0.186363636,1.607987462,1,c,purple,1
228,43,2.395348837,2.013520193,2.19047619,2.590909091,0.239534884,2.013520193,1,c,purple,1
229,49,2.469387755,1.969581605,2.444444444,2.5,0.246938776,1.969581605,1,c,purple,1
230,53,1.660377358,1.580450231,1.851851852,1.461538462,0.166037736,1.580450231,1,c,purple,1
231,59,2.288135593,1.300541631,2.333333333,2.230769231,0.228813559,1.300541631,1,c,purple,1
232,54,2.148148148,1.664358989,2.366666667,1.875,0.214814815,1.664358989,1,c,purple,1
233,55,1.981818182,1.705013404,1.9,2.028571429,0.198181818,1.705013404,1,c,purple,1
234,53,1.849056604,1.472781597,1.863636364,1.838709677,0.18490566,1.472781597,1,c,purple,1
235,47,1.85106383,1.285009278,1.833333333,1.869565217,0.185106383,1.285009278,1,c,purple,1
236,49,1.87755102,1.28505274,2.1,1.724137931,0.187755102,1.28505274,1,c,purple,1
237,51,2.176470588,1.608799333,2.222222222,2.125,0.217647059,1.608799333,1,c,purple,1
238,55,2.109090909,1.499045712,2.296296296,1.928571429,0.210909091,1.499045712,1,c,purple,1
