YearBorn,nBornThisYear,meanLRS,SD,LRSfemale,LRSmale,meanRRS,SDRRS,replicate,parameterset,col,mig
174,22,2.181818182,1.680032983,2,2.307692308,0.218181818,1.680032983,1,b,blue,0
175,26,2,1.574801575,2.166666667,1.857142857,0.2,1.574801575,1,b,blue,0
176,23,2.52173913,1.950980295,2,3.5,0.252173913,1.950980295,1,b,blue,0
177,17,2.235294118,1.437420075,2.25,2.2,0.223529412,1.437420075,1,b,blue,0
178,16,2.25,1.770122406,2.2,2.333333333,0.225,1.770122406,1,b,blue,0
179,15,1.933333333,0.961150105,1.833333333,2,0.193333333,0.961150105,1,b,blue,0
180,17,2.705882353,2.172691473,1.166666667,3.545454545,0.270588235,2.172691473,1,b,blue,0
181,18,2.5,1.72353945,2.384615385,2.8,0.25,1.72353945,1,b,blue,0
182,19,2.315789474,1.249561327,1.846153846,3.333333333,0.231578947,1.249561327,1,b,blue,0
183,21,2,1.449137675,1.5,2.454545455,0.2,1.449137675,1,b,blue,0
184,26,1.730769231,1.313246125,1.722222222,1.75,0.173076923,1.313246125,1,b,blue,0
185,25,2.2,1.5,2.066666667,2.4,0.22,1.5,1,b,blue,0
186,26,2.153846154,1.689788334,1.6875,2.9,0.215384615,1.689788334,1,b,blue,0
187,22,2.181818182,1.332250643,1.714285714,3,0.218181818,1.332250643,1,b,blue,0
188,20,2.65,1.78517285,2,3.3,0.265,1.78517285,1,b,blue,0
189,23,2,1,2,2,0.2,1,1,b,blue,0
190,21,2.714285714,2.077085871,2.75,2.666666667,0.271428571,2.077085871,1,b,blue,0
191,24,2.041666667,1.601063958,1.866666667,2.333333333,0.204166667,1.601063958,1,b,blue,0
192,25,1.8,1.290994449,2.363636364,1.357142857,0.18,1.290994449,1,b,blue,0
193,32,2.34375,1.310241913,2.333333333,2.352941176,0.234375,1.310241913,1,b,blue,0
194,29,2.172413793,1.891125242,2,2.333333333,0.217241379,1.891125242,1,b,blue,0
195,30,2.4,1.379655129,3.125,2.136363636,0.24,1.379655129,1,b,blue,0
196,29,2.482758621,1.326129967,2.733333333,2.214285714,0.248275862,1.326129967,1,b,blue,0
197,26,2.076923077,1.163548948,1.75,2.357142857,0.207692308,1.163548948,1,b,blue,0
198,28,2.357142857,1.520581899,2.466666667,2.230769231,0.235714286,1.520581899,1,b,blue,0
199,28,2.178571429,1.656716329,1.888888889,2.7,0.217857143,1.656716329,1,b,blue,0
200,28,2,1.414213562,2.166666667,1.875,0.2,1.414213562,1,b,blue,0
201,29,1.896551724,1.799698935,2,1.8,0.189655172,1.799698935,1,b,blue,0
202,36,2.111111111,1.165645812,1.777777778,2.444444444,0.211111111,1.165645812,1,b,blue,0
203,35,2.485714286,1.502379066,2.25,2.8,0.248571429,1.502379066,1,b,blue,0
204,36,2.055555556,1.491776399,2.227272727,1.785714286,0.205555556,1.491776399,1,b,blue,0
205,34,1.970588235,1.546948004,1.904761905,2.076923077,0.197058824,1.546948004,1,b,blue,0
206,36,2.388888889,1.793285537,1.736842105,3.117647059,0.238888889,1.793285537,1,b,blue,0
207,33,2.03030303,1.686061396,2.333333333,1.777777778,0.203030303,1.686061396,1,b,blue,0
208,33,2.090909091,1.548459645,2.1,2.076923077,0.209090909,1.548459645,1,b,blue,0
209,33,2.060606061,1.434821285,2.2,1.944444444,0.206060606,1.434821285,1,b,blue,0
210,37,2.594594595,1.847813414,1.9375,3.095238095,0.259459459,1.847813414,1,b,blue,0
211,41,2.073170732,1.472926405,2.296296296,1.642857143,0.207317073,1.472926405,1,b,blue,0
212,41,1.585365854,1.702580538,1.090909091,2.157894737,0.158536585,1.702580538,1,b,blue,0
213,40,2.05,1.299901377,2.043478261,2.058823529,0.205,1.299901377,1,b,blue,0
214,42,2.452380952,1.863675636,2.333333333,2.541666667,0.245238095,1.863675636,1,b,blue,0
215,40,2.3,1.572194286,2.434782609,2.117647059,0.23,1.572194286,1,b,blue,0
216,40,2.625,1.849289538,2.5625,2.666666667,0.2625,1.849289538,1,b,blue,0
217,40,2.125,1.244217394,2.181818182,2.055555556,0.2125,1.244217394,1,b,blue,0
218,39,1.897435897,1.410391357,1.764705882,2,0.18974359,1.410391357,1,b,blue,0
219,43,2.139534884,1.626878333,2.2,2.055555556,0.213953488,1.626878333,1,b,blue,0
220,45,2.022222222,1.484601093,1.869565217,2.181818182,0.202222222,1.484601093,1,b,blue,0
221,47,2.085106383,1.380450261,2.115384615,2.047619048,0.208510638,1.380450261,1,b,blue,0
222,47,2.042553191,1.350643113,1.903225806,2.3125,0.204255319,1.350643113,1,b,blue,0
223,47,2,1.414213562,2.045454545,1.96,0.2,1.414213562,1,b,blue,0
224,48,2.1875,1.453627158,1.913043478,2.44,0.21875,1.453627158,1,b,blue,0
225,45,2.155555556,1.445298893,1.869565217,2.454545455,0.215555556,1.445298893,1,b,blue,0
226,46,2,1.460593487,1.964285714,2.055555556,0.2,1.460593487,1,b,blue,0
227,45,2.288888889,1.516908073,2.2,2.4,0.228888889,1.516908073,1,b,blue,0
228,49,1.959183673,1.485473882,1.772727273,2.111111111,0.195918367,1.485473882,1,b,blue,0
