year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,k,nSNP,maxage,broodsize,maturity,years,r0,ratemort,nSNP.mig,nSNP.cons
0,500,0,0.4684951,0.25766,0.456173180548873,141,0.5,0,0.00399816038542619,1,1,0,NA,NA,500,500,9,2,1,250,1,0.0555555555555556,0,0
1,497,0.00201207243460765,0.46855208109826,0.269275653923541,0.438512195326193,290,0.488933601609658,1,-0.00136826514091327,1,1,27,0.00377113278873649,0.453684735102657,500,500,9,2,1,250,1,0.0555555555555556,0,0
2,498,0.00401606425702811,0.468368925501202,0.282903614457831,0.423884688573681,463,0.481927710843373,1,-0.00126109956579103,1,1,35,0.00381151606279256,0.451251029882511,500,500,9,2,1,250,1,0.0555555555555556,0,0
3,496,0.00806451612903226,0.467919196312435,0.293229838709677,0.41269107941463,465,0.483870967741935,0,-0.00113544668960228,1,1,31,0.00387359887509892,0.449405418397075,500,500,9,2,1,250,1,0.0555555555555556,0,0
4,498,0.00803212851405622,0.46780448299221,0.307353413654618,0.397498454830784,458,0.491967871485944,1,-0.000999960834297479,1,1,40,0.00394630243507259,0.446869724665473,500,500,9,2,1,250,1,0.0555555555555556,0,0
5,496,0.0100806451612903,0.467880060646462,0.319520161290323,0.384725128230368,457,0.479838709677419,0,-0.000895109798889305,1,1,39,0.00394006671361967,0.444766654616859,500,500,9,2,1,250,1,0.0555555555555556,0,0
6,498,0.0120481927710843,0.468009967581168,0.331718875502008,0.371685202764505,461,0.471887550200803,0,-0.000789393034513635,1,1,37,0.00399265593392307,0.442578438730226,500,500,9,2,1,250,1,0.0555555555555556,0,0
7,499,0.0120240480961924,0.468081618146112,0.342785571142285,0.359857166816567,468,0.464929859719439,1,-0.000691918261967228,1,1,31,0.00402560380498645,0.440598548135158,500,500,9,2,1,250,1,0.0555555555555556,0,0
8,496,0.0100806451612903,0.46784188426769,0.365213709677419,0.336131080859255,445,0.481854838709677,1,-0.00047711389977822,1,1,51,0.00413971836591472,0.436707099196458,500,500,9,2,1,250,1,0.0555555555555556,0,0
9,472,0.00847457627118644,0.467603602592646,0.411156779661017,0.291213341813932,382,0.468220338983051,1,-8.41450385510023e-06,1,1,90,0.00438446793922813,0.429816305977559,500,500,9,2,1,250,1,0.0555555555555556,0,0
10,441,0.0113378684807256,0.466950118520575,0.466884353741497,0.240559832888834,330,0.487528344671202,0,0.000772414172547195,1,1,111,0.0046787984510054,0.422547577391051,500,500,9,2,1,250,1,0.0555555555555556,0,0
11,487,0.0102669404517454,0.466858674615991,0.467133470225873,0.229041725581277,417,0.501026694045175,1,0.000994365472635724,1,1,70,0.00479658433465815,0.419264780460898,500,500,9,2,1,250,1,0.0555555555555556,0,0
12,498,0.0100401606425703,0.466808745020242,0.467381526104418,0.226210484926461,462,0.483935742971888,1,0.00114459898787471,1,1,36,0.0048652244209011,0.418449460204462,500,500,9,2,1,250,1,0.0555555555555556,0,0
13,498,0.0100401606425703,0.466497746004097,0.467168674698795,0.226180513250098,462,0.483935742971888,1,0.00123543970453883,1,1,36,0.0049473342401306,0.418455110939325,500,500,9,2,1,250,1,0.0555555555555556,0,0
14,498,0.0120481927710843,0.466359510330479,0.466867469879518,0.22638763227228,464,0.485943775100402,1,0.00139997545713714,1,1,34,0.00502171523026346,0.418494190383084,500,500,9,2,1,250,1,0.0555555555555556,0,0
15,497,0.0120724346076459,0.466025019331279,0.466044265593561,0.22721680319369,463,0.48692152917505,1,0.00154077959300652,1,1,34,0.00509609308804975,0.418674823904821,500,500,9,2,1,250,1,0.0555555555555556,0,0
16,497,0.0100603621730382,0.465823010497593,0.465561368209256,0.227565145033472,465,0.48692152917505,1,0.00172326605830301,1,1,32,0.00518943341128037,0.418739391209259,500,500,9,2,1,250,1,0.0555555555555556,0,0
17,492,0.00813008130081301,0.465590294302333,0.465873983739837,0.228182944431966,445,0.473577235772358,1,0.00195871361548296,1,1,47,0.00529896715524253,0.41900754351935,500,500,9,2,1,250,1,0.0555555555555556,0,0
