YearBorn,nBornThisYear,meanLRS,SD,LRSfemale,LRSmale,meanRRS,SDRRS,replicate,parameterset
-1,68,0.735294118,1.322792693,0.710526316,0.766666667,0.056561086,1.322792693,1,1
0,447,0.713646532,1.074935347,0.630331754,0.788135593,0.054895887,1.074935347,1,1
1,11,1.090909091,1.640399065,1.5,0.857142857,0.083916084,1.640399065,1,1
2,50,1.28,1.539148983,1.333333333,1.24137931,0.098461538,1.539148983,1,1
3,75,1.48,1.750366757,1.418604651,1.5625,0.113846154,1.750366757,1,1
4,87,1.390804598,1.741132496,1.357142857,1.422222222,0.106984969,1.741132496,1,1
5,87,1.126436782,1.169422415,1.209302326,1.045454545,0.086648983,1.169422415,1,1
6,103,1.349514563,1.47998899,1.410714286,1.276595745,0.103808813,1.47998899,1,1
7,78,1.628205128,1.504184418,1.565217391,1.71875,0.125246548,1.504184418,1,1
8,84,1.571428571,1.507297224,1.714285714,1.469387755,0.120879121,1.507297224,1,1
9,97,1.092783505,1.451166731,1.264705882,1,0.08406027,1.451166731,1,1
10,86,1.186046512,1.27889316,1.372093023,1,0.091234347,1.27889316,1,1
11,81,1.358024691,1.443161824,1.527777778,1.222222222,0.104463438,1.443161824,1,1
12,94,1.393617021,1.47537555,1.54,1.227272727,0.107201309,1.47537555,1,1
13,85,1.317647059,1.347058212,1.442307692,1.121212121,0.101357466,1.347058212,1,1
14,90,1.233333333,1.422531372,1.285714286,1.170731707,0.094871795,1.422531372,1,1
15,85,1.341176471,1.687156958,1.114285714,1.5,0.103167421,1.687156958,1,1
16,99,1.333333333,1.484614978,1.407407407,1.244444444,0.102564103,1.484614978,1,1
17,92,1.239130435,1.492616003,1.106382979,1.377777778,0.095317726,1.492616003,1,1
18,92,1.47826087,1.654021147,1.456521739,1.5,0.113712375,1.654021147,1,1
19,94,1.340425532,1.395485744,0.975609756,1.622641509,0.103109656,1.395485744,1,1
20,93,1.376344086,1.793187461,1.428571429,1.318181818,0.105872622,1.793187461,1,1
21,85,1.388235294,1.354833654,1.511627907,1.261904762,0.10678733,1.354833654,1,1
22,92,1.22826087,1.430463391,1.285714286,1.162790698,0.094481605,1.430463391,1,1
23,86,1.302325581,1.511289029,1.170212766,1.461538462,0.100178891,1.511289029,1,1
24,88,1.352272727,1.438707695,1.119047619,1.565217391,0.104020979,1.438707695,1,1
25,77,1.220779221,1.343829726,1.404761905,1,0.093906094,1.343829726,1,1
26,99,1.262626263,1.344572298,1.133333333,1.37037037,0.097125097,1.344572298,1,1
27,82,0.951219512,1.236307116,0.838709677,1.019607843,0.073170732,1.236307116,1,1
28,87,1.528735632,1.508418858,1.785714286,1.288888889,0.117595049,1.508418858,1,1
29,94,1.340425532,1.688373853,1.464285714,1.157894737,0.103109656,1.688373853,1,1
30,94,1.287234043,1.492795173,1.285714286,1.288888889,0.099018003,1.492795173,1,1
31,89,1.404494382,1.663232758,1.531914894,1.261904762,0.108038029,1.663232758,1,1
32,90,1.366666667,1.479826895,1.431818182,1.304347826,0.105128205,1.479826895,1,1
33,85,0.964705882,1.106765545,1,0.928571429,0.074208145,1.106765545,1,1
34,95,1.378947368,1.631987089,1.311111111,1.44,0.106072874,1.631987089,1,1
