YearBorn,nBornThisYear,meanLRS,SD,LRSfemale,LRSmale,meanRRS,SDRRS,replicate,parameterset
17,95,1.410526316,1.505272555,1.30952381,1.490566038,0.11754386,1.505272555,1,1
18,90,1.155555556,1.253409831,1.452380952,0.895833333,0.096296296,1.253409831,1,1
19,79,1.253164557,1.445313864,1.305555556,1.209302326,0.10443038,1.445313864,1,1
20,84,1.547619048,1.608746889,1.5,1.611111111,0.128968254,1.608746889,1,1
21,88,1.136363636,1.620144865,1.179487179,1.102040816,0.09469697,1.620144865,1,1
22,96,1.447916667,1.640730208,1.365384615,1.545454545,0.120659722,1.640730208,1,1
23,94,1.489361702,1.683216844,1.55,1.444444444,0.124113475,1.683216844,1,1
24,85,1.447058824,1.700881301,1.861111111,1.142857143,0.120588235,1.700881301,1,1
25,94,1.521276596,1.708478059,1.382978723,1.659574468,0.12677305,1.708478059,1,1
26,89,1.02247191,1.405973685,1.222222222,0.818181818,0.085205993,1.405973685,1,1
27,83,1.481927711,1.50900909,1.489361702,1.472222222,0.123493976,1.50900909,1,1
28,89,1.011235955,1.11288305,1.177777778,0.840909091,0.084269663,1.11288305,1,1
29,88,1.545454545,1.560349879,1.38,1.763157895,0.128787879,1.560349879,1,1
30,93,1.376344086,1.594242211,1.166666667,1.6,0.114695341,1.594242211,1,1
31,94,1.29787234,1.670939387,1.196078431,1.418604651,0.108156028,1.670939387,1,1
32,81,1.222222222,1.414213562,1.475,0.975609756,0.101851852,1.414213562,1,1
33,91,1.351648352,1.393426045,1.320754717,1.394736842,0.112637363,1.393426045,1,1
34,93,1.35483871,1.678801082,1.272727273,1.428571429,0.112903226,1.678801082,1,1
35,92,1.597826087,1.671084287,1.52,1.69047619,0.133152174,1.671084287,1,1
36,91,1.098901099,1.282834925,1.227272727,0.978723404,0.091575092,1.282834925,1,1
37,90,1.277777778,1.607760518,1.153846154,1.37254902,0.106481481,1.607760518,1,1
38,91,1.351648352,1.721586002,1.245283019,1.5,0.112637363,1.721586002,1,1
39,89,1.123595506,1.412768275,1.2,1.074074074,0.093632959,1.412768275,1,1
40,91,1.472527473,1.493248951,1.921052632,1.150943396,0.122710623,1.493248951,1,1
41,87,1.126436782,1.36232187,1.1875,1.051282051,0.093869732,1.36232187,1,1
42,87,1.528735632,1.605507096,1.28,1.864864865,0.127394636,1.605507096,1,1
43,87,1.287356322,1.437925233,1.212765957,1.375,0.107279693,1.437925233,1,1
44,94,1.329787234,1.540760166,1.178571429,1.552631579,0.110815603,1.540760166,1,1
45,80,1.4375,1.499736264,1.6,1.275,0.119791667,1.499736264,1,1
46,96,1.208333333,1.450347811,1.260869565,1.16,0.100694444,1.450347811,1,1
47,94,1.20212766,1.456020407,1.272727273,1.102564103,0.100177305,1.456020407,1,1
48,85,1.094117647,1.600770123,0.931818182,1.268292683,0.091176471,1.600770123,1,1
49,89,1.348314607,1.726143387,1.333333333,1.361702128,0.112359551,1.726143387,1,1
50,87,1.206896552,1.533637802,1.142857143,1.266666667,0.100574713,1.533637802,1,1
51,97,1.309278351,1.570302683,1.244444444,1.365384615,0.109106529,1.570302683,1,1
52,86,1.430232558,1.522696507,1.227272727,1.642857143,0.119186047,1.522696507,1,1
53,96,1.125,1.416073147,1.106382979,1.142857143,0.09375,1.416073147,1,1
54,86,1.465116279,1.78686498,1.361111111,1.54,0.122093023,1.78686498,1,1
55,94,1.308510638,1.552151443,1.244897959,1.377777778,0.109042553,1.552151443,1,1
56,78,1.320512821,1.558334023,1.5,1.195652174,0.110042735,1.558334023,1,1
57,88,1.306818182,1.511320915,1.195652174,1.428571429,0.108901515,1.511320915,1,1
58,94,0.925531915,1.184481754,1.166666667,0.673913043,0.07712766,1.184481754,1,1
59,89,1.303370787,1.714937677,1.2,1.409090909,0.108614232,1.714937677,1,1
60,75,1.333333333,1.464289638,1.457142857,1.225,0.111111111,1.464289638,1,1
61,91,1.208791209,1.456910609,1.195121951,1.22,0.100732601,1.456910609,1,1
62,87,1.057471264,1.184751194,1.022222222,1.095238095,0.088122605,1.184751194,1,1
63,81,1.469135802,1.605353697,1.58974359,1.357142857,0.122427984,1.605353697,1,1
64,88,1.340909091,1.492405014,1.066666667,1.627906977,0.111742424,1.492405014,1,1
65,96,1.385416667,1.531217552,1.333333333,1.4375,0.115451389,1.531217552,1,1
66,97,1.360824742,1.473272767,1.382978723,1.34,0.113402062,1.473272767,1,1
67,95,1.105263158,1.340638814,1.28,0.911111111,0.092105263,1.340638814,1,1
68,93,1.64516129,1.678801082,1.615384615,1.682926829,0.137096774,1.678801082,1,1
69,89,1.314606742,1.257662927,1.268292683,1.354166667,0.109550562,1.257662927,1,1
70,83,1.253012048,1.198000097,1.133333333,1.394736842,0.104417671,1.198000097,1,1
71,83,1.096385542,1.265050446,0.975,1.209302326,0.091365462,1.265050446,1,1
72,87,1.229885057,1.530322579,1.173913043,1.292682927,0.102490421,1.530322579,1,1
73,87,1.356321839,1.524810408,1.185185185,1.636363636,0.11302682,1.524810408,1,1
74,91,1.461538462,1.485542866,1.068181818,1.829787234,0.121794872,1.485542866,1,1
75,99,1.343434343,1.756397148,1.285714286,1.418604651,0.111952862,1.756397148,1,1
76,98,1.418367347,1.435366754,1.37037037,1.477272727,0.118197279,1.435366754,1,1
77,93,1.387096774,1.687758084,1.368421053,1.4,0.115591398,1.687758084,1,1
78,83,0.963855422,1.141733632,0.833333333,1.063829787,0.080321285,1.141733632,1,1
79,88,1.306818182,1.280785988,1.243902439,1.361702128,0.108901515,1.280785988,1,1
80,88,1.443181818,1.60357327,1.622222222,1.255813953,0.120265152,1.60357327,1,1
81,91,1.351648352,1.544694334,1.375,1.333333333,0.112637363,1.544694334,1,1
82,94,1.021276596,1.191174747,0.916666667,1.130434783,0.085106383,1.191174747,1,1
83,89,1.202247191,1.298423653,1.369565217,1.023255814,0.100187266,1.298423653,1,1
84,83,1.602409639,1.592204784,1.844444444,1.315789474,0.133534137,1.592204784,1,1
85,93,1.311827957,1.587851259,1.139534884,1.46,0.109318996,1.587851259,1,1
86,92,1.293478261,1.296979106,1.375,1.230769231,0.107789855,1.296979106,1,1
87,91,1.307692308,1.435210458,1.533333333,1.086956522,0.108974359,1.435210458,1,1
88,83,1.289156627,1.357275971,1.294117647,1.28125,0.107429719,1.357275971,1,1
89,92,1.195652174,1.384681742,1.431372549,0.902439024,0.099637681,1.384681742,1,1
90,95,1.252631579,1.42894412,1.024390244,1.425925926,0.104385965,1.42894412,1,1
91,88,1.363636364,1.471427629,1.534883721,1.2,0.113636364,1.471427629,1,1
92,86,1.337209302,1.402606524,1.377777778,1.292682927,0.111434109,1.402606524,1,1
93,88,1.227272727,1.467872592,1.177777778,1.279069767,0.102272727,1.467872592,1,1
94,89,1.382022472,1.526326681,1.372093023,1.391304348,0.115168539,1.526326681,1,1
95,85,1.070588235,1.325466991,0.942857143,1.16,0.089215686,1.325466991,1,1
96,95,1.568421053,1.679998934,1.320754717,1.880952381,0.130701754,1.679998934,1,1
97,85,1.223529412,1.458770443,1.127659574,1.342105263,0.101960784,1.458770443,1,1
98,95,1.4,1.454267382,1.173076923,1.674418605,0.116666667,1.454267382,1,1
99,100,1.32,1.262353102,1.3125,1.326923077,0.11,1.262353102,1,1
100,89,1.516853933,1.508403427,1.634146341,1.416666667,0.126404494,1.508403427,1,1
101,84,1.428571429,1.390897381,1.647058824,1.28,0.119047619,1.390897381,1,1
102,91,1.32967033,1.48365124,1.425531915,1.227272727,0.110805861,1.48365124,1,1
103,85,1.129411765,1.518051973,1.088235294,1.156862745,0.094117647,1.518051973,1,1
104,80,1.15,1.388013789,1.382352941,0.97826087,0.095833333,1.388013789,1,1
105,83,1.096385542,1.255373405,1.135135135,1.065217391,0.091365462,1.255373405,1,1
106,82,1.109756098,1.405510298,0.957446809,1.314285714,0.092479675,1.405510298,1,1
107,71,1.38028169,1.67644349,1.285714286,1.441860465,0.115023474,1.67644349,1,1
108,82,1.256097561,1.368165173,1.228571429,1.276595745,0.104674797,1.368165173,1,1
109,79,1.202531646,1.333779542,1.857142857,0.843137255,0.10021097,1.333779542,1,1
110,80,1.2375,1.370980892,1.270833333,1.1875,0.103125,1.370980892,1,1
111,80,1.2875,1.544231815,1.225806452,1.326530612,0.107291667,1.544231815,1,1
112,77,1.493506494,1.544288089,1.581395349,1.382352941,0.124458874,1.544288089,1,1
113,78,1.012820513,1.253499929,1.095238095,0.916666667,0.084401709,1.253499929,1,1
114,72,1.513888889,1.373727894,1.625,1.425,0.126157407,1.373727894,1,1
115,81,1.172839506,1.348982241,1.136363636,1.216216216,0.097736626,1.348982241,1,1
116,77,1.727272727,2.263185713,1.297297297,2.125,0.143939394,2.263185713,1,1
117,74,1.351351351,1.574039672,1.179487179,1.542857143,0.112612613,1.574039672,1,1
118,70,1.342857143,1.371402691,1.694444444,0.970588235,0.111904762,1.371402691,1,1
119,80,1.5375,1.550367453,1.804878049,1.256410256,0.128125,1.550367453,1,1
120,68,1.102941176,1.546683557,0.806451613,1.351351351,0.091911765,1.546683557,1,1
121,66,1.136363636,1.368731739,1.2,1.064516129,0.09469697,1.368731739,1,1
122,63,1.317460317,1.604684642,1.222222222,1.388888889,0.10978836,1.604684642,1,1
